matrix,N,nnz,B,rho,seed,phase,steps,dirty_cols,always_delta_baseline_ms,always_hst_ms,router_ms,router_steady_ms,router_steady_vs_csr,router_steady_vs_oracle,breakeven_steps,oracle_ms,oracle_arm,router_vs_csr,oracle_vs_csr,router_vs_oracle,misroute_cost_if_delta_baseline,misroute_cost_if_hst,maxrelerr,churn_model,router_arm,router_switches,router_tax_ms
bcspwr10,5300,21842,8,0.01,17,False,400,256,0.088112,0.08733,0.108736,0.093776,0.94,0.931,,0.08733,hst,0.81,1.009,0.803,1.009,1.0,1.871280638170483e-16,drift,hst,1,4.405
bcspwr10,5300,21842,8,0.01,18,False,400,256,0.090444,0.088291,0.111828,0.097044,0.932,0.91,,0.088291,hst,0.809,1.024,0.79,1.024,1.0,3.513861746800697e-16,drift,hst,1,4.489
bcspwr10,5300,21842,8,0.01,19,False,400,256,0.087051,0.085855,0.108195,0.093883,0.927,0.914,,0.085855,hst,0.805,1.014,0.794,1.014,1.0,2.258919437555397e-16,drift,hst,1,4.235
bcspwr10,5300,21842,8,0.01,20,False,400,256,0.088776,0.086887,0.108431,0.094604,0.938,0.918,,0.086887,hst,0.819,1.022,0.801,1.022,1.0,1.5260920413345594e-16,drift,hst,1,4.175
bcspwr10,5300,21842,8,0.01,21,False,400,256,0.082104,0.084762,0.107054,0.092809,0.885,0.885,,0.082104,delta_baseline,0.767,1.0,0.767,1.0,1.032,3.1586084160755566e-16,drift,hst,1,4.228
bcspwr10,5300,21842,8,0.05,17,False,400,256,0.097331,0.094365,0.1163,0.102189,0.952,0.923,,0.094365,hst,0.837,1.031,0.811,1.031,1.0,1.871280638170483e-16,drift,hst,1,4.45
bcspwr10,5300,21842,8,0.05,18,False,400,256,0.096817,0.094895,0.118554,0.103955,0.931,0.913,,0.094895,hst,0.817,1.02,0.8,1.02,1.0,3.513861746800697e-16,drift,hst,1,4.538
bcspwr10,5300,21842,8,0.05,19,False,400,256,0.093871,0.095239,0.117111,0.102732,0.914,0.914,,0.093871,delta_baseline,0.802,1.0,0.802,1.0,1.015,2.258919437555397e-16,drift,hst,1,4.509
bcspwr10,5300,21842,8,0.05,20,False,400,256,0.094572,0.093422,0.116724,0.102591,0.922,0.911,,0.093422,hst,0.81,1.012,0.8,1.012,1.0,1.5260920413345594e-16,drift,hst,1,4.352
bcspwr10,5300,21842,8,0.05,21,False,400,256,0.089577,0.094715,0.108837,0.094162,0.951,0.951,,0.089577,delta_baseline,0.823,1.0,0.823,1.0,1.057,3.1586084160755566e-16,drift,delta_baseline,0,4.482
bcspwr10,5300,21842,8,0.25,17,False,400,256,0.097946,0.101764,0.124539,0.109744,0.892,0.892,,0.097946,delta_baseline,0.786,1.0,0.786,1.0,1.039,1.871280638170483e-16,drift,hst,1,4.619
bcspwr10,5300,21842,8,0.25,18,False,400,256,0.099187,0.100613,0.123659,0.108329,0.916,0.916,,0.099187,delta_baseline,0.802,1.0,0.802,1.0,1.014,3.513861746800697e-16,drift,hst,1,4.768
bcspwr10,5300,21842,8,0.25,19,False,400,256,0.09521,0.09976,0.121655,0.106923,0.89,0.89,,0.09521,delta_baseline,0.783,1.0,0.783,1.0,1.048,2.258919437555397e-16,drift,hst,1,4.543
bcspwr10,5300,21842,8,0.25,20,False,400,256,0.097556,0.101449,0.124555,0.109775,0.889,0.889,,0.097556,delta_baseline,0.783,1.0,0.783,1.0,1.04,1.5260920413345594e-16,drift,hst,1,4.577
bcspwr10,5300,21842,8,0.25,21,False,400,256,0.096128,0.100437,0.121506,0.107463,0.895,0.895,,0.096128,delta_baseline,0.791,1.0,0.791,1.0,1.045,3.1586084160755566e-16,drift,hst,1,4.532
scircuit,170998,958936,8,0.0,17,False,400,256,0.013092,0.039592,0.015739,0.015017,0.872,0.872,,0.013092,delta_baseline,0.832,1.0,0.832,1.0,3.024,2.6050372849850016e-16,drift,delta_baseline,0,0.0
scircuit,170998,958936,8,0.0,18,False,400,256,0.011182,0.032858,0.018031,0.017801,0.628,0.628,,0.011182,delta_baseline,0.62,1.0,0.62,1.0,2.938,2.0386846321125864e-16,drift,delta_baseline,0,0.0
scircuit,170998,958936,8,0.0,19,False,400,256,0.015503,0.058285,0.018142,0.017316,0.895,0.895,,0.015503,delta_baseline,0.855,1.0,0.855,1.0,3.76,1.8803246323926756e-16,drift,delta_baseline,0,0.0
scircuit,170998,958936,8,0.0,20,False,400,256,0.010776,0.03081,0.013457,0.012956,0.832,0.832,,0.010776,delta_baseline,0.801,1.0,0.801,1.0,2.859,2.757259758035496e-16,drift,delta_baseline,0,0.0
scircuit,170998,958936,8,0.0,21,False,400,256,0.016928,0.04856,0.019613,0.018806,0.9,0.9,,0.016928,delta_baseline,0.863,1.0,0.863,1.0,2.869,5.194813152189734e-16,drift,delta_baseline,0,0.0
scircuit,170998,958936,8,0.002,17,False,400,256,0.159416,0.200138,0.204404,0.170351,0.936,0.936,,0.159416,delta_baseline,0.78,1.0,0.78,1.0,1.255,2.6050372849850016e-16,drift,delta_baseline,0,12.627
scircuit,170998,958936,8,0.002,18,False,400,256,0.106824,0.130881,0.188821,0.116069,0.92,0.92,,0.106824,delta_baseline,0.566,1.0,0.566,1.0,1.225,2.0386846321125864e-16,drift,delta_baseline,0,26.38
scircuit,170998,958936,8,0.002,19,False,400,256,0.197447,0.315658,0.246975,0.200209,0.986,0.986,,0.197447,delta_baseline,0.799,1.0,0.799,1.0,1.599,1.8803246323926756e-16,drift,delta_baseline,0,17.039
scircuit,170998,958936,8,0.002,20,False,400,256,0.103557,0.143314,0.200156,0.119991,0.863,0.863,,0.103557,delta_baseline,0.517,1.0,0.517,1.0,1.384,2.757259758035496e-16,drift,delta_baseline,0,32.568
scircuit,170998,958936,8,0.002,21,False,400,256,0.202261,0.256437,0.255973,0.208031,0.972,0.972,,0.202261,delta_baseline,0.79,1.0,0.79,1.0,1.268,5.194813152189734e-16,drift,delta_baseline,0,17.314
