matrix,N,nnz,B,rho,seed,motion,lane_order,steps,dirty_cols,slice_nnz_mean,slice_nnz_first,slice_nnz_last,rows_per_block,rows_merged,merge_ratio,maxrelerr,delta_baseline_rebuilds,block_open_prepares,block_open_compiles,block_open_merged_prepares,delta_baseline_ms,delta_baseline_exec_ms,block_open_ms,block_open_exec_ms,block_open_merged_ms,block_open_merged_exec_ms,block_open_vs_delta_baseline,block_open_merged_vs_delta_baseline,hst_vs_delta_baseline,hst_vs_block_open,block_open_merged_vs_block_open
raefsky3,21200,1488768,8,0.01,20,drift,rotate,400,256,18419.8,18432,18432,2304,480,4.8,5.45525603588426e-16,401,109,5,109,0.842696,0.025385,0.077825,0.055599,0.456054,0.05097,10.8281,1.8478,10.272,0.9486,0.1706
raefsky3,21200,1488768,8,0.01,21,drift,rotate,400,256,18432,18432,18432,2304,480,4.8,3.793853192199583e-16,403,103,17,103,0.845798,0.02487,0.07695,0.054602,0.414276,0.050281,10.9915,2.0416,10.7637,0.9793,0.1857
raefsky3,21200,1488768,8,0.05,17,drift,rotate,400,256,18375.2,18432,17688,2304,480,4.8,4.1254032373226205e-16,403,312,139,312,0.856468,0.025508,0.095032,0.062317,1.40953,0.055746,9.0124,0.6076,7.0674,0.7842,0.0674
raefsky3,21200,1488768,8,0.05,18,drift,rotate,400,256,18356.5,18432,18432,2304,480,4.8,6.383913170765949e-16,403,301,69,301,0.851105,0.025045,0.088312,0.058972,1.234778,0.0533,9.6375,0.6893,7.6343,0.7921,0.0715
raefsky3,21200,1488768,8,0.05,19,drift,rotate,400,256,17472.2,18432,16568,2304,480,4.8,2.8480994329708133e-16,403,302,107,302,0.821083,0.023863,0.089763,0.058637,1.258802,0.052729,9.1472,0.6523,7.175,0.7844,0.0713
raefsky3,21200,1488768,8,0.05,20,drift,rotate,400,256,18415.0,18432,18432,2304,480,4.8,5.45525603588426e-16,403,327,18,327,0.860298,0.025284,0.091951,0.063547,1.500321,0.056895,9.356,0.5734,7.0478,0.7533,0.0613
raefsky3,21200,1488768,8,0.05,21,drift,rotate,400,256,18294.5,18432,17624,2304,480,4.8,4.716845593815386e-16,403,262,43,262,0.849272,0.024924,0.079397,0.052353,0.913793,0.048416,10.6965,0.9294,8.8705,0.8293,0.0869
raefsky3,21200,1488768,8,0.25,17,drift,rotate,400,256,18359.2,18432,18432,2304,480,4.8,4.4085679500559955e-16,403,401,238,401,0.848587,0.024999,0.09185,0.054615,1.419718,0.049407,9.2388,0.5977,7.0013,0.7578,0.0647
raefsky3,21200,1488768,8,0.25,18,drift,rotate,400,256,18094.5,18432,18432,2304,480,4.8,8.413111916470918e-16,403,399,154,399,0.837129,0.024351,0.087745,0.053839,1.374635,0.048087,9.5405,0.609,7.1586,0.7503,0.0638
raefsky3,21200,1488768,8,0.25,19,drift,rotate,400,256,17817.6,18432,17040,2304,480,4.8,6.27654578767259e-16,403,402,51,402,0.826365,0.024143,0.083405,0.052943,1.323097,0.046938,9.9079,0.6246,7.0916,0.7158,0.063
raefsky3,21200,1488768,8,0.25,20,drift,rotate,400,256,18408.7,18432,17856,2304,480,4.8,5.45525603588426e-16,403,402,170,402,0.854454,0.025114,0.0908,0.055961,1.474803,0.05004,9.4103,0.5794,6.962,0.7398,0.0616
raefsky3,21200,1488768,8,0.25,21,drift,rotate,400,256,18190.3,18432,18408,2304,480,4.8,3.808303866500385e-16,403,400,147,400,0.845536,0.024141,0.086331,0.052397,1.325218,0.046856,9.7941,0.638,7.3781,0.7533,0.0651
raefsky3,21200,1488768,8,0.0,17,jump,rotate,400,256,18432,18432,18432,2304,480,4.8,6.338916234591103e-16,1,1,0,1,0.025404,0.021086,0.039653,0.028297,0.036895,0.026128,0.6407,0.6885,0.6196,0.9671,1.0748
raefsky3,21200,1488768,8,0.0,18,jump,rotate,400,256,18432,18432,18432,2304,480,4.8,6.383913170765949e-16,1,1,0,1,0.025295,0.021002,0.039857,0.028402,0.036887,0.026227,0.6346,0.6857,0.6308,0.9939,1.0805
raefsky3,21200,1488768,8,0.0,19,jump,rotate,400,256,18432,18432,18432,2304,480,4.8,5.146887035076217e-16,1,1,0,1,0.025368,0.021092,0.039116,0.027819,0.03676,0.026195,0.6485,0.6901,0.6359,0.9804,1.0641
raefsky3,21200,1488768,8,0.0,20,jump,rotate,400,256,18432,18432,18432,2304,480,4.8,5.569451786134984e-16,1,1,0,1,0.025353,0.021069,0.03917,0.027845,0.036996,0.026283,0.6473,0.6853,0.6302,0.9736,1.0588
raefsky3,21200,1488768,8,0.0,21,jump,rotate,400,256,18432,18432,18432,2304,480,4.8,3.9307294789506697e-16,1,1,0,1,0.025367,0.021128,0.038988,0.02772,0.036895,0.0263,0.6506,0.6875,0.6411,0.9853,1.0567
raefsky3,21200,1488768,8,0.002,17,jump,rotate,400,256,18164.2,18432,17928,2304,480,4.8,3.205898418633118e-16,403,396,109,396,0.878796,0.042336,0.217462,0.172799,8.430856,0.140669,4.0411,0.1042,2.5189,0.6233,0.0258
raefsky3,21200,1488768,8,0.002,18,jump,rotate,400,256,18209.8,18432,17952,2304,480,4.8,6.383913170765949e-16,403,392,70,392,0.882652,0.042699,0.217455,0.174168,8.15074,0.139415,4.059,0.1083,2.5407,0.6259,0.0267
raefsky3,21200,1488768,8,0.002,19,jump,rotate,400,256,18207.6,18432,18000,2304,480,4.8,2.8238009859841747e-16,403,396,74,396,0.884377,0.04335,0.218084,0.174377,8.346969,0.140523,4.0552,0.106,2.5119,0.6194,0.0261
raefsky3,21200,1488768,8,0.002,20,jump,rotate,400,256,18149.6,18432,17976,2304,480,4.8,5.45525603588426e-16,403,396,53,396,0.881049,0.042431,0.221354,0.178687,8.68593,0.143601,3.9803,0.1014,2.4577,0.6175,0.0255
raefsky3,21200,1488768,8,0.002,21,jump,rotate,400,256,18165.3,18432,18048,2304,480,4.8,3.3090082251267464e-16,403,396,54,396,0.881234,0.043063,0.22084,0.177344,8.72444,0.144504,3.9904,0.101,2.4609,0.6167,0.0253
raefsky3,21200,1488768,8,0.01,17,jump,rotate,400,256,18045.3,18432,18096,2304,480,4.8,3.205898418633118e-16,403,403,110,403,0.890055,0.049594,0.291511,0.243648,14.928509,0.188352,3.0532,0.0596,1.9058,0.6242,0.0195
raefsky3,21200,1488768,8,0.01,18,jump,rotate,400,256,18100.7,18432,17936,2304,480,4.8,6.383913170765949e-16,403,403,71,403,0.889895,0.049629,0.290986,0.244683,15.074401,0.192644,3.0582,0.059,1.8759,0.6134,0.0193
raefsky3,21200,1488768,8,0.01,19,jump,rotate,400,256,18149.7,18432,18072,2304,480,4.8,2.8238009859841747e-16,403,403,47,403,0.893771,0.049248,0.284241,0.239219,14.574333,0.189312,3.1444,0.0613,1.9162,0.6094,0.0195
raefsky3,21200,1488768,8,0.01,20,jump,rotate,400,256,18017.8,18432,17744,2304,480,4.8,5.45525603588426e-16,403,403,27,403,0.886589,0.049177,0.283121,0.238635,14.499337,0.187343,3.1315,0.0611,1.9088,0.6095,0.0195
raefsky3,21200,1488768,8,0.01,21,jump,rotate,400,256,18106.4,18432,17880,2304,480,4.8,3.3090082251267464e-16,403,403,18,403,0.893682,0.050177,0.2912,0.246408,15.109247,0.190107,3.069,0.0591,1.8788,0.6122,0.0193
raefsky3,21200,1488768,8,0.05,17,jump,rotate,400,256,18045.0,18432,18000,2304,480,4.8,3.205898418633118e-16,403,403,28,403,0.890368,0.052761,0.318576,0.274284,17.76308,0.21032,2.7948,0.0501,1.708,0.6111,0.0179
raefsky3,21200,1488768,8,0.05,18,jump,rotate,400,256,18023.7,18432,18048,2304,480,4.8,6.383913170765949e-16,403,403,2,403,0.889818,0.052908,0.313531,0.270516,17.385224,0.208341,2.8381,0.0512,1.7305,0.6097,0.018
raefsky3,21200,1488768,8,0.05,19,jump,rotate,400,256,17989.0,18432,17952,2304,480,4.8,2.8238009859841747e-16,403,403,1,403,0.886379,0.052737,0.314682,0.272013,17.510653,0.208374,2.8167,0.0506,1.7226,0.6115,0.018
raefsky3,21200,1488768,8,0.05,20,jump,rotate,400,256,18008.9,18432,17928,2304,480,4.8,5.45525603588426e-16,403,403,0,403,0.889097,0.052935,0.315825,0.272899,17.569536,0.208772,2.8152,0.0506,1.7238,0.6123,0.018
raefsky3,21200,1488768,8,0.05,21,jump,rotate,400,256,17971.6,18432,17816,2304,480,4.8,3.3090082251267464e-16,403,403,0,403,0.886706,0.052381,0.313865,0.271353,17.433842,0.207909,2.8251,0.0509,1.7249,0.6106,0.018
raefsky3,21200,1488768,8,0.25,17,jump,rotate,400,256,17979.5,18432,17904,2304,480,4.8,3.205898418633118e-16,403,403,0,403,0.943752,0.057798,0.345512,0.2971,19.176077,0.228634,2.7315,0.0492,1.6702,0.6115,0.018
raefsky3,21200,1488768,8,0.25,18,jump,rotate,400,256,17975.1,18432,18048,2304,480,4.8,6.383913170765949e-16,403,403,0,403,0.886796,0.053702,0.321089,0.27896,18.060587,0.212584,2.7618,0.0491,1.6861,0.6105,0.0178
raefsky3,21200,1488768,8,0.25,19,jump,rotate,400,256,17970.0,18432,18144,2304,480,4.8,2.8238009859841747e-16,403,403,0,403,0.888698,0.053878,0.322124,0.279773,18.055765,0.212621,2.7589,0.0492,1.6832,0.6101,0.0178
raefsky3,21200,1488768,8,0.25,20,jump,rotate,400,256,17991.1,18432,18000,2304,480,4.8,5.45525603588426e-16,403,403,0,403,0.889621,0.053832,0.321956,0.279771,18.162596,0.213441,2.7632,0.049,1.6719,0.6051,0.0177
raefsky3,21200,1488768,8,0.25,21,jump,rotate,400,256,17973.6,18432,18080,2304,480,4.8,3.3090082251267464e-16,403,403,0,403,0.888884,0.053548,0.321426,0.27894,18.095647,0.213189,2.7654,0.0491,1.6728,0.6049,0.0178
case9,14454,147972,8,0.0,17,drift,rotate,400,256,25159,25159,25159,12106,7516,1.6107,2.1156551158067676e-16,1,1,37,1,0.043408,0.039106,0.069888,0.058192,0.064458,0.053506,0.6211,0.6734,0.6524,1.0504,1.0842
case9,14454,147972,8,0.0,18,drift,rotate,400,256,25834,25834,25834,13766,8024,1.7156,7.303339917981376e-16,1,1,97,1,0.042563,0.037984,0.089951,0.077841,0.08081,0.069263,0.4732,0.5267,0.5198,1.0984,1.1131
case9,14454,147972,8,0.0,19,drift,rotate,400,256,25159,25159,25159,12169,7524,1.6174,1.8521084032963936e-16,1,1,8,1,0.041299,0.036852,0.069771,0.05809,0.062491,0.051454,0.5919,0.6609,0.6138,1.0369,1.1165
case9,14454,147972,8,0.0,20,drift,rotate,400,256,25834,25834,25834,13839,8018,1.726,1.3233513716658049e-15,1,1,7,1,0.042294,0.037737,0.090977,0.078812,0.083738,0.07225,0.4649,0.5051,0.513,1.1036,1.0864
case9,14454,147972,8,0.0,21,drift,rotate,400,256,25799,25799,25799,13636,7973,1.7103,8.747340011682425e-16,1,1,7,1,0.042443,0.037843,0.089191,0.076946,0.082663,0.07105,0.4759,0.5134,0.5202,1.0932,1.079
case9,14454,147972,8,0.002,17,drift,rotate,400,256,26724.6,25159,27781,12106,7516,1.6107,2.0491852573087966e-16,397,100,45,100,1.247574,0.043207,0.099146,0.076076,0.49915,0.066714,12.5832,2.4994,13.3706,1.0626,0.1986
case9,14454,147972,8,0.002,18,drift,rotate,400,256,27262.9,25834,28182,13766,8024,1.7156,4.4405039652252967e-16,400,220,63,220,1.304927,0.044891,0.130976,0.102366,1.872531,0.086839,9.9631,0.6969,8.9071,0.894,0.0699
case9,14454,147972,8,0.002,19,drift,rotate,400,256,27313.0,25159,26593,12169,7524,1.6174,2.242500265368157e-16,395,114,4,114,1.271471,0.042837,0.09968,0.076724,0.55679,0.067533,12.7555,2.2836,13.3514,1.0467,0.179
case9,14454,147972,8,0.002,20,drift,rotate,400,256,26455.5,25834,28264,13839,8018,1.726,1.3233513716658049e-15,396,214,13,214,1.249106,0.044091,0.129386,0.102069,1.80666,0.086157,9.6541,0.6914,8.4974,0.8802,0.0716
case9,14454,147972,8,0.002,21,drift,rotate,400,256,27175.3,25799,25862,13636,7973,1.7103,9.1184785350617e-16,398,201,14,201,1.299447,0.044696,0.127761,0.100818,1.658758,0.085448,10.1709,0.7834,9.1232,0.897,0.077
case9,14454,147972,8,0.01,17,drift,rotate,400,256,26758.7,25159,27658,12106,7516,1.6107,5.501967536748785e-16,403,215,3,215,1.281427,0.043073,0.105798,0.079646,1.121493,0.069058,12.112,1.1426,11.4288,0.9436,0.0943
case9,14454,147972,8,0.01,18,drift,rotate,400,256,26857.9,25834,27743,13766,8024,1.7156,4.4405039652252967e-16,403,309,36,309,1.308484,0.044723,0.125511,0.094965,2.221949,0.080204,10.4253,0.5889,8.4225,0.8079,0.0565
case9,14454,147972,8,0.01,19,drift,rotate,400,256,26909.1,25159,26457,12169,7524,1.6174,4.0479723668627464e-16,403,226,3,226,1.298568,0.043738,0.109661,0.08254,1.20917,0.070697,11.8417,1.0739,10.7533,0.9081,0.0907
case9,14454,147972,8,0.01,20,drift,rotate,400,256,26993.3,25834,26555,13839,8018,1.726,1.3233513716658049e-15,403,314,15,314,1.318023,0.045394,0.128717,0.097466,2.290007,0.081475,10.2397,0.5756,8.1793,0.7988,0.0562
case9,14454,147972,8,0.01,21,drift,rotate,400,256,26991.0,25799,27620,13636,7973,1.7103,8.546071750392686e-16,403,314,9,314,1.314693,0.045119,0.127373,0.096611,2.333814,0.080578,10.3216,0.5633,8.2949,0.8036,0.0546
case9,14454,147972,8,0.05,17,drift,rotate,400,256,27256.7,25159,27679,12106,7516,1.6107,3.6228736261506596e-16,403,384,34,384,1.31925,0.043682,0.11354,0.082314,2.069468,0.070173,11.6193,0.6375,9.2821,0.7989,0.0549
case9,14454,147972,8,0.05,18,drift,rotate,400,256,27365.0,25834,26404,13766,8024,1.7156,4.4405039652252967e-16,403,383,0,383,1.329292,0.044438,0.117729,0.086308,2.246079,0.072962,11.2911,0.5918,8.798,0.7792,0.0524
case9,14454,147972,8,0.05,19,drift,rotate,400,256,27284.3,25159,27712,12169,7524,1.6174,3.6967132033973523e-16,403,379,1,379,1.318881,0.043497,0.111765,0.080965,1.969329,0.069526,11.8005,0.6697,9.5042,0.8054,0.0568
case9,14454,147972,8,0.05,20,drift,rotate,400,256,27401.5,25834,27713,13839,8018,1.726,1.3233513716658049e-15,403,394,3,394,1.331578,0.044399,0.119531,0.087658,2.347742,0.074036,11.14,0.5672,8.6524,0.7767,0.0509
case9,14454,147972,8,0.05,21,drift,rotate,400,256,27391.6,25799,27734,13636,7973,1.7103,8.546071750392686e-16,403,383,11,383,1.334354,0.044327,0.117502,0.086048,2.23829,0.073024,11.356,0.5961,8.8496,0.7793,0.0525
case9,14454,147972,8,0.25,17,drift,rotate,400,256,27433.8,25159,27804,12106,7516,1.6107,3.204940793316296e-16,403,403,5,403,1.329266,0.043643,0.11499,0.083384,2.159055,0.070378,11.5598,0.6157,9.1134,0.7884,0.0533
case9,14454,147972,8,0.25,18,drift,rotate,400,256,27426.1,25834,27871,13766,8024,1.7156,4.4405039652252967e-16,403,403,1,403,1.330332,0.043935,0.115903,0.0844,2.223305,0.071013,11.478,0.5984,8.9649,0.7811,0.0521
case9,14454,147972,8,0.25,19,drift,rotate,400,256,27361.0,25159,26758,12169,7524,1.6174,7.309348120197004e-16,403,403,2,403,1.326156,0.043725,0.115273,0.08371,2.133615,0.070131,11.5045,0.6216,9.0333,0.7852,0.054
case9,14454,147972,8,0.25,20,drift,rotate,400,256,27442.4,25834,27928,13839,8018,1.726,1.3233513716658049e-15,403,403,0,403,1.328176,0.04369,0.114154,0.083241,2.153351,0.069899,11.6349,0.6168,9.1447,0.786,0.053
case9,14454,147972,8,0.25,21,drift,rotate,400,256,27427.2,25799,26590,13636,7973,1.7103,8.546071750392686e-16,403,403,0,403,1.327714,0.043772,0.114039,0.082985,2.143753,0.069902,11.6426,0.6193,9.183,0.7887,0.0532
case9,14454,147972,8,0.0,17,jump,rotate,400,256,25159,25159,25159,12106,7516,1.6107,2.1156551158067676e-16,1,1,0,1,0.040823,0.036481,0.070606,0.059175,0.065304,0.054478,0.5782,0.6251,0.615,1.0637,1.0812
case9,14454,147972,8,0.0,18,jump,rotate,400,256,25834,25834,25834,13766,8024,1.7156,7.303339917981376e-16,1,1,0,1,0.042276,0.037758,0.089365,0.077347,0.082179,0.070692,0.4731,0.5144,0.5178,1.0946,1.0874
case9,14454,147972,8,0.0,19,jump,rotate,400,256,25159,25159,25159,12169,7524,1.6174,1.8521084032963936e-16,1,1,0,1,0.040821,0.036447,0.070993,0.059629,0.065787,0.055045,0.575,0.6205,0.6091,1.0592,1.0791
case9,14454,147972,8,0.0,20,jump,rotate,400,256,25834,25834,25834,13839,8018,1.726,1.3233513716658049e-15,1,1,0,1,0.042195,0.037705,0.091008,0.078944,0.083415,0.071966,0.4636,0.5058,0.5145,1.1097,1.091
case9,14454,147972,8,0.0,21,jump,rotate,400,256,25799,25799,25799,13636,7973,1.7103,8.747340011682425e-16,1,1,0,1,0.042127,0.037652,0.089065,0.076953,0.082613,0.07106,0.473,0.5099,0.5172,1.0935,1.0781
case9,14454,147972,8,0.002,17,jump,rotate,400,256,21710.0,25159,9664,12106,7516,1.6107,2.1965182012568275e-16,403,394,205,394,1.046447,0.040807,0.145024,0.108784,3.508394,0.089516,7.2157,0.2983,5.3163,0.7368,0.0413
case9,14454,147972,8,0.002,18,jump,rotate,400,256,17510.4,25834,9567,13766,8024,1.7156,4.4405039652252967e-16,402,386,171,386,0.853768,0.037246,0.152599,0.115804,3.831016,0.093516,5.5948,0.2229,4.0432,0.7227,0.0398
case9,14454,147972,8,0.002,19,jump,rotate,400,256,12843.8,25159,9621,12169,7524,1.6174,1.787399407234627e-16,403,394,135,394,0.677654,0.032757,0.132988,0.098661,3.149305,0.082846,5.0956,0.2152,3.5236,0.6915,0.0422
case9,14454,147972,8,0.002,20,jump,rotate,400,256,23670.0,25834,9461,13839,8018,1.726,1.3233513716658049e-15,403,395,103,395,1.137904,0.042741,0.155872,0.119493,4.019469,0.094175,7.3002,0.2831,5.1099,0.7,0.0388
case9,14454,147972,8,0.002,21,jump,rotate,400,256,17006.1,25799,9514,13636,7973,1.7103,8.546071750392686e-16,403,391,83,391,0.859748,0.036892,0.163696,0.127511,4.216508,0.097138,5.2521,0.2039,3.724,0.7091,0.0388
case9,14454,147972,8,0.01,17,jump,rotate,400,256,6473.6,25159,2290,12106,7516,1.6107,1.9370406169473755e-16,403,403,171,403,0.379143,0.020322,0.130179,0.096398,2.799046,0.079264,2.9125,0.1355,1.8865,0.6477,0.0465
case9,14454,147972,8,0.01,18,jump,rotate,400,256,5746.7,25834,2165,13766,8024,1.7156,4.4405039652252967e-16,403,403,97,403,0.327995,0.016454,0.128795,0.096239,2.627966,0.077592,2.5466,0.1248,1.6484,0.6473,0.049
case9,14454,147972,8,0.01,19,jump,rotate,400,256,10588.6,25159,2113,12169,7524,1.6174,1.956119328399867e-16,403,403,54,403,0.550327,0.02569,0.135945,0.10292,3.075169,0.082044,4.0482,0.179,2.622,0.6477,0.0442
case9,14454,147972,8,0.01,20,jump,rotate,400,256,6930.4,25834,2124,13839,8018,1.726,1.3233513716658049e-15,403,403,24,403,0.38168,0.018747,0.130913,0.099042,2.787821,0.07886,2.9155,0.1369,1.8916,0.6488,0.047
case9,14454,147972,8,0.01,21,jump,rotate,400,256,7948.7,25799,2224,13636,7973,1.7103,8.546071750392686e-16,403,403,16,403,0.425136,0.021516,0.136094,0.103877,3.078576,0.082489,3.1238,0.1381,2.0025,0.641,0.0442
case9,14454,147972,8,0.05,17,jump,rotate,400,256,2832.0,25159,2287,12106,7516,1.6107,9.73374080267849e-17,403,403,6,403,0.191846,0.010899,0.123623,0.093583,2.398981,0.074281,1.5519,0.08,0.9577,0.6171,0.0515
case9,14454,147972,8,0.05,18,jump,rotate,400,256,3522.0,25834,2278,13766,8024,1.7156,4.4405039652252967e-16,403,403,0,403,0.225325,0.01285,0.125514,0.095157,2.288877,0.074845,1.7952,0.0984,1.0972,0.6112,0.0548
case9,14454,147972,8,0.05,19,jump,rotate,400,256,3278.7,25159,2272,12169,7524,1.6174,1.6085655477037725e-16,403,403,0,403,0.217665,0.012723,0.13257,0.101559,2.813024,0.080079,1.6419,0.0774,1.0204,0.6215,0.0471
case9,14454,147972,8,0.05,20,jump,rotate,400,256,3911.4,25834,2149,13839,8018,1.726,1.3233513716658049e-15,403,403,0,403,0.244772,0.013829,0.127605,0.096954,2.50577,0.078434,1.9182,0.0977,1.1951,0.6231,0.0509
case9,14454,147972,8,0.05,21,jump,rotate,400,256,3896.7,25799,2104,13636,7973,1.7103,8.546071750392686e-16,403,403,0,403,0.24101,0.013086,0.121132,0.090941,2.260527,0.073155,1.9896,0.1066,1.2297,0.6181,0.0536
case9,14454,147972,8,0.25,17,jump,rotate,400,256,2991.7,25159,3373,12106,7516,1.6107,1.1050587646580709e-16,403,403,0,403,0.201667,0.01186,0.129539,0.099233,2.350999,0.075126,1.5568,0.0858,0.9644,0.6195,0.0551
case9,14454,147972,8,0.25,18,jump,rotate,400,256,2829.5,25834,2102,13766,8024,1.7156,4.4405039652252967e-16,403,403,0,403,0.193826,0.011447,0.130061,0.100109,2.42964,0.07581,1.4903,0.0798,0.9194,0.6169,0.0535
case9,14454,147972,8,0.25,19,jump,rotate,400,256,2549.6,25159,2146,12169,7524,1.6174,1.6085655477037725e-16,403,403,0,403,0.180895,0.010768,0.132527,0.102299,2.51839,0.076862,1.365,0.0718,0.8484,0.6215,0.0526
case9,14454,147972,8,0.25,20,jump,rotate,400,256,3139.3,25834,2252,13839,8018,1.726,1.3233513716658049e-15,403,403,0,403,0.208445,0.012263,0.131168,0.100867,2.450265,0.076113,1.5891,0.0851,0.9829,0.6185,0.0535
case9,14454,147972,8,0.25,21,jump,rotate,400,256,2786.5,25799,2163,13636,7973,1.7103,8.546071750392686e-16,403,403,0,403,0.193464,0.011436,0.135872,0.105447,2.604679,0.078126,1.4239,0.0743,0.8763,0.6155,0.0522
msc10848,10848,1229776,8,0.0,17,drift,rotate,400,256,32070,32070,32070,12327,3609,3.4156,4.3092990056204787e-16,1,1,54,1,0.04405,0.039623,0.097624,0.086269,0.086735,0.075564,0.4512,0.5079,0.4862,1.0774,1.1255
msc10848,10848,1229776,8,0.0,18,drift,rotate,400,256,35592,35592,35592,10407,2700,3.8544,8.559923143252579e-16,1,1,45,1,0.048967,0.044625,0.084487,0.07323,0.075458,0.064571,0.5796,0.6489,0.6149,1.0609,1.1197
msc10848,10848,1229776,8,0.0,19,drift,rotate,400,256,34683,34683,34683,12117,3738,3.2416,7.550691841062536e-16,1,1,47,1,0.049714,0.0448,0.097981,0.085721,0.086237,0.074473,0.5074,0.5765,0.5456,1.0753,1.1362
msc10848,10848,1229776,8,0.0,20,drift,rotate,400,256,34629,34629,34629,11886,3195,3.7202,3.1793311390849813e-16,1,1,17,1,0.046801,0.042401,0.098813,0.087164,0.085766,0.074645,0.4736,0.5457,0.5137,1.0845,1.1521
msc10848,10848,1229776,8,0.0,21,drift,rotate,400,256,32093,32093,32093,12993,4146,3.1339,5.400924274891198e-16,1,1,29,1,0.043691,0.039365,0.10075,0.089271,0.088755,0.077781,0.4337,0.4923,0.4645,1.0711,1.1351
msc10848,10848,1229776,8,0.002,17,drift,rotate,400,256,30338.3,32070,28620,12327,3609,3.4156,4.2625242852197767e-16,394,83,29,83,1.454949,0.041151,0.156182,0.131268,0.818055,0.107555,9.3157,1.7785,9.3349,1.0021,0.1909
msc10848,10848,1229776,8,0.002,18,drift,rotate,400,256,28888.4,35592,25266,10407,2700,3.8544,1.201893099862061e-15,387,91,32,91,1.351038,0.038445,0.15051,0.125402,0.819879,0.10245,8.9764,1.6479,9.1643,1.0209,0.1836
msc10848,10848,1229776,8,0.002,19,drift,rotate,400,256,32180.6,34683,30306,12117,3738,3.2416,7.550691841062536e-16,375,61,25,61,1.443578,0.042331,0.146228,0.123014,0.611477,0.102027,9.8721,2.3608,10.1221,1.0253,0.2391
msc10848,10848,1229776,8,0.002,20,drift,rotate,400,256,29791.9,34629,26640,11886,3195,3.7202,3.1793311390849813e-16,394,96,9,96,1.427323,0.040612,0.15811,0.133962,0.930306,0.107535,9.0274,1.5343,8.9815,0.9949,0.17
msc10848,10848,1229776,8,0.002,21,drift,rotate,400,256,28227.0,32093,26462,12993,4146,3.1339,5.980561396423267e-16,379,84,13,84,1.304206,0.038219,0.150461,0.126796,0.815906,0.103333,8.6681,1.5985,8.6726,1.0005,0.1844
msc10848,10848,1229776,8,0.01,17,drift,rotate,400,256,25198.3,32070,23307,12327,3609,3.4156,7.109486569804617e-16,403,193,26,193,1.249046,0.034482,0.163677,0.134873,1.769829,0.106662,7.6312,0.7057,6.949,0.9106,0.0925
msc10848,10848,1229776,8,0.01,18,drift,rotate,400,256,26465.7,35592,24936,10407,2700,3.8544,5.659378346915977e-16,403,189,19,189,1.321158,0.036997,0.165817,0.137584,1.799392,0.107806,7.9676,0.7342,7.2948,0.9156,0.0922
msc10848,10848,1229776,8,0.01,19,drift,rotate,400,256,28873.8,34683,25305,12117,3738,3.2416,7.550691841062536e-16,403,160,24,160,1.413168,0.038283,0.160062,0.13266,1.508022,0.105938,8.8289,0.9371,8.2779,0.9376,0.1061
msc10848,10848,1229776,8,0.01,20,drift,rotate,400,256,26925.7,34629,24738,11886,3195,3.7202,3.8949278742754523e-16,403,196,14,196,1.356468,0.038132,0.183802,0.154823,2.226245,0.119497,7.3801,0.6093,6.5619,0.8891,0.0826
msc10848,10848,1229776,8,0.01,21,drift,rotate,400,256,27451.9,32093,25778,12993,4146,3.1339,6.71254023635156e-16,402,169,11,169,1.359029,0.037441,0.163446,0.136302,1.631153,0.108111,8.3149,0.8332,7.698,0.9258,0.1002
msc10848,10848,1229776,8,0.05,17,drift,rotate,400,256,28947.2,32070,27728,12327,3609,3.4156,6.702805191021053e-16,403,366,34,366,1.463484,0.041837,0.198733,0.161537,4.162237,0.123565,7.3641,0.3516,5.877,0.7981,0.0477
msc10848,10848,1229776,8,0.05,18,drift,rotate,400,256,27537.0,35592,26475,10407,2700,3.8544,5.741227637790542e-16,403,357,71,357,1.382348,0.039474,0.184578,0.147016,3.594916,0.112255,7.4892,0.3845,6.012,0.8028,0.0513
msc10848,10848,1229776,8,0.05,19,drift,rotate,400,256,28128.8,34683,25914,12117,3738,3.2416,7.550691841062536e-16,403,349,33,349,1.371782,0.037962,0.169767,0.13604,3.079001,0.103722,8.0804,0.4455,6.6864,0.8275,0.0551
msc10848,10848,1229776,8,0.05,20,drift,rotate,400,256,26660.2,34629,25575,11886,3195,3.7202,7.447654268284108e-16,403,373,27,373,1.339316,0.037397,0.18692,0.151311,3.706438,0.112111,7.1652,0.3613,5.7323,0.8,0.0504
msc10848,10848,1229776,8,0.05,21,drift,rotate,400,256,26382.5,32093,24644,12993,4146,3.1339,8.049725072050537e-16,403,357,80,357,1.318659,0.037097,0.18096,0.143551,3.454449,0.109762,7.287,0.3817,5.8729,0.8059,0.0524
msc10848,10848,1229776,8,0.25,17,drift,rotate,400,256,31168.3,32070,35130,12327,3609,3.4156,9.83587997524527e-16,403,403,115,403,1.542921,0.043621,0.209149,0.165919,4.568983,0.12533,7.3771,0.3377,5.7097,0.774,0.0458
msc10848,10848,1229776,8,0.25,18,drift,rotate,400,256,30283.1,35592,33363,10407,2700,3.8544,1.0979977063309789e-15,403,400,0,400,1.487989,0.042096,0.194832,0.159348,4.053009,0.117491,7.6373,0.3671,5.8465,0.7655,0.0481
msc10848,10848,1229776,8,0.25,19,drift,rotate,400,256,31197.5,34683,33102,12117,3738,3.2416,1.0670724458095239e-15,403,403,122,403,1.511072,0.04272,0.193984,0.150629,3.96403,0.113295,7.7897,0.3812,6.0834,0.781,0.0489
