matrix,N,nnz,B,rho,seed,motion,lane_order,steps,dirty_cols,slice_nnz_mean,slice_nnz_first,slice_nnz_last,rows_per_block,rows_merged,merge_ratio,maxrelerr,delta_baseline_rebuilds,block_open_prepares,block_open_compiles,block_open_merged_prepares,delta_baseline_ms,delta_baseline_exec_ms,block_open_ms,block_open_exec_ms,block_open_merged_ms,block_open_merged_exec_ms,block_open_vs_delta_baseline,block_open_merged_vs_delta_baseline,hst_vs_delta_baseline,hst_vs_block_open,block_open_merged_vs_block_open
olafu,16146,1015156,8,0.002,21,jump,rotate,400,256,17282.9,18671,16507,4121,629,6.5517,5.129331605032919e-16,403,393,42,393,0.865288,0.044491,0.247772,0.203797,8.51482,0.166393,3.4923,0.1016,2.2907,0.6559,0.0291
olafu,16146,1015156,8,0.01,17,jump,rotate,400,256,15949.8,14917,16140,6632,858,7.7296,5.225793278951962e-16,403,403,95,403,0.822113,0.049689,0.321725,0.273507,14.101589,0.212312,2.5553,0.0583,1.7117,0.6699,0.0228
olafu,16146,1015156,8,0.01,18,jump,rotate,400,256,15722.0,13194,16190,4691,942,4.9798,3.164865758572024e-16,403,403,54,403,0.806446,0.050315,0.317099,0.270844,13.905085,0.211687,2.5432,0.058,1.6981,0.6677,0.0228
olafu,16146,1015156,8,0.01,19,jump,rotate,400,256,15733.7,14037,16169,7808,1014,7.7002,4.789690255022619e-16,403,403,20,403,0.815105,0.049901,0.318278,0.272767,13.979642,0.211624,2.561,0.0583,1.7125,0.6687,0.0228
olafu,16146,1015156,8,0.01,20,jump,rotate,400,256,16039.6,15733,16217,4665,794,5.8753,3.1106209080746904e-16,403,403,15,403,0.828321,0.049457,0.306376,0.261728,13.161942,0.206495,2.7036,0.0629,1.7979,0.665,0.0233
olafu,16146,1015156,8,0.01,21,jump,rotate,400,256,16591.3,18671,16079,4121,629,6.5517,5.129331605032919e-16,403,403,11,403,0.849597,0.050511,0.311388,0.26672,13.619814,0.210495,2.7284,0.0624,1.8202,0.6671,0.0229
olafu,16146,1015156,8,0.05,17,jump,rotate,400,256,16100.9,14917,15967,6632,858,7.7296,5.225793278951962e-16,403,403,6,403,0.831984,0.053159,0.34244,0.29834,16.270871,0.231,2.4296,0.0511,1.6229,0.668,0.021
olafu,16146,1015156,8,0.05,18,jump,rotate,400,256,16017.7,13194,15914,4691,942,4.9798,3.164865758572024e-16,403,403,0,403,0.830331,0.053252,0.341019,0.297125,16.070753,0.230028,2.4349,0.0517,1.6294,0.6692,0.0212
olafu,16146,1015156,8,0.05,19,jump,rotate,400,256,16095.0,14037,16124,7808,1014,7.7002,4.789690255022619e-16,403,403,0,403,0.835198,0.053534,0.344137,0.300263,16.335613,0.232273,2.4269,0.0511,1.6244,0.6693,0.0211
olafu,16146,1015156,8,0.05,20,jump,rotate,400,256,16037.6,15733,15969,4665,794,5.8753,3.1106209080746904e-16,403,403,0,403,0.830046,0.05275,0.339355,0.295468,15.908297,0.229348,2.446,0.0522,1.6282,0.6657,0.0213
olafu,16146,1015156,8,0.05,21,jump,rotate,400,256,16169.2,18671,16132,4121,629,6.5517,5.129331605032919e-16,403,403,0,403,0.833441,0.052695,0.339062,0.295326,16.023669,0.228953,2.4581,0.052,1.6411,0.6676,0.0212
olafu,16146,1015156,8,0.25,17,jump,rotate,400,256,16053.2,14917,15698,6632,858,7.7296,5.225793278951962e-16,403,403,0,403,0.83313,0.053729,0.347111,0.303703,16.488702,0.23405,2.4002,0.0505,1.6018,0.6674,0.0211
olafu,16146,1015156,8,0.25,18,jump,rotate,400,256,16071.6,13194,16235,4691,942,4.9798,3.164865758572024e-16,403,403,0,403,0.833236,0.053826,0.346255,0.302927,16.475933,0.234161,2.4064,0.0506,1.6017,0.6656,0.021
olafu,16146,1015156,8,0.25,19,jump,rotate,400,256,16059.7,14037,15905,7808,1014,7.7002,4.789690255022619e-16,403,403,0,403,0.834822,0.053838,0.345648,0.302406,16.556808,0.234239,2.4152,0.0504,1.6037,0.664,0.0209
olafu,16146,1015156,8,0.25,20,jump,rotate,400,256,16088.2,15733,15901,4665,794,5.8753,3.1106209080746904e-16,403,403,0,403,0.835501,0.054424,0.348074,0.304434,16.556894,0.234997,2.4004,0.0505,1.6017,0.6673,0.021
olafu,16146,1015156,8,0.25,21,jump,rotate,400,256,16121.9,18671,16144,4121,629,6.5517,5.129331605032919e-16,403,403,0,403,0.833766,0.054071,0.347664,0.304171,16.566887,0.234642,2.3982,0.0503,1.5969,0.6659,0.021
bcsstk25,15439,252241,8,0.0,17,drift,rotate,400,256,4925,4925,4925,3233,978,3.3057,2.7006870652748005e-16,1,1,56,1,0.011838,0.007586,0.044785,0.033603,0.034841,0.024024,0.2643,0.3398,0.3235,1.2239,1.2854
bcsstk25,15439,252241,8,0.0,18,drift,rotate,400,256,4972,4972,4972,2770,729,3.7997,2.6558476309030935e-16,1,1,50,1,0.011627,0.007318,0.041428,0.030016,0.032279,0.021301,0.2807,0.3602,0.3542,1.2619,1.2834
bcsstk25,15439,252241,8,0.0,19,drift,rotate,400,256,4165,4165,4165,4521,1204,3.755,2.5030792736558303e-16,1,1,80,1,0.012137,0.007812,0.057751,0.04617,0.042978,0.031728,0.2102,0.2824,0.2559,1.2174,1.3437
bcsstk25,15439,252241,8,0.0,20,drift,rotate,400,256,5142,5142,5142,2632,742,3.5472,2.5072572579879297e-16,1,1,10,1,0.012009,0.007725,0.03948,0.027995,0.031781,0.020673,0.3042,0.3779,0.3721,1.2234,1.2423
bcsstk25,15439,252241,8,0.0,21,drift,rotate,400,256,4070,4070,4070,3990,1192,3.3473,2.960866162698255e-16,1,1,70,1,0.011644,0.007279,0.051763,0.040105,0.039905,0.028649,0.2249,0.2918,0.2836,1.2609,1.2972
bcsstk25,15439,252241,8,0.002,17,drift,rotate,400,256,5039.5,4925,5039,3233,978,3.3057,2.389678433307675e-16,397,69,27,69,0.292423,0.01192,0.072509,0.052226,0.15974,0.034598,4.0329,1.8306,4.4216,1.0964,0.4539
bcsstk25,15439,252241,8,0.002,18,drift,rotate,400,256,5147.6,4972,5203,2770,729,3.7997,2.6558476309030935e-16,400,78,29,78,0.298893,0.011934,0.074297,0.053761,0.178961,0.033291,4.0229,1.6702,4.4391,1.1034,0.4152
bcsstk25,15439,252241,8,0.002,19,drift,rotate,400,256,4342.4,4165,4567,4521,1204,3.755,3.854724970089584e-16,400,151,44,151,0.273974,0.013233,0.091472,0.068035,0.423114,0.04216,2.9952,0.6475,2.9852,0.9967,0.2162
bcsstk25,15439,252241,8,0.002,20,drift,rotate,400,256,5201.4,5142,5346,2632,742,3.5472,2.137181945235503e-16,389,83,6,83,0.291843,0.011686,0.070706,0.050896,0.170537,0.032046,4.1276,1.7113,4.5157,1.094,0.4146
bcsstk25,15439,252241,8,0.002,21,drift,rotate,400,256,4076.3,4070,4048,3990,1192,3.3473,2.6950759304420936e-16,401,102,36,102,0.255878,0.011602,0.080855,0.059473,0.243464,0.038036,3.1647,1.051,3.3471,1.0577,0.3321
bcsstk25,15439,252241,8,0.01,17,drift,rotate,400,256,4923.8,4925,4859,3233,978,3.3057,2.5460842013450014e-16,403,187,40,187,0.296522,0.012778,0.083605,0.059315,0.416775,0.038383,3.5467,0.7115,3.3363,0.9407,0.2006
bcsstk25,15439,252241,8,0.01,18,drift,rotate,400,256,5232.5,4972,5359,2770,729,3.7997,2.6558476309030935e-16,403,167,19,167,0.307211,0.01258,0.078562,0.055494,0.345698,0.035304,3.9104,0.8887,3.8236,0.9778,0.2273
bcsstk25,15439,252241,8,0.01,19,drift,rotate,400,256,4614.6,4165,4955,4521,1204,3.755,2.8164224908074775e-16,403,234,37,234,0.292545,0.014805,0.099645,0.073632,0.698624,0.045213,2.9359,0.4187,2.6933,0.9174,0.1426
bcsstk25,15439,252241,8,0.01,20,drift,rotate,400,256,5078.4,5142,5134,2632,742,3.5472,1.8352659897190518e-16,403,167,8,167,0.298695,0.012055,0.079376,0.056442,0.346429,0.035403,3.763,0.8622,3.7164,0.9876,0.2291
bcsstk25,15439,252241,8,0.01,21,drift,rotate,400,256,4541.4,4070,4700,3990,1192,3.3473,2.9787054947075958e-16,403,235,33,235,0.283164,0.013787,0.095458,0.069971,0.620015,0.04411,2.9664,0.4567,2.7466,0.9259,0.154
bcsstk25,15439,252241,8,0.05,17,drift,rotate,400,256,5105.2,4925,4812,3233,978,3.3057,2.1709415242114187e-16,403,391,114,391,0.312827,0.01541,0.106213,0.074884,1.142592,0.046093,2.9453,0.2738,2.408,0.8176,0.093
bcsstk25,15439,252241,8,0.05,18,drift,rotate,400,256,5321.5,4972,5498,2770,729,3.7997,2.984413625034809e-16,403,367,56,367,0.314602,0.013969,0.094484,0.065297,0.882937,0.039836,3.3297,0.3563,2.7509,0.8262,0.107
bcsstk25,15439,252241,8,0.05,19,drift,rotate,400,256,5065.3,4165,5261,4521,1204,3.755,1.558843141364081e-16,403,385,67,385,0.308296,0.014236,0.100127,0.07013,1.01934,0.043142,3.079,0.3024,2.5,0.8119,0.0982
bcsstk25,15439,252241,8,0.05,20,drift,rotate,400,256,5403.1,5142,5624,2632,742,3.5472,1.8805717107994785e-16,403,377,18,377,0.317311,0.014234,0.097288,0.068336,0.963789,0.041807,3.2616,0.3292,2.6697,0.8185,0.1009
bcsstk25,15439,252241,8,0.05,21,drift,rotate,400,256,4980.4,4070,5152,3990,1192,3.3473,2.108289089244789e-16,403,395,129,395,0.304876,0.015317,0.10657,0.074812,1.115609,0.046519,2.8608,0.2733,2.3311,0.8148,0.0955
bcsstk25,15439,252241,8,0.25,17,drift,rotate,400,256,5143.7,4925,4968,3233,978,3.3057,2.9134444747611616e-16,403,403,84,403,0.308031,0.015684,0.105986,0.074986,1.121918,0.048055,2.9063,0.2746,2.2425,0.7716,0.0945
bcsstk25,15439,252241,8,0.25,18,drift,rotate,400,256,5409.1,4972,5174,2770,729,3.7997,2.6558476309030935e-16,403,403,65,403,0.318203,0.014672,0.098209,0.067975,0.98628,0.041754,3.2401,0.3226,2.5361,0.7827,0.0996
bcsstk25,15439,252241,8,0.25,19,drift,rotate,400,256,5242.7,4165,5416,4521,1204,3.755,2.030400922952371e-16,403,403,160,403,0.316335,0.014906,0.102846,0.070977,1.025003,0.044204,3.0758,0.3086,2.4168,0.7857,0.1003
bcsstk25,15439,252241,8,0.25,20,drift,rotate,400,256,5375.4,5142,5585,2632,742,3.5472,3.509510915187505e-16,403,403,0,403,0.317906,0.014892,0.099155,0.069991,1.001087,0.043537,3.2062,0.3176,2.4853,0.7752,0.099
bcsstk25,15439,252241,8,0.25,21,drift,rotate,400,256,5316.0,4070,5287,3990,1192,3.3473,2.0128248914190966e-16,403,403,150,403,0.318354,0.015129,0.105522,0.073497,1.057295,0.046401,3.0169,0.3011,2.3808,0.7891,0.0998
bcsstk25,15439,252241,8,0.0,17,jump,rotate,400,256,4925,4925,4925,3233,978,3.3057,2.7006870652748005e-16,1,1,0,1,0.012393,0.008135,0.044523,0.03309,0.035792,0.024581,0.2784,0.3463,0.3497,1.2564,1.2439
bcsstk25,15439,252241,8,0.0,18,jump,rotate,400,256,4972,4972,4972,2770,729,3.7997,2.6558476309030935e-16,1,1,0,1,0.012177,0.007885,0.041068,0.029554,0.032522,0.021535,0.2965,0.3744,0.3708,1.2507,1.2628
bcsstk25,15439,252241,8,0.0,19,jump,rotate,400,256,4165,4165,4165,4521,1204,3.755,2.5030792736558303e-16,1,1,0,1,0.012676,0.008274,0.058429,0.046602,0.043388,0.031761,0.2169,0.2922,0.2746,1.2656,1.3467
bcsstk25,15439,252241,8,0.0,20,jump,rotate,400,256,5142,5142,5142,2632,742,3.5472,2.5072572579879297e-16,1,1,0,1,0.012625,0.008264,0.039512,0.027916,0.032005,0.020932,0.3195,0.3945,0.3906,1.2223,1.2346
bcsstk25,15439,252241,8,0.0,21,jump,rotate,400,256,4070,4070,4070,3990,1192,3.3473,2.960866162698255e-16,1,1,0,1,0.01182,0.007483,0.0517,0.040243,0.039887,0.028668,0.2286,0.2963,0.2955,1.2926,1.2962
bcsstk25,15439,252241,8,0.002,17,jump,rotate,400,256,4722.2,4925,4675,3233,978,3.3057,1.440082080901363e-16,402,390,30,390,0.287193,0.01827,0.160787,0.127082,2.261385,0.091617,1.7862,0.127,1.3128,0.735,0.0711
bcsstk25,15439,252241,8,0.002,18,jump,rotate,400,256,4560.4,4972,4360,2770,729,3.7997,2.6558476309030935e-16,403,394,39,394,0.278295,0.017013,0.150727,0.116879,2.068369,0.086466,1.8464,0.1345,1.3293,0.72,0.0729
bcsstk25,15439,252241,8,0.002,19,jump,rotate,400,256,4176.8,4165,4232,4521,1204,3.755,1.5745556441378275e-16,403,389,28,389,0.266878,0.018185,0.160343,0.126315,2.271889,0.091013,1.6644,0.1175,1.1967,0.719,0.0706
bcsstk25,15439,252241,8,0.002,20,jump,rotate,400,256,4677.0,5142,4404,2632,742,3.5472,1.6613958452621766e-16,403,392,29,392,0.283202,0.01758,0.150763,0.117396,2.061361,0.086716,1.8785,0.1374,1.3537,0.7207,0.0731
bcsstk25,15439,252241,8,0.002,21,jump,rotate,400,256,4128.5,4070,4028,3990,1192,3.3473,2.0128248914190966e-16,403,390,11,390,0.261317,0.017351,0.157212,0.123821,2.233933,0.090519,1.6622,0.117,1.1957,0.7193,0.0704
bcsstk25,15439,252241,8,0.01,17,jump,rotate,400,256,4345.0,4925,3966,3233,978,3.3057,1.453842890780566e-16,403,403,26,403,0.275144,0.019551,0.191906,0.156716,3.057057,0.11357,1.4337,0.09,1.014,0.7072,0.0628
bcsstk25,15439,252241,8,0.01,18,jump,rotate,400,256,4400.9,4972,4182,2770,729,3.7997,2.6558476309030935e-16,403,403,15,403,0.276611,0.019671,0.197305,0.161656,3.154392,0.115293,1.4019,0.0877,0.9958,0.7103,0.0625
bcsstk25,15439,252241,8,0.01,19,jump,rotate,400,256,4217.1,4165,4191,4521,1204,3.755,1.3435974529222166e-16,403,403,6,403,0.270777,0.019827,0.193909,0.158579,3.100948,0.113269,1.3964,0.0873,0.9915,0.71,0.0625
bcsstk25,15439,252241,8,0.01,20,jump,rotate,400,256,4421.9,5142,4227,2632,742,3.5472,2.0182547784790999e-16,403,403,4,403,0.277762,0.019808,0.190028,0.155299,3.015868,0.111525,1.4617,0.0921,1.0184,0.6967,0.063
bcsstk25,15439,252241,8,0.01,21,jump,rotate,400,256,4125.6,4070,4188,3990,1192,3.3473,2.0128248914190966e-16,403,403,2,403,0.269282,0.020066,0.198378,0.162645,3.118886,0.115707,1.3574,0.0863,0.9542,0.7029,0.0636
bcsstk25,15439,252241,8,0.05,17,jump,rotate,400,256,4260.5,4925,4183,3233,978,3.3057,1.440082080901363e-16,403,403,4,403,0.271724,0.020628,0.212236,0.177515,3.489093,0.125956,1.2803,0.0779,0.8996,0.7026,0.0608
bcsstk25,15439,252241,8,0.05,18,jump,rotate,400,256,4173.8,4972,4249,2770,729,3.7997,2.6558476309030935e-16,403,403,0,403,0.266803,0.01984,0.206967,0.173177,3.430689,0.124171,1.2891,0.0778,0.906,0.7028,0.0603
bcsstk25,15439,252241,8,0.05,19,jump,rotate,400,256,4190.3,4165,4132,4521,1204,3.755,1.3435974529222166e-16,403,403,0,403,0.266575,0.02002,0.209482,0.175368,3.493314,0.125367,1.2725,0.0763,0.8935,0.7021,0.06
bcsstk25,15439,252241,8,0.05,20,jump,rotate,400,256,4245.6,5142,4129,2632,742,3.5472,1.6613958452621766e-16,403,403,0,403,0.269313,0.020096,0.208009,0.173664,3.457747,0.124967,1.2947,0.0779,0.9032,0.6976,0.0602
bcsstk25,15439,252241,8,0.05,21,jump,rotate,400,256,4199.9,4070,4272,3990,1192,3.3473,2.0128248914190966e-16,403,403,0,403,0.269534,0.020283,0.208693,0.173985,3.438839,0.124861,1.2915,0.0784,0.9013,0.6979,0.0607
bcsstk25,15439,252241,8,0.25,17,jump,rotate,400,256,4193.6,4925,4258,3233,978,3.3057,1.440082080901363e-16,403,403,0,403,0.270769,0.020432,0.216533,0.182205,3.555519,0.127646,1.2505,0.0762,0.8756,0.7002,0.0609
bcsstk25,15439,252241,8,0.25,18,jump,rotate,400,256,4177.2,4972,4183,2770,729,3.7997,2.6558476309030935e-16,403,403,0,403,0.271092,0.02057,0.217464,0.182821,3.539639,0.128473,1.2466,0.0766,0.8677,0.696,0.0614
bcsstk25,15439,252241,8,0.25,19,jump,rotate,400,256,4170.0,4165,4212,4521,1204,3.755,1.3435974529222166e-16,403,403,0,403,0.269074,0.020275,0.215433,0.181249,3.535104,0.127657,1.249,0.0761,0.8705,0.697,0.0609
bcsstk25,15439,252241,8,0.25,20,jump,rotate,400,256,4196.4,5142,4232,2632,742,3.5472,1.6613958452621766e-16,403,403,0,403,0.270083,0.020453,0.216214,0.181803,3.541068,0.127319,1.2491,0.0763,0.8724,0.6984,0.0611
bcsstk25,15439,252241,8,0.25,21,jump,rotate,400,256,4211.4,4070,4163,3990,1192,3.3473,2.0128248914190966e-16,403,403,0,403,0.270424,0.020389,0.215951,0.181394,3.544935,0.127391,1.2522,0.0763,0.8757,0.6993,0.0609
circuit_3,12127,48137,8,0.0,17,drift,rotate,400,256,6871,6871,6871,7598,6334,1.1996,1.4030763823557848e-15,1,1,106,1,0.021236,0.016991,0.053795,0.042171,0.048704,0.03751,0.3948,0.436,0.4708,1.1925,1.1045
circuit_3,12127,48137,8,0.0,18,drift,rotate,400,256,6877,6877,6877,7619,6359,1.1981,1.2712662000465045e-15,1,1,4,1,0.021255,0.01698,0.053922,0.042191,0.049135,0.037938,0.3942,0.4326,0.4477,1.1357,1.0974
circuit_3,12127,48137,8,0.0,19,drift,rotate,400,256,7302,7302,7302,8088,6690,1.209,2.008478467778073e-15,1,1,29,1,0.022576,0.018255,0.055567,0.043899,0.051499,0.040246,0.4063,0.4384,0.4863,1.1969,1.079
circuit_3,12127,48137,8,0.0,20,drift,rotate,400,256,6877,6877,6877,7619,6362,1.1976,1.1458704707734779e-15,1,1,4,1,0.021146,0.016893,0.053968,0.042336,0.049023,0.037852,0.3918,0.4313,0.4446,1.1348,1.1009
circuit_3,12127,48137,8,0.0,21,drift,rotate,400,256,7075,7075,7075,8381,6968,1.2028,1.2972124868758065e-15,1,1,73,1,0.022442,0.018045,0.061659,0.050033,0.056868,0.045531,0.364,0.3946,0.4339,1.1921,1.0842
circuit_3,12127,48137,8,0.002,17,drift,rotate,400,256,6901.8,6871,6957,7598,6334,1.1996,1.4030763823557848e-15,401,165,44,165,0.341822,0.022599,0.078468,0.05472,0.265566,0.047565,4.3562,1.2871,4.1582,0.9545,0.2955
circuit_3,12127,48137,8,0.002,18,drift,rotate,400,256,6912.7,6877,6984,7619,6359,1.1981,1.2105732266051784e-15,401,146,5,146,0.345682,0.022714,0.07731,0.054179,0.237627,0.047283,4.4714,1.4547,4.3651,0.9762,0.3253
circuit_3,12127,48137,8,0.002,19,drift,rotate,400,256,7203.2,7302,7268,8088,6690,1.209,8.963612831124813e-16,400,170,17,170,0.401697,0.02425,0.083288,0.059036,0.293381,0.050963,4.823,1.3692,4.5738,0.9483,0.2839
circuit_3,12127,48137,8,0.002,20,drift,rotate,400,256,6870.6,6877,6944,7619,6362,1.1976,1.1458704707734779e-15,400,159,2,159,0.344514,0.022431,0.076394,0.053518,0.247541,0.04615,4.5097,1.3917,4.331,0.9604,0.3086
circuit_3,12127,48137,8,0.002,21,drift,rotate,400,256,6880.5,7075,7074,8381,6968,1.2028,7.551112897128533e-16,401,186,35,186,0.43137,0.023295,0.086542,0.061329,0.343843,0.05562,4.9845,1.2546,4.5454,0.9119,0.2517
circuit_3,12127,48137,8,0.01,17,drift,rotate,400,256,6775.7,6871,7080,7598,6334,1.1996,1.4030763823557848e-15,403,267,8,267,0.397463,0.022799,0.079206,0.052814,0.372208,0.046176,5.0181,1.0679,4.2782,0.8525,0.2128
circuit_3,12127,48137,8,0.01,18,drift,rotate,400,256,6855.4,6877,6961,7619,6359,1.1981,4.103408658463317e-16,403,254,2,254,0.383228,0.022869,0.078086,0.052473,0.354804,0.046287,4.9078,1.0801,4.2669,0.8694,0.2201
circuit_3,12127,48137,8,0.01,19,drift,rotate,400,256,7079.8,7302,1640,8088,6690,1.209,2.012562843231172e-15,403,293,24,293,0.387727,0.023732,0.085753,0.058684,0.451827,0.051418,4.5214,0.8581,3.7404,0.8273,0.1898
circuit_3,12127,48137,8,0.01,20,drift,rotate,400,256,7018.8,6877,7135,7619,6362,1.1976,1.1458704707734779e-15,403,279,9,279,0.390078,0.023394,0.080672,0.054329,0.39807,0.047871,4.8354,0.9799,4.0908,0.846,0.2027
circuit_3,12127,48137,8,0.01,21,drift,rotate,400,256,7055.3,7075,7201,8381,6968,1.2028,8.387099256193877e-16,403,324,57,324,0.402295,0.024134,0.093102,0.063917,0.602187,0.058864,4.321,0.6681,3.4135,0.79,0.1546
circuit_3,12127,48137,8,0.05,17,drift,rotate,400,256,7198.8,6871,7341,7598,6334,1.1996,1.4030763823557848e-15,403,403,83,403,0.381029,0.024827,0.094613,0.06382,0.718429,0.058982,4.0272,0.5304,2.9575,0.7344,0.1317
circuit_3,12127,48137,8,0.05,18,drift,rotate,400,256,7121.3,6877,7252,7619,6359,1.1981,3.3671287298200617e-16,403,396,38,396,0.409302,0.024464,0.08665,0.05632,0.562133,0.050419,4.7236,0.7281,3.5206,0.7453,0.1541
circuit_3,12127,48137,8,0.05,19,drift,rotate,400,256,7461.1,7302,7549,8088,6690,1.209,5.362520697214739e-16,403,402,86,402,0.430059,0.025722,0.09764,0.066221,0.722406,0.05973,4.4045,0.5953,3.2587,0.7399,0.1352
circuit_3,12127,48137,8,0.05,20,drift,rotate,400,256,7090.9,6877,7324,7619,6362,1.1976,1.1458704707734779e-15,403,398,8,398,0.383332,0.024348,0.0881,0.058226,0.59356,0.051654,4.3511,0.6458,3.2525,0.7475,0.1484
circuit_3,12127,48137,8,0.05,21,drift,rotate,400,256,7227.2,7075,7344,8381,6968,1.2028,8.840360214197266e-16,403,403,25,403,0.401758,0.025225,0.094495,0.063864,0.701517,0.060333,4.2516,0.5727,3.0847,0.7255,0.1347
circuit_3,12127,48137,8,0.25,17,drift,rotate,400,256,7324.6,6871,7331,7598,6334,1.1996,1.4030763823557848e-15,403,403,62,403,0.420489,0.025466,0.093824,0.062859,0.668486,0.057803,4.4817,0.629,3.2211,0.7187,0.1404
circuit_3,12127,48137,8,0.25,18,drift,rotate,400,256,7321.6,6877,7523,7619,6359,1.1981,6.421326191032613e-16,403,403,33,403,0.427259,0.025506,0.094646,0.063957,0.677611,0.057463,4.5143,0.6305,3.2401,0.7177,0.1397
circuit_3,12127,48137,8,0.25,19,drift,rotate,400,256,7381.1,7302,7516,8088,6690,1.209,5.27767269614028e-16,403,403,20,403,0.420064,0.025659,0.0953,0.064657,0.676547,0.058552,4.4078,0.6209,3.1585,0.7166,0.1409
circuit_3,12127,48137,8,0.25,20,drift,rotate,400,256,7549.1,6877,7562,7619,6362,1.1976,1.1458704707734779e-15,403,403,19,403,0.445255,0.026158,0.097066,0.065673,0.689065,0.05862,4.5871,0.6462,3.3115,0.7219,0.1409
circuit_3,12127,48137,8,0.25,21,drift,rotate,400,256,7281.9,7075,7309,8381,6968,1.2028,7.551112897128533e-16,403,403,13,403,0.422223,0.025529,0.092998,0.061916,0.640496,0.055712,4.5401,0.6592,3.254,0.7167,0.1452
circuit_3,12127,48137,8,0.0,17,jump,rotate,400,256,6871,6871,6871,7598,6334,1.1996,1.4030763823557848e-15,1,1,0,1,0.02115,0.016888,0.053402,0.041853,0.04751,0.036327,0.3961,0.4452,0.4709,1.189,1.124
circuit_3,12127,48137,8,0.0,18,jump,rotate,400,256,6877,6877,6877,7619,6359,1.1981,1.2712662000465045e-15,1,1,0,1,0.021383,0.017124,0.05405,0.042408,0.047791,0.036572,0.3956,0.4474,0.447,1.1299,1.131
circuit_3,12127,48137,8,0.0,19,jump,rotate,400,256,7302,7302,7302,8088,6690,1.209,2.008478467778073e-15,1,1,0,1,0.022609,0.018209,0.055803,0.044123,0.050454,0.039175,0.4052,0.4481,0.4822,1.1902,1.106
circuit_3,12127,48137,8,0.0,20,jump,rotate,400,256,6877,6877,6877,7619,6362,1.1976,1.1458704707734779e-15,1,1,0,1,0.021319,0.017017,0.05409,0.042327,0.048031,0.036654,0.3941,0.4439,0.4437,1.1258,1.1261
circuit_3,12127,48137,8,0.0,21,jump,rotate,400,256,7075,7075,7075,8381,6968,1.2028,1.2972124868758065e-15,1,1,0,1,0.022616,0.018224,0.061986,0.050252,0.056832,0.045347,0.3649,0.3979,0.4358,1.1944,1.0907
circuit_3,12127,48137,8,0.002,17,jump,rotate,400,256,1276.7,6871,989,7598,6334,1.1996,1.4030763823557848e-15,403,381,101,381,0.1062,0.006562,0.090604,0.060524,0.703067,0.052716,1.1721,0.1511,0.791,0.6748,0.1289
circuit_3,12127,48137,8,0.002,18,jump,rotate,400,256,4301.6,6877,1024,7619,6359,1.1981,6.733663982308969e-16,403,382,83,382,0.236481,0.015634,0.095894,0.064596,0.728754,0.0559,2.4661,0.3245,1.6858,0.6836,0.1316
circuit_3,12127,48137,8,0.002,19,jump,rotate,400,256,6971.4,7302,6796,8088,6690,1.209,1.218986426905211e-15,403,391,52,391,0.427311,0.023778,0.106634,0.073795,0.838264,0.065162,4.0073,0.5098,2.7546,0.6874,0.1272
circuit_3,12127,48137,8,0.002,20,jump,rotate,400,256,6701.1,6877,6569,7619,6362,1.1976,1.1458704707734779e-15,403,386,49,386,0.359789,0.022561,0.10326,0.071579,0.802835,0.063222,3.4843,0.4481,2.4062,0.6906,0.1286
circuit_3,12127,48137,8,0.002,21,jump,rotate,400,256,2856.5,7075,942,8381,6968,1.2028,7.551112897128533e-16,403,389,37,389,0.186152,0.011364,0.105751,0.074408,0.894031,0.067086,1.7603,0.2082,1.1822,0.6716,0.1183
circuit_3,12127,48137,8,0.01,17,jump,rotate,400,256,963.2,6871,852,7598,6334,1.1996,1.4030763823557848e-15,403,403,68,403,0.094481,0.005696,0.095261,0.065433,0.856661,0.053812,0.9918,0.1103,0.6235,0.6287,0.1112
circuit_3,12127,48137,8,0.01,18,jump,rotate,400,256,2784.6,6877,878,7619,6359,1.1981,3.9923442550919066e-16,403,403,35,403,0.17705,0.011167,0.098672,0.067953,0.879292,0.056376,1.7943,0.2014,1.1342,0.6321,0.1122
circuit_3,12127,48137,8,0.01,19,jump,rotate,400,256,1075.2,7302,859,8088,6690,1.209,2.8588103104585713e-16,403,403,12,403,0.103041,0.006437,0.098386,0.067947,0.867003,0.053787,1.0473,0.1188,0.6393,0.6104,0.1135
circuit_3,12127,48137,8,0.01,20,jump,rotate,400,256,3136.3,6877,861,7619,6362,1.1976,1.1458704707734779e-15,403,403,6,403,0.195442,0.012328,0.099831,0.069455,0.909904,0.058455,1.9577,0.2148,1.2437,0.6353,0.1097
circuit_3,12127,48137,8,0.01,21,jump,rotate,400,256,4281.8,7075,869,8381,6968,1.2028,7.551112897128533e-16,403,403,3,403,0.261798,0.015879,0.106863,0.075351,0.987128,0.064065,2.4498,0.2652,1.5669,0.6396,0.1083
circuit_3,12127,48137,8,0.05,17,jump,rotate,400,256,1053.9,6871,945,7598,6334,1.1996,1.4030763823557848e-15,403,403,2,403,0.098288,0.006064,0.097547,0.068441,0.913217,0.054775,1.0076,0.1076,0.6137,0.6091,0.1068
circuit_3,12127,48137,8,0.05,18,jump,rotate,400,256,1193.6,6877,915,7619,6359,1.1981,3.3671287298200617e-16,403,403,0,403,0.104786,0.006442,0.097427,0.068465,0.922127,0.054742,1.0755,0.1136,0.6606,0.6142,0.1057
