matrix,N,nnz,B,rho,seed,phase,steps,dirty_cols,always_delta_baseline_ms,always_hst_ms,always_hst_patchable_ms,patchable_vs_per_block,patchable_vs_delta_baseline,oracle3_vs_oracle2,router_ms,router_steady_ms,router_steady_vs_csr,router_steady_vs_oracle,breakeven_steps,oracle_ms,oracle_arm,router_vs_csr,oracle_vs_csr,router_vs_oracle,misroute_cost_if_delta_baseline,misroute_cost_if_hst,maxrelerr,churn_model,patchable_splices,patchable_arena_ratio,rows_patchable,router_arm,router_switches,router_tax_ms
scircuit,170998,958936,8,0.0,20,False,400,256,0.013832,0.038135,0.029896,1.276,0.463,1.0,0.017199,0.01671,0.828,0.828,,0.013832,delta_baseline,0.804,1.0,0.804,1.0,2.757,2.757259758035496e-16,drift,0,1.0,772,delta_baseline,0,0.0
scircuit,170998,958936,8,0.0,21,False,400,256,0.020899,0.058561,0.04778,1.226,0.437,1.0,0.023771,0.022927,0.912,0.912,,0.020899,delta_baseline,0.879,1.0,0.879,1.0,2.802,5.194813152189734e-16,drift,0,1.0,3198,delta_baseline,0,0.0
scircuit,170998,958936,8,0.002,17,False,400,256,0.168591,0.102299,0.052929,1.933,3.185,1.933,0.15874,0.081178,2.077,1.26,285,0.102299,hst,1.062,1.648,0.644,1.648,1.0,2.6050372849850016e-16,drift,88,2.857,2060,hst,1,24.935
scircuit,170998,958936,8,0.002,18,False,400,256,0.115431,0.04686,0.035367,1.325,3.264,1.325,0.127673,0.057822,1.996,0.81,429,0.04686,hst,0.904,2.463,0.367,2.463,1.0,2.0386846321125864e-16,drift,39,1.85,883,hst,1,24.738
scircuit,170998,958936,8,0.002,19,False,400,256,0.207777,0.113745,0.100372,1.133,2.07,1.133,0.209206,0.127553,1.629,0.892,359,0.113745,hst,0.993,1.827,0.544,1.827,1.0,1.8803246323926756e-16,drift,179,3.16,3062,hst,1,28.767
scircuit,170998,958936,8,0.002,20,False,400,256,0.114315,0.051099,0.03887,1.315,2.941,1.315,0.132518,0.066722,1.713,0.766,521,0.051099,hst,0.863,2.237,0.386,2.237,1.0,2.757259758035496e-16,drift,59,2.158,852,hst,1,24.819
scircuit,170998,958936,8,0.002,21,False,400,256,0.213975,0.081893,0.073655,1.112,2.905,1.112,0.175488,0.0959,2.231,0.854,226,0.081893,hst,1.219,2.613,0.467,2.613,1.0,5.194813152189734e-16,drift,133,3.667,3062,hst,1,26.694
scircuit,170998,958936,8,0.01,17,False,400,256,0.199779,0.092339,0.09216,1.002,2.168,1.002,0.184056,0.109198,1.83,0.846,288,0.092339,hst,1.085,2.164,0.502,2.164,1.0,2.6050372849850016e-16,drift,243,4.624,2959,hst,1,26.043
scircuit,170998,958936,8,0.01,18,False,400,256,0.120744,0.0656,0.048883,1.342,2.47,1.342,0.15032,0.080104,1.507,0.819,628,0.0656,hst,0.803,1.841,0.436,1.841,1.0,2.0386846321125864e-16,drift,160,3.349,954,hst,1,25.541
scircuit,170998,958936,8,0.01,19,False,400,256,0.218635,0.12492,0.140599,0.888,1.555,1.0,0.220465,0.141304,1.547,0.884,361,0.12492,hst,0.992,1.75,0.567,1.75,1.0,1.8803246323926756e-16,drift,348,3.357,3211,hst,1,27.906
scircuit,170998,958936,8,0.01,20,False,400,256,0.11754,0.070588,0.056874,1.241,2.067,1.241,0.158916,0.089785,1.309,0.786,915,0.070588,hst,0.74,1.665,0.444,1.665,1.0,2.757259758035496e-16,drift,190,3.612,1048,hst,1,25.382
scircuit,170998,958936,8,0.01,21,False,400,256,0.220703,0.109925,0.116768,0.941,1.89,1.0,0.204964,0.125075,1.765,0.879,287,0.109925,hst,1.077,2.008,0.536,2.008,1.0,5.194813152189734e-16,drift,302,4.866,3224,hst,1,27.433
scircuit,170998,958936,8,0.05,17,False,400,256,0.230077,0.135193,0.214689,0.63,1.072,1.0,0.22407,0.151672,1.517,0.891,342,0.135193,hst,1.027,1.702,0.603,1.702,1.0,2.6050372849850016e-16,drift,396,5.367,5093,hst,1,26.777
scircuit,170998,958936,8,0.05,18,False,400,256,0.127601,0.092635,0.091207,1.016,1.399,1.016,0.177902,0.109244,1.168,0.848,1404,0.092635,hst,0.717,1.377,0.521,1.377,1.0,2.0386846321125864e-16,drift,380,2.726,1275,hst,1,25.772
scircuit,170998,958936,8,0.05,19,False,400,256,0.216357,0.135982,0.216026,0.629,1.002,1.0,0.230657,0.151415,1.429,0.898,437,0.135982,hst,0.938,1.591,0.59,1.591,1.0,1.8803246323926756e-16,drift,399,4.662,3418,hst,1,28.407
scircuit,170998,958936,8,0.05,20,False,400,256,0.127624,0.090917,0.088381,1.029,1.444,1.029,0.175323,0.106322,1.2,0.855,1216,0.090917,hst,0.728,1.404,0.519,1.404,1.0,2.757259758035496e-16,drift,375,2.948,1325,hst,1,25.905
scircuit,170998,958936,8,0.05,21,False,400,256,0.23626,0.150201,0.261243,0.575,0.904,1.0,0.245486,0.164947,1.432,0.911,400,0.150201,hst,0.962,1.573,0.612,1.573,1.0,5.194813152189734e-16,drift,399,5.604,7131,hst,1,28.534
scircuit,170998,958936,8,0.25,17,False,400,256,0.232261,0.163939,0.502505,0.326,0.462,1.0,0.249257,0.175318,1.325,0.935,471,0.163939,hst,0.932,1.417,0.658,1.417,1.0,2.6050372849850016e-16,drift,399,3.178,4736,hst,1,26.841
scircuit,170998,958936,8,0.25,18,False,400,256,0.160573,0.112242,0.22041,0.509,0.729,1.0,0.195124,0.129659,1.238,0.866,806,0.112242,hst,0.823,1.431,0.575,1.431,1.0,2.0386846321125864e-16,drift,399,1.744,2823,hst,1,24.918
scircuit,170998,958936,8,0.25,19,False,400,256,0.231691,0.155385,0.475625,0.327,0.487,1.0,0.248138,0.166853,1.389,0.931,449,0.155385,hst,0.934,1.491,0.626,1.491,1.0,1.8803246323926756e-16,drift,399,3.197,3728,hst,1,29.088
scircuit,170998,958936,8,0.25,20,False,400,256,0.15292,0.109942,0.211235,0.52,0.724,1.0,0.1941,0.127522,1.199,0.862,991,0.109942,hst,0.788,1.391,0.566,1.391,1.0,2.757259758035496e-16,drift,399,3.948,2775,hst,1,25.163
scircuit,170998,958936,8,0.25,21,False,400,256,0.231074,0.159926,0.501886,0.319,0.46,1.0,0.25666,0.176159,1.312,0.908,527,0.159926,hst,0.9,1.445,0.623,1.445,1.0,5.194813152189734e-16,drift,399,3.494,4980,hst,1,28.934
ct20stif,52329,2600295,8,0.0,17,False,400,256,0.027131,0.052007,0.045129,1.152,0.601,1.0,0.029301,0.027398,0.99,0.99,,0.027131,delta_baseline,0.926,1.0,0.926,1.0,1.917,3.403944480715774e-16,drift,0,1.0,1371,delta_baseline,0,0.0
ct20stif,52329,2600295,8,0.0,18,False,400,256,0.020908,0.035166,0.031103,1.131,0.672,1.0,0.022602,0.021205,0.986,0.986,,0.020908,delta_baseline,0.925,1.0,0.925,1.0,1.682,3.351339203340676e-16,drift,0,1.0,708,delta_baseline,0,0.0
ct20stif,52329,2600295,8,0.0,19,False,400,256,0.023027,0.039283,0.036715,1.07,0.627,1.0,0.025667,0.024042,0.958,0.958,,0.023027,delta_baseline,0.897,1.0,0.897,1.0,1.706,2.600013994931016e-16,drift,0,1.0,1065,delta_baseline,0,0.0
ct20stif,52329,2600295,8,0.0,20,False,400,256,0.024476,0.041369,0.037534,1.102,0.652,1.0,0.026423,0.024714,0.99,0.99,,0.024476,delta_baseline,0.926,1.0,0.926,1.0,1.69,5.949530076200267e-16,drift,0,1.0,1140,delta_baseline,0,0.0
ct20stif,52329,2600295,8,0.0,21,False,400,256,0.027801,0.047059,0.043144,1.091,0.644,1.0,0.0294,0.027482,1.012,1.012,0,0.027801,delta_baseline,0.946,1.0,0.946,1.0,1.693,4.493998728164776e-16,drift,0,1.0,1421,delta_baseline,0,0.0
ct20stif,52329,2600295,8,0.002,17,False,400,256,0.741193,0.086066,0.076219,1.129,9.724,1.129,0.101189,0.085449,8.674,1.007,2,0.086066,hst,7.325,8.612,0.851,8.612,1.0,3.403944480715774e-16,drift,64,2.211,2347,hst,1,1.355
ct20stif,52329,2600295,8,0.002,18,False,400,256,0.460167,0.043491,0.038243,1.137,12.033,1.137,0.056309,0.045357,10.146,0.959,3,0.043491,hst,8.172,10.581,0.772,10.581,1.0,3.351339203340676e-16,drift,16,1.887,879,hst,1,1.143
ct20stif,52329,2600295,8,0.002,19,False,400,256,0.580267,0.065156,0.062086,1.049,9.346,1.049,0.080991,0.06939,8.362,0.939,2,0.065156,hst,7.165,8.906,0.804,8.906,1.0,2.600013994931016e-16,drift,70,2.322,1628,hst,1,1.258
ct20stif,52329,2600295,8,0.002,20,False,400,256,0.637125,0.065472,0.060949,1.074,10.453,1.074,0.083521,0.068881,9.25,0.951,2,0.065472,hst,7.628,9.731,0.784,9.731,1.0,5.949530076200267e-16,drift,63,2.178,1527,hst,1,1.261
ct20stif,52329,2600295,8,0.002,21,False,400,256,0.723851,0.069193,0.064289,1.076,11.259,1.076,0.099574,0.073659,9.827,0.939,8,0.069193,hst,7.27,10.461,0.695,10.461,1.0,4.493998728164776e-16,drift,58,2.342,2200,hst,1,5.148
ct20stif,52329,2600295,8,0.01,17,False,400,256,0.779043,0.090711,0.089241,1.016,8.73,1.016,0.113152,0.098132,7.939,0.924,2,0.090711,hst,6.885,8.588,0.802,8.588,1.0,3.403944480715774e-16,drift,153,3.121,2523,hst,1,1.376
ct20stif,52329,2600295,8,0.01,18,False,400,256,0.487471,0.051691,0.048882,1.057,9.972,1.057,0.067069,0.055878,8.724,0.925,3,0.051691,hst,7.268,9.431,0.771,9.431,1.0,3.351339203340676e-16,drift,64,2.341,941,hst,1,1.107
ct20stif,52329,2600295,8,0.01,19,False,400,256,0.590974,0.076175,0.077409,0.984,7.634,1.0,0.094804,0.082165,7.193,0.927,2,0.076175,hst,6.234,7.758,0.803,7.758,1.0,2.600013994931016e-16,drift,155,3.51,1720,hst,1,1.242
ct20stif,52329,2600295,8,0.01,20,False,400,256,0.666258,0.085858,0.081119,1.058,8.213,1.058,0.114627,0.092417,7.209,0.929,8,0.085858,hst,5.812,7.76,0.749,7.76,1.0,5.949530076200267e-16,drift,169,4.103,2046,hst,1,4.755
ct20stif,52329,2600295,8,0.01,21,False,400,256,0.767756,0.078504,0.082244,0.955,9.335,1.0,0.099401,0.084301,9.107,0.931,2,0.078504,hst,7.724,9.78,0.79,9.78,1.0,4.493998728164776e-16,drift,118,3.196,2442,hst,1,1.282
ct20stif,52329,2600295,8,0.05,17,False,400,256,0.784737,0.112393,0.145479,0.773,5.394,1.0,0.133561,0.118512,6.622,0.948,2,0.112393,hst,5.875,6.982,0.842,6.982,1.0,3.403944480715774e-16,drift,353,3.518,2167,hst,1,1.386
ct20stif,52329,2600295,8,0.05,18,False,400,256,0.518435,0.08421,0.090322,0.932,5.74,1.0,0.100717,0.090856,5.706,0.927,3,0.08421,hst,5.147,6.156,0.836,6.156,1.0,3.351339203340676e-16,drift,308,3.208,1062,hst,1,1.134
ct20stif,52329,2600295,8,0.05,19,False,400,256,0.634265,0.101977,0.128075,0.796,4.952,1.0,0.120523,0.108461,5.848,0.94,2,0.101977,hst,5.263,6.22,0.846,6.22,1.0,2.600013994931016e-16,drift,347,2.951,2293,hst,1,1.257
ct20stif,52329,2600295,8,0.05,20,False,400,256,0.664762,0.112078,0.139333,0.804,4.771,1.0,0.128499,0.115793,5.741,0.968,3,0.112078,hst,5.173,5.931,0.872,5.931,1.0,5.949530076200267e-16,drift,362,2.021,2448,hst,1,1.398
ct20stif,52329,2600295,8,0.05,21,False,400,256,0.68602,0.094616,0.109711,0.862,6.253,1.0,0.117186,0.101106,6.785,0.936,2,0.094616,hst,5.854,7.251,0.807,7.251,1.0,4.493998728164776e-16,drift,310,2.721,1156,hst,1,1.414
ct20stif,52329,2600295,8,0.25,17,False,400,256,0.787894,0.129233,0.325381,0.397,2.421,1.0,0.14654,0.129812,6.07,0.996,2,0.129233,hst,5.377,6.097,0.882,6.097,1.0,3.403944480715774e-16,drift,399,3.589,1826,hst,1,1.545
ct20stif,52329,2600295,8,0.25,18,False,400,256,0.561811,0.102971,0.209725,0.491,2.679,1.0,0.11867,0.107056,5.248,0.962,3,0.102971,hst,4.734,5.456,0.868,5.456,1.0,3.351339203340676e-16,drift,397,1.248,1518,hst,1,1.317
ct20stif,52329,2600295,8,0.25,19,False,400,256,0.706273,0.119665,0.28147,0.425,2.509,1.0,0.133543,0.120672,5.853,0.992,2,0.119665,hst,5.289,5.902,0.896,5.902,1.0,2.600013994931016e-16,drift,399,3.722,2768,hst,1,1.427
ct20stif,52329,2600295,8,0.25,20,False,400,256,0.691816,0.122608,0.30743,0.399,2.25,1.0,0.140071,0.127126,5.442,0.964,2,0.122608,hst,4.939,5.642,0.875,5.642,1.0,5.949530076200267e-16,drift,399,3.928,2908,hst,1,1.341
ct20stif,52329,2600295,8,0.25,21,False,400,256,0.758951,0.124461,0.313932,0.396,2.418,1.0,0.141197,0.125736,6.036,0.99,2,0.124461,hst,5.375,6.098,0.881,6.098,1.0,4.493998728164776e-16,drift,399,3.855,1945,hst,1,1.384
memplus,17758,99147,8,0.0,17,False,400,256,0.038475,0.066291,0.058101,1.141,0.662,1.0,0.040383,0.03801,1.012,1.012,0,0.038475,delta_baseline,0.953,1.0,0.953,1.0,1.723,3.582437197197559e-16,drift,0,1.0,8170,delta_baseline,0,0.0
memplus,17758,99147,8,0.0,18,False,400,256,0.038339,0.066504,0.059082,1.126,0.649,1.0,0.040668,0.038348,1.0,1.0,,0.038339,delta_baseline,0.943,1.0,0.943,1.0,1.735,3.582443742956908e-16,drift,0,1.0,8169,delta_baseline,0,0.0
memplus,17758,99147,8,0.0,19,False,400,256,0.034837,0.053109,0.049073,1.082,0.71,1.0,0.036932,0.034804,1.001,1.001,0,0.034837,delta_baseline,0.943,1.0,0.943,1.0,1.525,4.41481093913526e-16,drift,0,1.0,7075,delta_baseline,0,0.0
memplus,17758,99147,8,0.0,20,False,400,256,0.039274,0.064759,0.058979,1.098,0.666,1.0,0.040194,0.037746,1.04,1.04,0,0.039274,delta_baseline,0.977,1.0,0.977,1.0,1.649,3.582437197197559e-16,drift,0,1.0,8190,delta_baseline,0,0.0
memplus,17758,99147,8,0.0,21,False,400,256,0.038221,0.063991,0.05809,1.102,0.658,1.0,0.040288,0.037978,1.006,1.006,0,0.038221,delta_baseline,0.949,1.0,0.949,1.0,1.674,3.582437197197559e-16,drift,0,1.0,8145,delta_baseline,0,0.0
memplus,17758,99147,8,0.002,17,False,400,256,0.754349,0.081759,0.083041,0.985,9.084,1.0,0.103946,0.084913,8.884,0.963,2,0.081759,hst,7.257,9.226,0.787,9.226,1.0,3.582437197197559e-16,drift,119,2.125,8284,hst,1,1.255
memplus,17758,99147,8,0.002,18,False,400,256,0.766335,0.080747,0.079904,1.011,9.591,1.011,0.104309,0.084875,9.029,0.951,2,0.080747,hst,7.347,9.491,0.774,9.491,1.0,3.582443742956908e-16,drift,111,1.907,8314,hst,1,1.233
memplus,17758,99147,8,0.002,19,False,400,256,0.840423,0.075146,0.078283,0.96,10.736,1.0,0.096884,0.07967,10.549,0.943,1,0.075146,hst,8.674,11.184,0.776,11.184,1.0,4.41481093913526e-16,drift,116,2.098,8458,hst,1,1.103
memplus,17758,99147,8,0.002,20,False,400,256,0.767965,0.082769,0.084813,0.976,9.055,1.0,0.105924,0.087284,8.798,0.948,2,0.082769,hst,7.25,9.278,0.781,9.278,1.0,3.582437197197559e-16,drift,121,2.018,8770,hst,1,1.198
memplus,17758,99147,8,0.002,21,False,400,256,0.820327,0.082119,0.081609,1.006,10.052,1.006,0.124071,0.08493,9.659,0.967,12,0.082119,hst,6.612,9.99,0.662,9.99,1.0,3.582437197197559e-16,drift,111,1.772,8843,hst,1,9.1
memplus,17758,99147,8,0.01,17,False,400,256,0.784519,0.091523,0.105811,0.865,7.414,1.0,0.11449,0.095891,8.181,0.954,2,0.091523,hst,6.852,8.572,0.799,8.572,1.0,3.582437197197559e-16,drift,250,2.629,8167,hst,1,1.213
memplus,17758,99147,8,0.01,18,False,400,256,0.814956,0.095851,0.113141,0.847,7.203,1.0,0.118715,0.100091,8.142,0.958,2,0.095851,hst,6.865,8.502,0.807,8.502,1.0,3.582443742956908e-16,drift,274,2.654,8270,hst,1,1.214
memplus,17758,99147,8,0.01,19,False,400,256,0.84736,0.088979,0.104065,0.855,8.143,1.0,0.111459,0.094916,8.927,0.937,1,0.088979,hst,7.602,9.523,0.798,9.523,1.0,4.41481093913526e-16,drift,254,2.934,7870,hst,1,1.106
memplus,17758,99147,8,0.01,20,False,400,256,0.820159,0.092457,0.109349,0.846,7.5,1.0,0.116306,0.097595,8.404,0.947,2,0.092457,hst,7.052,8.871,0.795,8.871,1.0,3.582437197197559e-16,drift,259,2.895,8049,hst,1,1.253
memplus,17758,99147,8,0.01,21,False,400,256,0.832613,0.092988,0.107656,0.864,7.734,1.0,0.117839,0.099304,8.385,0.936,2,0.092988,hst,7.066,8.954,0.789,8.954,1.0,3.582437197197559e-16,drift,264,2.73,8266,hst,1,1.237
memplus,17758,99147,8,0.05,17,False,400,256,0.817187,0.1075,0.174414,0.616,4.685,1.0,0.12968,0.112152,7.286,0.959,2,0.1075,hst,6.302,7.602,0.829,7.602,1.0,3.582437197197559e-16,drift,392,3.276,8396,hst,1,1.253
memplus,17758,99147,8,0.05,18,False,400,256,0.818387,0.107283,0.182419,0.588,4.486,1.0,0.132331,0.112834,7.253,0.951,2,0.107283,hst,6.184,7.628,0.811,7.628,1.0,3.582443742956908e-16,drift,393,3.719,8364,hst,1,1.327
memplus,17758,99147,8,0.05,19,False,400,256,0.846984,0.107646,0.17539,0.614,4.829,1.0,0.130901,0.113485,7.463,0.949,2,0.107646,hst,6.47,7.868,0.822,7.868,1.0,4.41481093913526e-16,drift,390,3.617,8213,hst,1,1.179
memplus,17758,99147,8,0.05,20,False,400,256,0.880652,0.119146,0.224653,0.53,3.92,1.0,0.144019,0.125643,7.009,0.948,2,0.119146,hst,6.115,7.391,0.827,7.391,1.0,3.582437197197559e-16,drift,397,1.595,9104,hst,1,1.325
memplus,17758,99147,8,0.05,21,False,400,256,0.835987,0.105346,0.178599,0.59,4.681,1.0,0.130614,0.111858,7.474,0.942,2,0.105346,hst,6.4,7.936,0.807,7.936,1.0,3.582437197197559e-16,drift,396,3.885,8378,hst,1,1.326
memplus,17758,99147,8,0.25,17,False,400,256,0.797252,0.120114,0.356428,0.337,2.237,1.0,0.140799,0.123071,6.478,0.976,2,0.120114,hst,5.662,6.637,0.853,6.637,1.0,3.582437197197559e-16,drift,399,3.41,9493,hst,1,1.29
memplus,17758,99147,8,0.25,18,False,400,256,0.81138,0.122886,0.418043,0.294,1.941,1.0,0.14627,0.127964,6.341,0.96,2,0.122886,hst,5.547,6.603,0.84,6.603,1.0,3.582443742956908e-16,drift,399,3.6,9240,hst,1,1.321
memplus,17758,99147,8,0.25,19,False,400,256,0.809604,0.124037,0.406449,0.305,1.992,1.0,0.143376,0.127544,6.348,0.973,2,0.124037,hst,5.647,6.527,0.865,6.527,1.0,4.41481093913526e-16,drift,399,2.256,8983,hst,1,1.254
memplus,17758,99147,8,0.25,20,False,400,256,0.803493,0.115702,0.347673,0.333,2.311,1.0,0.139473,0.121438,6.616,0.953,2,0.115702,hst,5.761,6.945,0.83,6.945,1.0,3.582437197197559e-16,drift,399,2.551,9009,hst,1,1.338
memplus,17758,99147,8,0.25,21,False,400,256,0.799493,0.118201,0.360271,0.328,2.219,1.0,0.140979,0.123561,6.47,0.957,2,0.118201,hst,5.671,6.764,0.838,6.764,1.0,3.582437197197559e-16,drift,399,2.154,8111,hst,1,1.258
TSOPF_RS_b162_c3,15374,610299,8,0.0,17,False,400,256,0.23371,0.267526,0.259308,1.032,0.901,1.0,0.236194,0.213181,1.096,1.096,0,0.23371,delta_baseline,0.989,1.0,0.989,1.0,1.145,1.2582477660838618e-16,drift,0,1.0,7920,delta_baseline,0,0.0
TSOPF_RS_b162_c3,15374,610299,8,0.0,18,False,400,256,0.233215,0.267762,0.260245,1.029,0.896,1.0,0.235945,0.213329,1.093,1.093,0,0.233215,delta_baseline,0.988,1.0,0.988,1.0,1.148,1.2582477660838618e-16,drift,0,1.0,7924,delta_baseline,0,0.0
TSOPF_RS_b162_c3,15374,610299,8,0.0,19,False,400,256,0.233149,0.267242,0.260305,1.027,0.896,1.0,0.235561,0.213008,1.095,1.095,0,0.233149,delta_baseline,0.99,1.0,0.99,1.0,1.146,1.2582477660838618e-16,drift,0,1.0,7924,delta_baseline,0,0.0
TSOPF_RS_b162_c3,15374,610299,8,0.0,20,False,400,256,0.232999,0.267291,0.259084,1.032,0.899,1.0,0.236143,0.213328,1.092,1.092,0,0.232999,delta_baseline,0.987,1.0,0.987,1.0,1.147,1.2582477660838618e-16,drift,0,1.0,7920,delta_baseline,0,0.0
TSOPF_RS_b162_c3,15374,610299,8,0.0,21,False,400,256,0.235122,0.268697,0.263738,1.019,0.891,1.0,0.237284,0.214672,1.095,1.095,0,0.235122,delta_baseline,0.991,1.0,0.991,1.0,1.143,1.172605067740121e-16,drift,0,1.0,7926,delta_baseline,0,0.0
TSOPF_RS_b162_c3,15374,610299,8,0.002,17,False,400,256,8.489638,0.26843,0.236433,1.135,35.907,1.135,0.411225,0.270293,31.409,0.993,1,0.26843,hst,20.645,31.627,0.653,31.627,1.0,1.2582477660838618e-16,drift,77,1.084,8132,hst,1,4.305
TSOPF_RS_b162_c3,15374,610299,8,0.002,18,False,400,256,8.484418,0.262252,0.268519,0.977,31.597,1.0,0.43154,0.268253,31.628,0.978,1,0.262252,hst,19.661,32.352,0.608,32.352,1.0,1.2582477660838618e-16,drift,58,1.078,8129,hst,1,4.454
TSOPF_RS_b162_c3,15374,610299,8,0.002,19,False,400,256,8.45248,0.263859,0.237776,1.11,35.548,1.11,0.411153,0.268902,31.433,0.981,1,0.263859,hst,20.558,32.034,0.642,32.034,1.0,1.2582477660838618e-16,drift,70,1.102,8131,hst,1,4.315
