matrix,N,nnz,B,rho,seed,phase,steps,dirty_cols,always_delta_baseline_ms,always_hst_ms,always_hst_patchable_ms,patchable_vs_per_block,patchable_vs_delta_baseline,oracle3_vs_oracle2,router_ms,router_steady_ms,router_steady_vs_csr,router_steady_vs_oracle,breakeven_steps,oracle_ms,oracle_arm,router_vs_csr,oracle_vs_csr,router_vs_oracle,misroute_cost_if_delta_baseline,misroute_cost_if_hst,maxrelerr,churn_model,patchable_splices,patchable_arena_ratio,rows_patchable,router_arm,router_switches,router_tax_ms
olafu,16146,1015156,8,0.25,18,False,400,256,0.742733,0.298751,1.892841,0.158,0.392,1.0,0.385566,0.31459,2.361,0.95,32,0.298751,hst,1.926,2.486,0.775,2.486,1.0,6.4036469396236e-16,jump,399,3.63,12476,hst,1,13.713
olafu,16146,1015156,8,0.25,19,False,400,256,0.740898,0.300475,1.896376,0.158,0.391,1.0,0.391916,0.318734,2.325,0.943,33,0.300475,hst,1.89,2.466,0.767,2.466,1.0,4.864534386882603e-16,jump,399,3.909,12937,hst,1,13.909
olafu,16146,1015156,8,0.25,20,False,400,256,0.74386,0.29933,1.892975,0.158,0.393,1.0,0.400054,0.328849,2.262,0.91,33,0.29933,hst,1.859,2.485,0.748,2.485,1.0,8.4320949564375e-16,jump,399,4.664,12660,hst,1,13.722
olafu,16146,1015156,8,0.25,21,False,400,256,0.742717,0.299719,1.893954,0.158,0.392,1.0,0.389431,0.315802,2.352,0.949,32,0.299719,hst,1.907,2.478,0.77,2.478,1.0,5.998259265642777e-16,jump,399,3.225,12618,hst,1,13.727
raefsky3,21200,1488768,8,0.0,17,False,400,256,0.029048,0.036157,0.035557,1.017,0.817,1.0,0.03078,0.028627,1.015,1.015,0,0.029048,delta_baseline,0.944,1.0,0.944,1.0,1.245,4.21040283801125e-16,jump,0,1.0,480,delta_baseline,0,0.0
raefsky3,21200,1488768,8,0.0,18,False,400,256,0.02909,0.035847,0.035702,1.004,0.815,1.0,0.030827,0.028686,1.014,1.014,0,0.02909,delta_baseline,0.944,1.0,0.944,1.0,1.232,3.542741100665178e-16,jump,0,1.0,480,delta_baseline,0,0.0
raefsky3,21200,1488768,8,0.0,19,False,400,256,0.02924,0.03602,0.035546,1.013,0.823,1.0,0.030597,0.028464,1.027,1.027,0,0.02924,delta_baseline,0.956,1.0,0.956,1.0,1.232,2.936613481310225e-16,jump,0,1.0,480,delta_baseline,0,0.0
raefsky3,21200,1488768,8,0.0,20,False,400,256,0.029126,0.035331,0.035595,0.993,0.818,1.0,0.030636,0.028463,1.023,1.023,0,0.029126,delta_baseline,0.951,1.0,0.951,1.0,1.213,4.654934124763125e-16,jump,0,1.0,480,delta_baseline,0,0.0
raefsky3,21200,1488768,8,0.0,21,False,400,256,0.029128,0.036339,0.035406,1.026,0.823,1.0,0.030649,0.028546,1.02,1.02,0,0.029128,delta_baseline,0.95,1.0,0.95,1.0,1.248,3.205001438329397e-16,jump,0,1.0,480,delta_baseline,0,0.0
raefsky3,21200,1488768,8,0.002,17,False,400,256,0.824762,0.168253,0.242496,0.694,3.401,1.0,0.19569,0.187943,4.388,0.895,1,0.168253,hst,4.215,4.902,0.86,4.902,1.0,4.21040283801125e-16,jump,394,3.596,10912,hst,1,0.911
raefsky3,21200,1488768,8,0.002,18,False,400,256,0.815104,0.164034,0.223994,0.732,3.639,1.0,0.18064,0.171593,4.75,0.956,1,0.164034,hst,4.512,4.969,0.908,4.969,1.0,3.542741100665178e-16,jump,393,3.624,11224,hst,1,0.887
raefsky3,21200,1488768,8,0.002,19,False,400,256,0.821004,0.164366,0.219009,0.75,3.749,1.0,0.181076,0.171884,4.777,0.956,1,0.164366,hst,4.534,4.995,0.908,4.995,1.0,2.936613481310225e-16,jump,390,3.648,10824,hst,1,0.912
raefsky3,21200,1488768,8,0.002,20,False,400,256,0.81408,0.165723,0.220999,0.75,3.684,1.0,0.185284,0.176568,4.611,0.939,1,0.165723,hst,4.394,4.912,0.894,4.912,1.0,4.654934124763125e-16,jump,392,3.654,11032,hst,1,0.883
raefsky3,21200,1488768,8,0.002,21,False,400,256,0.821487,0.167637,0.224453,0.747,3.66,1.0,0.184876,0.175787,4.673,0.954,1,0.167637,hst,4.443,4.9,0.907,4.9,1.0,3.205001438329397e-16,jump,392,3.569,10736,hst,1,0.927
raefsky3,21200,1488768,8,0.01,17,False,400,256,0.806815,0.220101,0.352731,0.624,2.287,1.0,0.24729,0.241451,3.342,0.912,2,0.220101,hst,3.263,3.666,0.89,3.666,1.0,4.21040283801125e-16,jump,399,3.091,12328,hst,1,0.963
raefsky3,21200,1488768,8,0.01,18,False,400,256,0.803795,0.223973,0.357206,0.627,2.25,1.0,0.239467,0.233104,3.448,0.961,2,0.223973,hst,3.357,3.589,0.935,3.589,1.0,3.542741100665178e-16,jump,399,2.536,12040,hst,1,0.925
raefsky3,21200,1488768,8,0.01,19,False,400,256,0.813309,0.21911,0.354983,0.617,2.291,1.0,0.241386,0.235102,3.459,0.932,2,0.21911,hst,3.369,3.712,0.908,3.712,1.0,2.936613481310225e-16,jump,399,2.756,12080,hst,1,0.947
raefsky3,21200,1488768,8,0.01,20,False,400,256,0.808772,0.221635,0.354378,0.625,2.282,1.0,0.243153,0.237259,3.409,0.934,2,0.221635,hst,3.326,3.649,0.912,3.649,1.0,4.654934124763125e-16,jump,399,2.913,12216,hst,1,0.93
raefsky3,21200,1488768,8,0.01,21,False,400,256,0.808335,0.227066,0.358208,0.634,2.257,1.0,0.245148,0.238976,3.382,0.95,2,0.227066,hst,3.297,3.56,0.926,3.56,1.0,3.205001438329397e-16,jump,399,2.659,12008,hst,1,0.935
raefsky3,21200,1488768,8,0.05,17,False,400,256,0.798266,0.261192,0.591091,0.442,1.35,1.0,0.280957,0.270695,2.949,0.965,2,0.261192,hst,2.841,3.056,0.93,3.056,1.0,4.21040283801125e-16,jump,399,1.757,12056,hst,1,1.205
raefsky3,21200,1488768,8,0.05,18,False,400,256,0.800059,0.255475,0.591119,0.432,1.353,1.0,0.280709,0.270729,2.955,0.944,2,0.255475,hst,2.85,3.132,0.91,3.132,1.0,3.542741100665178e-16,jump,399,1.922,12456,hst,1,1.207
raefsky3,21200,1488768,8,0.05,19,False,400,256,0.795334,0.257587,0.592139,0.435,1.343,1.0,0.285381,0.275025,2.892,0.937,2,0.257587,hst,2.787,3.088,0.903,3.088,1.0,2.936613481310225e-16,jump,399,4.339,12584,hst,1,1.263
raefsky3,21200,1488768,8,0.05,20,False,400,256,0.799041,0.258823,0.592696,0.437,1.348,1.0,0.280299,0.269261,2.968,0.961,2,0.258823,hst,2.851,3.087,0.923,3.087,1.0,4.654934124763125e-16,jump,399,4.55,12224,hst,1,1.289
raefsky3,21200,1488768,8,0.05,21,False,400,256,0.795267,0.257669,0.593899,0.434,1.339,1.0,0.280781,0.270089,2.944,0.954,2,0.257669,hst,2.832,3.086,0.918,3.086,1.0,3.205001438329397e-16,jump,399,1.613,12160,hst,1,1.248
raefsky3,21200,1488768,8,0.25,17,False,400,256,0.799439,0.290748,1.595246,0.182,0.501,1.0,0.386179,0.307748,2.598,0.945,28,0.290748,hst,2.07,2.75,0.753,2.75,1.0,4.21040283801125e-16,jump,399,1.0,12792,hst,1,13.781
raefsky3,21200,1488768,8,0.25,18,False,400,256,0.796899,0.289476,1.591026,0.182,0.501,1.0,0.384511,0.306777,2.598,0.944,28,0.289476,hst,2.072,2.753,0.753,2.753,1.0,3.542741100665178e-16,jump,399,3.623,12088,hst,1,13.666
raefsky3,21200,1488768,8,0.25,19,False,400,256,0.794081,0.292575,1.596324,0.183,0.497,1.0,0.386791,0.308633,2.573,0.948,28,0.292575,hst,2.053,2.714,0.756,2.714,1.0,2.936613481310225e-16,jump,399,4.402,12136,hst,1,13.733
raefsky3,21200,1488768,8,0.25,20,False,400,256,0.798307,0.289167,1.593734,0.181,0.501,1.0,0.383609,0.306742,2.603,0.943,28,0.289167,hst,2.081,2.761,0.754,2.761,1.0,4.654934124763125e-16,jump,399,1.0,12088,hst,1,13.734
raefsky3,21200,1488768,8,0.25,21,False,400,256,0.795365,0.28877,1.598746,0.181,0.497,1.0,0.389399,0.310691,2.56,0.929,29,0.28877,hst,2.043,2.754,0.742,2.754,1.0,3.205001438329397e-16,jump,399,1.695,12576,hst,1,14.019
wang3,26064,177168,8,0.0,17,False,400,256,0.009385,0.035486,0.025513,1.391,0.368,1.0,0.011352,0.010322,0.909,0.909,,0.009385,delta_baseline,0.827,1.0,0.827,1.0,3.781,1.1305705384438466e-16,jump,0,1.0,1445,delta_baseline,0,0.0
wang3,26064,177168,8,0.0,18,False,400,256,0.008583,0.03026,0.024239,1.248,0.354,1.0,0.010777,0.010389,0.826,0.826,,0.008583,delta_baseline,0.796,1.0,0.796,1.0,3.525,2.415345571415648e-16,jump,0,1.0,1212,delta_baseline,0,0.0
wang3,26064,177168,8,0.0,19,False,400,256,0.008873,0.029287,0.02348,1.247,0.378,1.0,0.010815,0.010384,0.854,0.854,,0.008873,delta_baseline,0.82,1.0,0.82,1.0,3.301,1.1119305929315413e-16,jump,0,1.0,1150,delta_baseline,0,0.0
wang3,26064,177168,8,0.0,20,False,400,256,0.008656,0.031316,0.024752,1.265,0.35,1.0,0.01079,0.010366,0.835,0.835,,0.008656,delta_baseline,0.802,1.0,0.802,1.0,3.618,2.3978588170819393e-16,jump,0,1.0,1305,delta_baseline,0,0.0
wang3,26064,177168,8,0.0,21,False,400,256,0.008997,0.032847,0.025927,1.267,0.347,1.0,0.010909,0.010519,0.855,0.855,,0.008997,delta_baseline,0.825,1.0,0.825,1.0,3.651,1.1305705384438466e-16,jump,0,1.0,1461,delta_baseline,0,0.0
wang3,26064,177168,8,0.002,17,False,400,256,0.105752,0.101845,0.134468,0.757,0.786,1.0,0.125892,0.108248,0.977,0.941,,0.101845,hst,0.84,1.038,0.809,1.038,1.0,1.1305705384438466e-16,jump,394,7.197,7784,hst,1,5.177
wang3,26064,177168,8,0.002,18,False,400,256,0.105804,0.096494,0.126227,0.764,0.838,1.0,0.120276,0.10283,1.029,0.938,1713,0.096494,hst,0.88,1.096,0.802,1.096,1.0,2.415345571415648e-16,jump,394,7.235,7687,hst,1,5.095
wang3,26064,177168,8,0.002,19,False,400,256,0.104905,0.096547,0.125078,0.772,0.839,1.0,0.121206,0.103849,1.01,0.93,4714,0.096547,hst,0.866,1.087,0.797,1.087,1.0,1.1119305929315413e-16,jump,391,7.259,7543,hst,1,4.98
wang3,26064,177168,8,0.002,20,False,400,256,0.104503,0.098164,0.130774,0.751,0.799,1.0,0.124533,0.106879,0.978,0.918,,0.098164,hst,0.839,1.065,0.788,1.065,1.0,2.3978588170819393e-16,jump,391,7.126,8034,hst,1,5.215
wang3,26064,177168,8,0.002,21,False,400,256,0.105492,0.098003,0.128487,0.763,0.821,1.0,0.123825,0.106426,0.991,0.921,,0.098003,hst,0.852,1.076,0.791,1.076,1.0,1.1305705384438466e-16,jump,389,7.098,7759,hst,1,5.133
wang3,26064,177168,8,0.01,17,False,400,256,0.105812,0.121227,0.196509,0.617,0.538,1.0,0.145255,0.128035,0.826,0.826,,0.105812,delta_baseline,0.728,1.0,0.728,1.0,1.146,1.1305705384438466e-16,jump,399,6.386,8623,hst,1,5.768
wang3,26064,177168,8,0.01,18,False,400,256,0.105162,0.120737,0.196486,0.614,0.535,1.0,0.145391,0.128572,0.818,0.818,,0.105162,delta_baseline,0.723,1.0,0.723,1.0,1.148,2.415345571415648e-16,jump,399,5.739,8613,hst,1,5.692
wang3,26064,177168,8,0.01,19,False,400,256,0.104869,0.119923,0.196461,0.61,0.534,1.0,0.146917,0.130046,0.806,0.806,,0.104869,delta_baseline,0.714,1.0,0.714,1.0,1.144,1.1119305929315413e-16,jump,399,5.839,8680,hst,1,5.551
wang3,26064,177168,8,0.01,20,False,400,256,0.104704,0.122277,0.199769,0.612,0.524,1.0,0.149444,0.132538,0.79,0.79,,0.104704,delta_baseline,0.701,1.0,0.701,1.0,1.168,2.3978588170819393e-16,jump,399,5.767,8711,hst,1,5.794
wang3,26064,177168,8,0.01,21,False,400,256,0.10439,0.119806,0.199897,0.599,0.522,1.0,0.147458,0.130117,0.802,0.802,,0.10439,delta_baseline,0.708,1.0,0.708,1.0,1.148,1.1305705384438466e-16,jump,399,5.326,8798,hst,1,5.862
wang3,26064,177168,8,0.05,17,False,400,256,0.105606,0.1477,0.325764,0.453,0.324,1.0,0.131833,0.110086,0.959,0.959,,0.105606,delta_baseline,0.801,1.0,0.801,1.0,1.399,1.1305705384438466e-16,jump,399,2.347,8791,delta_baseline,0,7.173
wang3,26064,177168,8,0.05,18,False,400,256,0.103957,0.137393,0.311203,0.441,0.334,1.0,0.131974,0.110209,0.943,0.943,,0.103957,delta_baseline,0.788,1.0,0.788,1.0,1.322,2.415345571415648e-16,jump,399,2.827,8754,delta_baseline,0,7.114
wang3,26064,177168,8,0.05,19,False,400,256,0.1045,0.139042,0.318233,0.437,0.328,1.0,0.132565,0.11055,0.945,0.945,,0.1045,delta_baseline,0.788,1.0,0.788,1.0,1.331,1.1119305929315413e-16,jump,399,3.03,8960,delta_baseline,0,7.18
wang3,26064,177168,8,0.05,20,False,400,256,0.103991,0.138873,0.318341,0.436,0.327,1.0,0.132535,0.110275,0.943,0.943,,0.103991,delta_baseline,0.785,1.0,0.785,1.0,1.335,2.3978588170819393e-16,jump,399,2.502,8642,delta_baseline,0,7.215
wang3,26064,177168,8,0.05,21,False,400,256,0.104642,0.138942,0.318163,0.437,0.329,1.0,0.130812,0.10898,0.96,0.96,,0.104642,delta_baseline,0.8,1.0,0.8,1.0,1.328,1.1305705384438466e-16,jump,399,6.982,8411,delta_baseline,0,7.206
wang3,26064,177168,8,0.25,17,False,400,256,0.104349,0.156447,0.805738,0.194,0.13,1.0,0.134198,0.109891,0.95,0.95,,0.104349,delta_baseline,0.778,1.0,0.778,1.0,1.499,1.1305705384438466e-16,jump,399,2.133,8735,delta_baseline,0,8.257
wang3,26064,177168,8,0.25,18,False,400,256,0.104681,0.157868,0.806187,0.196,0.13,1.0,0.135319,0.110516,0.947,0.947,,0.104681,delta_baseline,0.774,1.0,0.774,1.0,1.508,2.415345571415648e-16,jump,399,1.0,8538,delta_baseline,0,8.325
wang3,26064,177168,8,0.25,19,False,400,256,0.104356,0.157097,0.81014,0.194,0.129,1.0,0.135254,0.110352,0.946,0.946,,0.104356,delta_baseline,0.772,1.0,0.772,1.0,1.505,1.1119305929315413e-16,jump,399,5.115,8483,delta_baseline,0,8.314
wang3,26064,177168,8,0.25,20,False,400,256,0.104681,0.157771,0.808087,0.195,0.13,1.0,0.13518,0.110367,0.948,0.948,,0.104681,delta_baseline,0.774,1.0,0.774,1.0,1.507,2.3978588170819393e-16,jump,399,4.245,8578,delta_baseline,0,8.36
wang3,26064,177168,8,0.25,21,False,400,256,0.104558,0.158921,0.809237,0.196,0.129,1.0,0.134024,0.109809,0.952,0.952,,0.104558,delta_baseline,0.78,1.0,0.78,1.0,1.52,1.1305705384438466e-16,jump,399,4.137,8679,delta_baseline,0,8.283
epb2,25228,175027,8,0.0,17,False,400,256,0.012021,0.03266,0.026462,1.234,0.454,1.0,0.013932,0.013286,0.905,0.905,,0.012021,delta_baseline,0.863,1.0,0.863,1.0,2.717,1.2653601002823704e-16,jump,0,1.0,1078,delta_baseline,0,0.0
epb2,25228,175027,8,0.0,18,False,400,256,0.008588,0.023163,0.018957,1.222,0.453,1.0,0.010624,0.010189,0.843,0.843,,0.008588,delta_baseline,0.808,1.0,0.808,1.0,2.697,1.0817377525460358e-16,jump,0,1.0,468,delta_baseline,0,0.0
epb2,25228,175027,8,0.0,19,False,400,256,0.008604,0.022367,0.019383,1.154,0.444,1.0,0.010575,0.010176,0.846,0.846,,0.008604,delta_baseline,0.814,1.0,0.814,1.0,2.599,1.2261168325020086e-16,jump,0,1.0,468,delta_baseline,0,0.0
epb2,25228,175027,8,0.0,20,False,400,256,0.008791,0.022772,0.019496,1.168,0.451,1.0,0.010472,0.010143,0.867,0.867,,0.008791,delta_baseline,0.839,1.0,0.839,1.0,2.59,1.2651934239081537e-16,jump,0,1.0,495,delta_baseline,0,0.0
epb2,25228,175027,8,0.0,21,False,400,256,0.009038,0.024125,0.020766,1.162,0.435,1.0,0.011387,0.01098,0.823,0.823,,0.009038,delta_baseline,0.794,1.0,0.794,1.0,2.669,1.711511604198709e-16,jump,0,1.0,584,delta_baseline,0,0.0
epb2,25228,175027,8,0.002,17,False,400,256,0.146572,0.094394,0.106937,0.883,1.371,1.0,0.123536,0.098114,1.494,0.962,103,0.094394,hst,1.186,1.553,0.764,1.553,1.0,1.2653601002823704e-16,jump,388,5.94,4925,hst,1,4.984
epb2,25228,175027,8,0.002,18,False,400,256,0.104295,0.0865,0.093975,0.92,1.11,1.0,0.109972,0.093611,1.114,0.924,414,0.0865,hst,0.948,1.206,0.787,1.206,1.0,1.0817377525460358e-16,jump,394,5.708,4747,hst,1,4.425
epb2,25228,175027,8,0.002,19,False,400,256,0.099213,0.086619,0.094875,0.913,1.046,1.0,0.111858,0.095968,1.034,0.903,1343,0.086619,hst,0.887,1.145,0.774,1.145,1.0,1.2261168325020086e-16,jump,396,5.962,4916,hst,1,4.359
epb2,25228,175027,8,0.002,20,False,400,256,0.105433,0.087172,0.097224,0.897,1.084,1.0,0.113025,0.096502,1.093,0.903,512,0.087172,hst,0.933,1.209,0.771,1.209,1.0,1.2651934239081537e-16,jump,387,5.773,4947,hst,1,4.573
epb2,25228,175027,8,0.002,21,False,400,256,0.108336,0.090009,0.09666,0.931,1.121,1.0,0.117018,0.100359,1.079,0.897,574,0.090009,hst,0.926,1.204,0.769,1.204,1.0,1.711511604198709e-16,jump,396,5.858,5014,hst,1,4.578
epb2,25228,175027,8,0.01,17,False,400,256,0.120947,0.114682,0.153811,0.746,0.786,1.0,0.148684,0.124542,0.971,0.921,,0.114682,hst,0.813,1.055,0.771,1.055,1.0,1.2653601002823704e-16,jump,399,5.019,5629,hst,1,5.648
epb2,25228,175027,8,0.01,18,False,400,256,0.102275,0.111221,0.147086,0.756,0.695,1.0,0.136796,0.121623,0.841,0.841,,0.102275,delta_baseline,0.748,1.0,0.748,1.0,1.087,1.0817377525460358e-16,jump,399,5.73,5574,hst,1,4.996
epb2,25228,175027,8,0.01,19,False,400,256,0.099817,0.110989,0.149487,0.742,0.668,1.0,0.137179,0.121989,0.818,0.818,,0.099817,delta_baseline,0.728,1.0,0.728,1.0,1.112,1.2261168325020086e-16,jump,399,4.943,5592,hst,1,4.992
epb2,25228,175027,8,0.01,20,False,400,256,0.104721,0.111667,0.150689,0.741,0.695,1.0,0.138299,0.122349,0.856,0.856,,0.104721,delta_baseline,0.757,1.0,0.757,1.0,1.066,1.2651934239081537e-16,jump,399,5.288,5660,hst,1,5.089
epb2,25228,175027,8,0.01,21,False,400,256,0.105156,0.112714,0.149359,0.755,0.704,1.0,0.140035,0.123424,0.852,0.852,,0.105156,delta_baseline,0.751,1.0,0.751,1.0,1.072,1.711511604198709e-16,jump,399,5.288,5656,hst,1,5.21
epb2,25228,175027,8,0.05,17,False,400,256,0.10907,0.132999,0.241297,0.551,0.452,1.0,0.166183,0.142716,0.764,0.764,,0.10907,delta_baseline,0.656,1.0,0.656,1.0,1.219,1.2653601002823704e-16,jump,399,4.078,5631,hst,1,6.969
epb2,25228,175027,8,0.05,18,False,400,256,0.101684,0.131353,0.237981,0.552,0.427,1.0,0.127951,0.108032,0.941,0.941,,0.101684,delta_baseline,0.795,1.0,0.795,1.0,1.292,1.0817377525460358e-16,jump,399,4.877,5555,delta_baseline,0,6.507
epb2,25228,175027,8,0.05,19,False,400,256,0.104746,0.130577,0.24003,0.544,0.436,1.0,0.130408,0.110733,0.946,0.946,,0.104746,delta_baseline,0.803,1.0,0.803,1.0,1.247,1.2261168325020086e-16,jump,399,5.653,5694,delta_baseline,0,6.494
epb2,25228,175027,8,0.05,20,False,400,256,0.100378,0.1373,0.235039,0.584,0.427,1.0,0.126322,0.106492,0.943,0.943,,0.100378,delta_baseline,0.795,1.0,0.795,1.0,1.368,1.2651934239081537e-16,jump,399,5.056,5532,delta_baseline,0,6.535
epb2,25228,175027,8,0.05,21,False,400,256,0.10124,0.130285,0.239789,0.543,0.422,1.0,0.12756,0.106566,0.95,0.95,,0.10124,delta_baseline,0.794,1.0,0.794,1.0,1.287,1.711511604198709e-16,jump,399,3.525,5505,delta_baseline,0,6.669
epb2,25228,175027,8,0.25,17,False,400,256,0.103068,0.145548,0.56543,0.257,0.182,1.0,0.132497,0.107815,0.956,0.956,,0.103068,delta_baseline,0.778,1.0,0.778,1.0,1.412,1.2653601002823704e-16,jump,399,6.034,5541,delta_baseline,0,7.837
epb2,25228,175027,8,0.25,18,False,400,256,0.102932,0.146151,0.567936,0.257,0.181,1.0,0.132064,0.10883,0.946,0.946,,0.102932,delta_baseline,0.779,1.0,0.779,1.0,1.42,1.0817377525460358e-16,jump,399,1.935,5558,delta_baseline,0,7.815
epb2,25228,175027,8,0.25,19,False,400,256,0.102409,0.146607,0.569418,0.257,0.18,1.0,0.132137,0.109083,0.939,0.939,,0.102409,delta_baseline,0.775,1.0,0.775,1.0,1.432,1.2261168325020086e-16,jump,399,1.0,5631,delta_baseline,0,7.79
epb2,25228,175027,8,0.25,20,False,400,256,0.101481,0.146901,0.575114,0.255,0.176,1.0,0.131737,0.108074,0.939,0.939,,0.101481,delta_baseline,0.77,1.0,0.77,1.0,1.448,1.2651934239081537e-16,jump,399,1.0,5637,delta_baseline,0,7.916
epb2,25228,175027,8,0.25,21,False,400,256,0.103186,0.147638,0.573451,0.257,0.18,1.0,0.132018,0.108478,0.951,0.951,,0.103186,delta_baseline,0.782,1.0,0.782,1.0,1.431,1.711511604198709e-16,jump,399,1.0,5643,delta_baseline,0,7.848
