matrix,N,nnz,B,rho,seed,churn_model,churn_alpha,steps,step,is_last,dirty_cols,rows_merged,rows_per_block,rows_patchable,merge
bcspwr10,5300,21842,8,0.01,17,drift,0.5,200,25,False,256,3542,6041,,1.7055
bcspwr10,5300,21842,8,0.01,17,drift,0.5,200,50,False,256,3631,6246,,1.7202
bcspwr10,5300,21842,8,0.01,17,drift,0.5,200,75,False,256,3673,6398,,1.7419
bcspwr10,5300,21842,8,0.01,17,drift,0.5,200,100,False,256,3632,6348,,1.7478
bcspwr10,5300,21842,8,0.01,17,drift,0.5,200,125,False,256,3717,6595,,1.7743
bcspwr10,5300,21842,8,0.01,17,drift,0.5,200,150,False,256,3647,6396,,1.7538
bcspwr10,5300,21842,8,0.01,17,drift,0.5,200,175,False,256,3628,6352,,1.7508
bcspwr10,5300,21842,8,0.01,17,drift,0.5,200,199,True,256,3647,6353,3647,1.742
bcspwr10,5300,21842,8,0.01,117,drift,0.5,200,0,False,256,3313,5506,,1.6619
bcspwr10,5300,21842,8,0.01,117,drift,0.5,200,25,False,256,3460,5840,,1.6879
bcspwr10,5300,21842,8,0.01,117,drift,0.5,200,50,False,256,3382,5751,,1.7005
bcspwr10,5300,21842,8,0.01,117,drift,0.5,200,75,False,256,3333,5544,,1.6634
bcspwr10,5300,21842,8,0.01,117,drift,0.5,200,100,False,256,3485,5911,,1.6961
bcspwr10,5300,21842,8,0.01,117,drift,0.5,200,125,False,256,3626,6328,,1.7452
bcspwr10,5300,21842,8,0.01,117,drift,0.5,200,150,False,256,3534,6196,,1.7533
bcspwr10,5300,21842,8,0.01,117,drift,0.5,200,175,False,256,3507,6093,,1.7374
bcspwr10,5300,21842,8,0.01,117,drift,0.5,200,199,True,256,3604,6247,3604,1.7334
bcspwr10,5300,21842,8,0.01,217,drift,0.5,200,0,False,256,3277,5574,,1.7009
bcspwr10,5300,21842,8,0.01,217,drift,0.5,200,25,False,256,3312,5634,,1.7011
bcspwr10,5300,21842,8,0.01,217,drift,0.5,200,50,False,256,3347,5680,,1.697
bcspwr10,5300,21842,8,0.01,217,drift,0.5,200,75,False,256,3357,5710,,1.7009
bcspwr10,5300,21842,8,0.01,217,drift,0.5,200,100,False,256,3448,5850,,1.6966
bcspwr10,5300,21842,8,0.01,217,drift,0.5,200,125,False,256,3456,5806,,1.68
bcspwr10,5300,21842,8,0.01,217,drift,0.5,200,150,False,256,3476,5960,,1.7146
bcspwr10,5300,21842,8,0.01,217,drift,0.5,200,175,False,256,3462,5973,,1.7253
bcspwr10,5300,21842,8,0.01,217,drift,0.5,200,199,True,256,3437,5919,3437,1.7221
bcspwr10,5300,21842,8,0.05,17,drift,0.5,200,0,False,256,3622,6298,,1.7388
bcspwr10,5300,21842,8,0.05,17,drift,0.5,200,25,False,256,3656,6481,,1.7727
bcspwr10,5300,21842,8,0.05,17,drift,0.5,200,50,False,256,3659,6325,,1.7286
bcspwr10,5300,21842,8,0.05,17,drift,0.5,200,75,False,256,3690,6374,,1.7274
bcspwr10,5300,21842,8,0.05,17,drift,0.5,200,100,False,256,3677,6413,,1.7441
bcspwr10,5300,21842,8,0.05,17,drift,0.5,200,125,False,256,3696,6558,,1.7744
bcspwr10,5300,21842,8,0.05,17,drift,0.5,200,150,False,256,3652,6350,,1.7388
bcspwr10,5300,21842,8,0.05,17,drift,0.5,200,175,False,256,3806,6841,,1.7974
bcspwr10,5300,21842,8,0.05,17,drift,0.5,200,199,True,256,3752,6696,3752,1.7846
bcspwr10,5300,21842,8,0.05,117,drift,0.5,200,0,False,256,3313,5506,,1.6619
bcspwr10,5300,21842,8,0.05,117,drift,0.5,200,25,False,256,3576,6225,,1.7408
bcspwr10,5300,21842,8,0.05,117,drift,0.5,200,50,False,256,3651,6360,,1.742
bcspwr10,5300,21842,8,0.05,117,drift,0.5,200,75,False,256,3661,6476,,1.7689
bcspwr10,5300,21842,8,0.05,117,drift,0.5,200,100,False,256,3654,6342,,1.7356
bcspwr10,5300,21842,8,0.05,117,drift,0.5,200,125,False,256,3748,6540,,1.7449
bcspwr10,5300,21842,8,0.05,117,drift,0.5,200,150,False,256,3756,6528,,1.738
bcspwr10,5300,21842,8,0.05,117,drift,0.5,200,175,False,256,3668,6429,,1.7527
bcspwr10,5300,21842,8,0.05,117,drift,0.5,200,199,True,256,3851,6530,3851,1.6957
bcspwr10,5300,21842,8,0.05,217,drift,0.5,200,0,False,256,3277,5574,,1.7009
bcspwr10,5300,21842,8,0.05,217,drift,0.5,200,25,False,256,3441,5938,,1.7257
bcspwr10,5300,21842,8,0.05,217,drift,0.5,200,50,False,256,3501,6051,,1.7284
bcspwr10,5300,21842,8,0.05,217,drift,0.5,200,75,False,256,3465,5901,,1.703
bcspwr10,5300,21842,8,0.05,217,drift,0.5,200,100,False,256,3484,5899,,1.6932
bcspwr10,5300,21842,8,0.05,217,drift,0.5,200,125,False,256,3372,5626,,1.6684
bcspwr10,5300,21842,8,0.05,217,drift,0.5,200,150,False,256,3615,6148,,1.7007
bcspwr10,5300,21842,8,0.05,217,drift,0.5,200,175,False,256,3710,6472,,1.7445
bcspwr10,5300,21842,8,0.05,217,drift,0.5,200,199,True,256,3784,6691,3784,1.7682
bcspwr10,5300,21842,8,0.25,17,drift,0.5,200,0,False,256,3622,6298,,1.7388
bcspwr10,5300,21842,8,0.25,17,drift,0.5,200,25,False,256,3629,6244,,1.7206
bcspwr10,5300,21842,8,0.25,17,drift,0.5,200,50,False,256,3657,6479,,1.7717
bcspwr10,5300,21842,8,0.25,17,drift,0.5,200,75,False,256,3830,6531,,1.7052
bcspwr10,5300,21842,8,0.25,17,drift,0.5,200,100,False,256,3850,6858,,1.7813
bcspwr10,5300,21842,8,0.25,17,drift,0.5,200,125,False,256,3866,6945,,1.7964
bcspwr10,5300,21842,8,0.25,17,drift,0.5,200,150,False,256,3899,7064,,1.8117
bcspwr10,5300,21842,8,0.25,17,drift,0.5,200,175,False,256,3774,6809,,1.8042
bcspwr10,5300,21842,8,0.25,17,drift,0.5,200,199,True,256,3786,6678,3786,1.7639
bcspwr10,5300,21842,8,0.25,117,drift,0.5,200,0,False,256,3313,5506,,1.6619
bcspwr10,5300,21842,8,0.25,117,drift,0.5,200,25,False,256,3642,6391,,1.7548
bcspwr10,5300,21842,8,0.25,117,drift,0.5,200,50,False,256,3739,6609,,1.7676
bcspwr10,5300,21842,8,0.25,117,drift,0.5,200,75,False,256,3779,6732,,1.7814
bcspwr10,5300,21842,8,0.25,117,drift,0.5,200,100,False,256,3813,6655,,1.7453
bcspwr10,5300,21842,8,0.25,117,drift,0.5,200,125,False,256,3822,6633,,1.7355
bcspwr10,5300,21842,8,0.25,117,drift,0.5,200,150,False,256,3879,7075,,1.8239
bcspwr10,5300,21842,8,0.25,117,drift,0.5,200,175,False,256,3789,6854,,1.8089
bcspwr10,5300,21842,8,0.25,117,drift,0.5,200,199,True,256,3719,6657,3719,1.79
bcspwr10,5300,21842,8,0.25,217,drift,0.5,200,0,False,256,3277,5574,,1.7009
bcspwr10,5300,21842,8,0.25,217,drift,0.5,200,25,False,256,3464,5876,,1.6963
bcspwr10,5300,21842,8,0.25,217,drift,0.5,200,50,False,256,3400,5769,,1.6968
bcspwr10,5300,21842,8,0.25,217,drift,0.5,200,75,False,256,3534,6151,,1.7405
bcspwr10,5300,21842,8,0.25,217,drift,0.5,200,100,False,256,3675,6259,,1.7031
bcspwr10,5300,21842,8,0.25,217,drift,0.5,200,125,False,256,3549,6233,,1.7563
bcspwr10,5300,21842,8,0.25,217,drift,0.5,200,150,False,256,3653,6493,,1.7774
bcspwr10,5300,21842,8,0.25,217,drift,0.5,200,175,False,256,3810,6770,,1.7769
bcspwr10,5300,21842,8,0.25,217,drift,0.5,200,199,True,256,3762,6630,3762,1.7624
bcspwr10,5300,21842,8,0.002,17,jump,0.5,200,0,False,256,3622,6298,,1.7388
bcspwr10,5300,21842,8,0.002,17,jump,0.5,200,25,False,256,3705,6329,,1.7082
bcspwr10,5300,21842,8,0.002,17,jump,0.5,200,50,False,256,3785,6486,,1.7136
bcspwr10,5300,21842,8,0.002,17,jump,0.5,200,75,False,256,3814,6607,,1.7323
bcspwr10,5300,21842,8,0.002,17,jump,0.5,200,100,False,256,3809,6621,,1.7383
bcspwr10,5300,21842,8,0.002,17,jump,0.5,200,125,False,256,3834,6656,,1.736
bcspwr10,5300,21842,8,0.002,17,jump,0.5,200,150,False,256,3882,6861,,1.7674
bcspwr10,5300,21842,8,0.002,17,jump,0.5,200,175,False,256,3894,6854,,1.7601
bcspwr10,5300,21842,8,0.002,17,jump,0.5,200,199,True,256,3926,6865,3926,1.7486
bcspwr10,5300,21842,8,0.002,117,jump,0.5,200,0,False,256,3313,5506,,1.6619
bcspwr10,5300,21842,8,0.002,117,jump,0.5,200,25,False,256,3404,5650,,1.6598
bcspwr10,5300,21842,8,0.002,117,jump,0.5,200,50,False,256,3519,5894,,1.6749
bcspwr10,5300,21842,8,0.002,117,jump,0.5,200,75,False,256,3579,5926,,1.6558
bcspwr10,5300,21842,8,0.002,117,jump,0.5,200,100,False,256,3629,5970,,1.6451
bcspwr10,5300,21842,8,0.002,117,jump,0.5,200,125,False,256,3719,6264,,1.6843
bcspwr10,5300,21842,8,0.002,117,jump,0.5,200,150,False,256,3778,6351,,1.681
bcspwr10,5300,21842,8,0.002,117,jump,0.5,200,175,False,256,3860,6442,,1.6689
bcspwr10,5300,21842,8,0.002,117,jump,0.5,200,199,True,256,3915,6591,3915,1.6835
bcspwr10,5300,21842,8,0.002,217,jump,0.5,200,0,False,256,3277,5574,,1.7009
bcspwr10,5300,21842,8,0.002,217,jump,0.5,200,25,False,256,3373,5710,,1.6929
bcspwr10,5300,21842,8,0.002,217,jump,0.5,200,50,False,256,3468,5871,,1.6929
bcspwr10,5300,21842,8,0.002,217,jump,0.5,200,75,False,256,3590,6180,,1.7214
bcspwr10,5300,21842,8,0.002,217,jump,0.5,200,100,False,256,3610,6040,,1.6731
bcspwr10,5300,21842,8,0.002,217,jump,0.5,200,125,False,256,3622,6129,,1.6922
bcspwr10,5300,21842,8,0.002,217,jump,0.5,200,150,False,256,3742,6303,,1.6844
bcspwr10,5300,21842,8,0.002,217,jump,0.5,200,175,False,256,3845,6496,,1.6895
bcspwr10,5300,21842,8,0.002,217,jump,0.5,200,199,True,256,3882,6560,3882,1.6899
bcspwr10,5300,21842,8,0.01,17,jump,0.5,200,0,False,256,3622,6298,,1.7388
bcspwr10,5300,21842,8,0.01,17,jump,0.5,200,25,False,256,3830,6596,,1.7222
bcspwr10,5300,21842,8,0.01,17,jump,0.5,200,50,False,256,3940,6644,,1.6863
bcspwr10,5300,21842,8,0.01,17,jump,0.5,200,75,False,256,3936,6584,,1.6728
bcspwr10,5300,21842,8,0.01,17,jump,0.5,200,100,False,256,4014,6955,,1.7327
bcspwr10,5300,21842,8,0.01,17,jump,0.5,200,125,False,256,4014,6915,,1.7227
bcspwr10,5300,21842,8,0.01,17,jump,0.5,200,150,False,256,4016,6854,,1.7067
bcspwr10,5300,21842,8,0.01,17,jump,0.5,200,175,False,256,4074,7055,,1.7317
bcspwr10,5300,21842,8,0.01,17,jump,0.5,200,199,True,256,4106,7147,4106,1.7406
bcspwr10,5300,21842,8,0.01,117,jump,0.5,200,0,False,256,3313,5506,,1.6619
bcspwr10,5300,21842,8,0.01,117,jump,0.5,200,25,False,256,3728,6138,,1.6465
bcspwr10,5300,21842,8,0.01,117,jump,0.5,200,50,False,256,3825,6358,,1.6622
bcspwr10,5300,21842,8,0.01,117,jump,0.5,200,75,False,256,3864,6394,,1.6548
bcspwr10,5300,21842,8,0.01,117,jump,0.5,200,100,False,256,4014,6707,,1.6709
bcspwr10,5300,21842,8,0.01,117,jump,0.5,200,125,False,256,4024,6761,,1.6802
bcspwr10,5300,21842,8,0.01,117,jump,0.5,200,150,False,256,4142,7119,,1.7187
bcspwr10,5300,21842,8,0.01,117,jump,0.5,200,175,False,256,4096,6983,,1.7048
bcspwr10,5300,21842,8,0.01,117,jump,0.5,200,199,True,256,4115,7014,4115,1.7045
bcspwr10,5300,21842,8,0.01,217,jump,0.5,200,0,False,256,3277,5574,,1.7009
bcspwr10,5300,21842,8,0.01,217,jump,0.5,200,25,False,256,3563,6058,,1.7003
bcspwr10,5300,21842,8,0.01,217,jump,0.5,200,50,False,256,3857,6617,,1.7156
bcspwr10,5300,21842,8,0.01,217,jump,0.5,200,75,False,256,3873,6480,,1.6731
bcspwr10,5300,21842,8,0.01,217,jump,0.5,200,100,False,256,3904,6523,,1.6709
bcspwr10,5300,21842,8,0.01,217,jump,0.5,200,125,False,256,4052,6877,,1.6972
bcspwr10,5300,21842,8,0.01,217,jump,0.5,200,150,False,256,4026,6933,,1.7221
bcspwr10,5300,21842,8,0.01,217,jump,0.5,200,175,False,256,4033,6829,,1.6933
bcspwr10,5300,21842,8,0.01,217,jump,0.5,200,199,True,256,4057,6851,4057,1.6887
bcspwr10,5300,21842,8,0.05,17,jump,0.5,200,0,False,256,3622,6298,,1.7388
bcspwr10,5300,21842,8,0.05,17,jump,0.5,200,25,False,256,4094,7050,,1.722
bcspwr10,5300,21842,8,0.05,17,jump,0.5,200,50,False,256,3915,6401,,1.635
bcspwr10,5300,21842,8,0.05,17,jump,0.5,200,75,False,256,3879,6519,,1.6806
bcspwr10,5300,21842,8,0.05,17,jump,0.5,200,100,False,256,4047,6725,,1.6617
bcspwr10,5300,21842,8,0.05,17,jump,0.5,200,125,False,256,4121,7003,,1.6993
bcspwr10,5300,21842,8,0.05,17,jump,0.5,200,150,False,256,4003,6578,,1.6433
bcspwr10,5300,21842,8,0.05,17,jump,0.5,200,175,False,256,3985,6655,,1.67
bcspwr10,5300,21842,8,0.05,17,jump,0.5,200,199,True,256,4007,6711,4007,1.6748
bcspwr10,5300,21842,8,0.05,117,jump,0.5,200,0,False,256,3313,5506,,1.6619
bcspwr10,5300,21842,8,0.05,117,jump,0.5,200,25,False,256,3943,6692,,1.6972
bcspwr10,5300,21842,8,0.05,117,jump,0.5,200,50,False,256,3917,6564,,1.6758
bcspwr10,5300,21842,8,0.05,117,jump,0.5,200,75,False,256,4058,6847,,1.6873
bcspwr10,5300,21842,8,0.05,117,jump,0.5,200,100,False,256,3985,6508,,1.6331
bcspwr10,5300,21842,8,0.05,117,jump,0.5,200,125,False,256,3943,6545,,1.6599
bcspwr10,5300,21842,8,0.05,117,jump,0.5,200,150,False,256,3970,6659,,1.6773
bcspwr10,5300,21842,8,0.05,117,jump,0.5,200,175,False,256,4024,6606,,1.6417
bcspwr10,5300,21842,8,0.05,117,jump,0.5,200,199,True,256,4074,6876,4074,1.6878
bcspwr10,5300,21842,8,0.05,217,jump,0.5,200,0,False,256,3277,5574,,1.7009
bcspwr10,5300,21842,8,0.05,217,jump,0.5,200,25,False,256,3882,6511,,1.6772
bcspwr10,5300,21842,8,0.05,217,jump,0.5,200,50,False,256,4094,6881,,1.6808
bcspwr10,5300,21842,8,0.05,217,jump,0.5,200,75,False,256,4123,6956,,1.6871
bcspwr10,5300,21842,8,0.05,217,jump,0.5,200,100,False,256,4070,6887,,1.6921
bcspwr10,5300,21842,8,0.05,217,jump,0.5,200,125,False,256,4061,6896,,1.6981
bcspwr10,5300,21842,8,0.05,217,jump,0.5,200,150,False,256,4054,6766,,1.669
bcspwr10,5300,21842,8,0.05,217,jump,0.5,200,175,False,256,4091,6888,,1.6837
bcspwr10,5300,21842,8,0.05,217,jump,0.5,200,199,True,256,3985,6625,3985,1.6625
bcspwr10,5300,21842,8,0.25,17,jump,0.5,200,0,False,256,3622,6298,,1.7388
bcspwr10,5300,21842,8,0.25,17,jump,0.5,200,25,False,256,4114,6725,,1.6347
bcspwr10,5300,21842,8,0.25,17,jump,0.5,200,50,False,256,4089,7119,,1.741
bcspwr10,5300,21842,8,0.25,17,jump,0.5,200,75,False,256,4088,6855,,1.6769
bcspwr10,5300,21842,8,0.25,17,jump,0.5,200,100,False,256,4054,6828,,1.6843
bcspwr10,5300,21842,8,0.25,17,jump,0.5,200,125,False,256,4034,6910,,1.7129
bcspwr10,5300,21842,8,0.25,17,jump,0.5,200,150,False,256,4116,6924,,1.6822
bcspwr10,5300,21842,8,0.25,17,jump,0.5,200,175,False,256,3983,6638,,1.6666
bcspwr10,5300,21842,8,0.25,17,jump,0.5,200,199,True,256,4079,6880,4079,1.6867
bcspwr10,5300,21842,8,0.25,117,jump,0.5,200,0,False,256,3313,5506,,1.6619
bcspwr10,5300,21842,8,0.25,117,jump,0.5,200,25,False,256,4030,6767,,1.6792
bcspwr10,5300,21842,8,0.25,117,jump,0.5,200,50,False,256,4087,6802,,1.6643
bcspwr10,5300,21842,8,0.25,117,jump,0.5,200,75,False,256,4043,6742,,1.6676
bcspwr10,5300,21842,8,0.25,117,jump,0.5,200,100,False,256,4057,6909,,1.703
bcspwr10,5300,21842,8,0.25,117,jump,0.5,200,125,False,256,3996,6557,,1.6409
bcspwr10,5300,21842,8,0.25,117,jump,0.5,200,150,False,256,4048,6642,,1.6408
bcspwr10,5300,21842,8,0.25,117,jump,0.5,200,175,False,256,4065,6810,,1.6753
bcspwr10,5300,21842,8,0.25,117,jump,0.5,200,199,True,256,4090,7057,4090,1.7254
bcspwr10,5300,21842,8,0.25,217,jump,0.5,200,0,False,256,3277,5574,,1.7009
bcspwr10,5300,21842,8,0.25,217,jump,0.5,200,25,False,256,4130,7119,,1.7237
bcspwr10,5300,21842,8,0.25,217,jump,0.5,200,50,False,256,4084,6906,,1.691
bcspwr10,5300,21842,8,0.25,217,jump,0.5,200,75,False,256,4149,7146,,1.7223
bcspwr10,5300,21842,8,0.25,217,jump,0.5,200,100,False,256,4141,7048,,1.702
bcspwr10,5300,21842,8,0.25,217,jump,0.5,200,125,False,256,4008,6642,,1.6572
bcspwr10,5300,21842,8,0.25,217,jump,0.5,200,150,False,256,4091,7025,,1.7172
bcspwr10,5300,21842,8,0.25,217,jump,0.5,200,175,False,256,4055,6905,,1.7028
bcspwr10,5300,21842,8,0.25,217,jump,0.5,200,199,True,256,4135,7018,4135,1.6972
ct20stif,52329,2600295,8,0.002,17,drift,0.5,200,0,False,256,1371,5557,,4.0532
ct20stif,52329,2600295,8,0.002,17,drift,0.5,200,25,False,256,1651,6480,,3.9249
ct20stif,52329,2600295,8,0.002,17,drift,0.5,200,50,False,256,1737,6748,,3.8849
ct20stif,52329,2600295,8,0.002,17,drift,0.5,200,75,False,256,1737,6724,,3.871
ct20stif,52329,2600295,8,0.002,17,drift,0.5,200,100,False,256,1815,7160,,3.9449
ct20stif,52329,2600295,8,0.002,17,drift,0.5,200,125,False,256,1883,7450,,3.9565
ct20stif,52329,2600295,8,0.002,17,drift,0.5,200,150,False,256,1896,7167,,3.7801
ct20stif,52329,2600295,8,0.002,17,drift,0.5,200,175,False,256,1920,7313,,3.8089
ct20stif,52329,2600295,8,0.002,17,drift,0.5,200,199,True,256,1892,7058,1892,3.7304
ct20stif,52329,2600295,8,0.002,117,drift,0.5,200,0,False,256,1146,4766,,4.1588
ct20stif,52329,2600295,8,0.002,117,drift,0.5,200,25,False,256,1276,5366,,4.2053
ct20stif,52329,2600295,8,0.002,117,drift,0.5,200,50,False,256,1329,5532,,4.1625
ct20stif,52329,2600295,8,0.002,117,drift,0.5,200,75,False,256,1471,6076,,4.1305
ct20stif,52329,2600295,8,0.002,117,drift,0.5,200,100,False,256,1493,6100,,4.0857
ct20stif,52329,2600295,8,0.002,117,drift,0.5,200,125,False,256,1527,6477,,4.2417
ct20stif,52329,2600295,8,0.002,117,drift,0.5,200,150,False,256,1533,6399,,4.1742
ct20stif,52329,2600295,8,0.002,117,drift,0.5,200,175,False,256,1562,6451,,4.13
ct20stif,52329,2600295,8,0.002,117,drift,0.5,200,199,True,256,1614,6588,1614,4.0818
ct20stif,52329,2600295,8,0.002,217,drift,0.5,200,0,False,256,1513,6109,,4.0377
ct20stif,52329,2600295,8,0.002,217,drift,0.5,200,25,False,256,1737,6692,,3.8526
ct20stif,52329,2600295,8,0.002,217,drift,0.5,200,50,False,256,1837,7240,,3.9412
ct20stif,52329,2600295,8,0.002,217,drift,0.5,200,75,False,256,1841,7505,,4.0766
ct20stif,52329,2600295,8,0.002,217,drift,0.5,200,100,False,256,1912,7892,,4.1276
ct20stif,52329,2600295,8,0.002,217,drift,0.5,200,125,False,256,1998,8076,,4.042
ct20stif,52329,2600295,8,0.002,217,drift,0.5,200,150,False,256,2037,8478,,4.162
ct20stif,52329,2600295,8,0.002,217,drift,0.5,200,175,False,256,2139,8622,,4.0309
ct20stif,52329,2600295,8,0.002,217,drift,0.5,200,199,True,256,2206,8594,2206,3.8957
ct20stif,52329,2600295,8,0.01,17,drift,0.5,200,0,False,256,1371,5557,,4.0532
ct20stif,52329,2600295,8,0.01,17,drift,0.5,200,25,False,256,1485,6430,,4.33
ct20stif,52329,2600295,8,0.01,17,drift,0.5,200,50,False,256,1675,7157,,4.2728
ct20stif,52329,2600295,8,0.01,17,drift,0.5,200,75,False,256,1785,7557,,4.2336
ct20stif,52329,2600295,8,0.01,17,drift,0.5,200,100,False,256,1864,7524,,4.0365
ct20stif,52329,2600295,8,0.01,17,drift,0.5,200,125,False,256,2046,7710,,3.7683
ct20stif,52329,2600295,8,0.01,17,drift,0.5,200,150,False,256,2070,8082,,3.9043
ct20stif,52329,2600295,8,0.01,17,drift,0.5,200,175,False,256,2096,8474,,4.0429
ct20stif,52329,2600295,8,0.01,17,drift,0.5,200,199,True,256,2089,8373,2089,4.0081
ct20stif,52329,2600295,8,0.01,117,drift,0.5,200,0,False,256,1146,4766,,4.1588
ct20stif,52329,2600295,8,0.01,117,drift,0.5,200,25,False,256,1292,5477,,4.2392
ct20stif,52329,2600295,8,0.01,117,drift,0.5,200,50,False,256,1534,6543,,4.2653
ct20stif,52329,2600295,8,0.01,117,drift,0.5,200,75,False,256,1427,6679,,4.6804
ct20stif,52329,2600295,8,0.01,117,drift,0.5,200,100,False,256,1708,7242,,4.24
ct20stif,52329,2600295,8,0.01,117,drift,0.5,200,125,False,256,1804,7730,,4.2849
ct20stif,52329,2600295,8,0.01,117,drift,0.5,200,150,False,256,2119,8303,,3.9184
ct20stif,52329,2600295,8,0.01,117,drift,0.5,200,175,False,256,2056,7902,,3.8434
ct20stif,52329,2600295,8,0.01,117,drift,0.5,200,199,True,256,2137,8012,2137,3.7492
ct20stif,52329,2600295,8,0.01,217,drift,0.5,200,0,False,256,1513,6109,,4.0377
ct20stif,52329,2600295,8,0.01,217,drift,0.5,200,25,False,256,1853,7741,,4.1775
ct20stif,52329,2600295,8,0.01,217,drift,0.5,200,50,False,256,1882,7756,,4.1211
ct20stif,52329,2600295,8,0.01,217,drift,0.5,200,75,False,256,1852,7839,,4.2327
ct20stif,52329,2600295,8,0.01,217,drift,0.5,200,100,False,256,2039,8655,,4.2447
ct20stif,52329,2600295,8,0.01,217,drift,0.5,200,125,False,256,2217,8910,,4.0189
ct20stif,52329,2600295,8,0.01,217,drift,0.5,200,150,False,256,2192,9002,,4.1068
ct20stif,52329,2600295,8,0.01,217,drift,0.5,200,175,False,256,2297,8831,,3.8446
ct20stif,52329,2600295,8,0.01,217,drift,0.5,200,199,True,256,2584,9121,2584,3.5298
ct20stif,52329,2600295,8,0.05,17,drift,0.5,200,0,False,256,1371,5557,,4.0532
ct20stif,52329,2600295,8,0.05,17,drift,0.5,200,25,False,256,1760,8075,,4.5881
ct20stif,52329,2600295,8,0.05,17,drift,0.5,200,50,False,256,1951,8359,,4.2845
ct20stif,52329,2600295,8,0.05,17,drift,0.5,200,75,False,256,2248,8578,,3.8158
ct20stif,52329,2600295,8,0.05,17,drift,0.5,200,100,False,256,2270,8769,,3.863
ct20stif,52329,2600295,8,0.05,17,drift,0.5,200,125,False,256,2040,8091,,3.9662
ct20stif,52329,2600295,8,0.05,17,drift,0.5,200,150,False,256,2382,8542,,3.5861
ct20stif,52329,2600295,8,0.05,17,drift,0.5,200,175,False,256,2798,9715,,3.4721
ct20stif,52329,2600295,8,0.05,17,drift,0.5,200,199,True,256,2835,8933,2835,3.151
ct20stif,52329,2600295,8,0.05,117,drift,0.5,200,0,False,256,1146,4766,,4.1588
ct20stif,52329,2600295,8,0.05,117,drift,0.5,200,25,False,256,1617,6545,,4.0476
ct20stif,52329,2600295,8,0.05,117,drift,0.5,200,50,False,256,2044,7316,,3.5793
ct20stif,52329,2600295,8,0.05,117,drift,0.5,200,75,False,256,2324,8874,,3.8184
ct20stif,52329,2600295,8,0.05,117,drift,0.5,200,100,False,256,2377,8273,,3.4804
ct20stif,52329,2600295,8,0.05,117,drift,0.5,200,125,False,256,2512,8509,,3.3873
ct20stif,52329,2600295,8,0.05,117,drift,0.5,200,150,False,256,2597,8978,,3.4571
ct20stif,52329,2600295,8,0.05,117,drift,0.5,200,175,False,256,2714,8697,,3.2045
ct20stif,52329,2600295,8,0.05,117,drift,0.5,200,199,True,256,2972,8923,2972,3.0024
ct20stif,52329,2600295,8,0.05,217,drift,0.5,200,0,False,256,1513,6109,,4.0377
ct20stif,52329,2600295,8,0.05,217,drift,0.5,200,25,False,256,1697,8167,,4.8126
ct20stif,52329,2600295,8,0.05,217,drift,0.5,200,50,False,256,2033,8617,,4.2386
ct20stif,52329,2600295,8,0.05,217,drift,0.5,200,75,False,256,2057,8426,,4.0963
ct20stif,52329,2600295,8,0.05,217,drift,0.5,200,100,False,256,2278,9091,,3.9908
ct20stif,52329,2600295,8,0.05,217,drift,0.5,200,125,False,256,3161,10814,,3.4211
ct20stif,52329,2600295,8,0.05,217,drift,0.5,200,150,False,256,3007,9315,,3.0978
ct20stif,52329,2600295,8,0.05,217,drift,0.5,200,175,False,256,2554,8524,,3.3375
ct20stif,52329,2600295,8,0.05,217,drift,0.5,200,199,True,256,2497,8931,2497,3.5767
ct20stif,52329,2600295,8,0.25,17,drift,0.5,200,0,False,256,1371,5557,,4.0532
ct20stif,52329,2600295,8,0.25,17,drift,0.5,200,25,False,256,3026,9522,,3.1467
ct20stif,52329,2600295,8,0.25,17,drift,0.5,200,50,False,256,2768,8119,,2.9332
ct20stif,52329,2600295,8,0.25,17,drift,0.5,200,75,False,256,2540,7817,,3.0776
ct20stif,52329,2600295,8,0.25,17,drift,0.5,200,100,False,256,3040,9180,,3.0197
ct20stif,52329,2600295,8,0.25,17,drift,0.5,200,125,False,256,3025,10076,,3.3309
ct20stif,52329,2600295,8,0.25,17,drift,0.5,200,150,False,256,2103,8951,,4.2563
ct20stif,52329,2600295,8,0.25,17,drift,0.5,200,175,False,256,2197,8747,,3.9813
ct20stif,52329,2600295,8,0.25,17,drift,0.5,200,199,True,256,3176,9778,3176,3.0787
ct20stif,52329,2600295,8,0.25,117,drift,0.5,200,0,False,256,1146,4766,,4.1588
ct20stif,52329,2600295,8,0.25,117,drift,0.5,200,25,False,256,2635,8431,,3.1996
ct20stif,52329,2600295,8,0.25,117,drift,0.5,200,50,False,256,2654,8379,,3.1571
ct20stif,52329,2600295,8,0.25,117,drift,0.5,200,75,False,256,2244,8043,,3.5842
ct20stif,52329,2600295,8,0.25,117,drift,0.5,200,100,False,256,2365,8324,,3.5197
ct20stif,52329,2600295,8,0.25,117,drift,0.5,200,125,False,256,1687,7130,,4.2264
ct20stif,52329,2600295,8,0.25,117,drift,0.5,200,150,False,256,2338,7959,,3.4042
ct20stif,52329,2600295,8,0.25,117,drift,0.5,200,175,False,256,2478,8603,,3.4718
ct20stif,52329,2600295,8,0.25,117,drift,0.5,200,199,True,256,1905,7638,1905,4.0094
ct20stif,52329,2600295,8,0.25,217,drift,0.5,200,0,False,256,1513,6109,,4.0377
ct20stif,52329,2600295,8,0.25,217,drift,0.5,200,25,False,256,2033,8143,,4.0054
