matrix,N,nnz,B,rho,seed,phase,steps,dirty_cols,always_delta_baseline_ms,always_hst_ms,always_hst_patchable_ms,patchable_vs_per_block,patchable_vs_delta_baseline,oracle3_vs_oracle2,router_ms,router_steady_ms,router_steady_vs_csr,router_steady_vs_oracle,breakeven_steps,oracle_ms,oracle_arm,router_vs_csr,oracle_vs_csr,router_vs_oracle,misroute_cost_if_delta_baseline,misroute_cost_if_hst,maxrelerr,churn_model,patchable_splices,patchable_arena_ratio,rows_patchable,router_arm,router_switches,router_tax_ms,ordering,relabel_seed,relabel_relerr,churn_alpha
bcspwr10,5300,21842,8,0.002,17,False,400,256,0.08316,0.064381,0.087018,0.74,0.956,1.0,0.086618,0.071433,1.164,0.901,326,0.064381,hst,0.96,1.292,0.743,1.292,1.0,1.871280638170483e-16,drift,318,3.896,3616,hst,1,3.823,native,0,0.0,0.5
bcspwr10,5300,21842,8,0.002,17,False,400,256,0.084281,0.070102,0.111339,0.63,0.757,1.0,0.093206,0.077194,1.092,0.908,603,0.070102,hst,0.904,1.202,0.752,1.202,1.0,2.0137369979970807e-16,drift,352,4.218,3970,hst,1,4.272,relabelled,101,2.0223931954121495e-16,0.5
bcspwr10,5300,21842,8,0.002,18,False,400,256,0.08597,0.066866,0.093751,0.713,0.917,1.0,0.089348,0.074124,1.16,0.902,329,0.066866,hst,0.962,1.286,0.748,1.286,1.0,3.513861746800697e-16,drift,332,4.065,3685,hst,1,3.903,native,0,0.0,0.5
bcspwr10,5300,21842,8,0.002,18,False,400,256,0.08689,0.069881,0.108842,0.642,0.798,1.0,0.092679,0.076791,1.132,0.91,422,0.069881,hst,0.938,1.243,0.754,1.243,1.0,1.5711683150371732e-16,drift,349,4.104,3928,hst,1,4.265,relabelled,101,4.690481496030524e-17,0.5
bcspwr10,5300,21842,8,0.002,19,False,400,256,0.083989,0.061341,0.083479,0.735,1.006,1.0,0.083654,0.067948,1.236,0.903,242,0.061341,hst,1.004,1.369,0.733,1.369,1.0,2.258919437555397e-16,drift,300,3.897,3605,hst,1,3.879,native,0,0.0,0.5
bcspwr10,5300,21842,8,0.002,19,False,400,256,0.084925,0.071774,0.109696,0.654,0.774,1.0,0.094949,0.078759,1.078,0.911,726,0.071774,hst,0.894,1.183,0.756,1.183,1.0,1.7612178424677689e-16,drift,357,4.04,3979,hst,1,4.479,relabelled,101,2.388093804857165e-16,0.5
bcspwr10,5300,21842,8,0.002,20,False,400,256,0.082312,0.057722,0.07359,0.784,1.119,1.0,0.079278,0.064788,1.27,0.891,203,0.057722,hst,1.038,1.426,0.728,1.426,1.0,1.5260920413345594e-16,drift,284,4.07,3436,hst,1,3.551,native,0,0.0,0.5
bcspwr10,5300,21842,8,0.002,20,False,400,256,0.084041,0.07236,0.107581,0.673,0.781,1.0,0.095858,0.080213,1.048,0.902,1162,0.07236,hst,0.877,1.161,0.755,1.161,1.0,1.1217787160679448e-16,drift,358,3.967,3940,hst,1,4.45,relabelled,101,1.6661188518380717e-16,0.5
bcspwr10,5300,21842,8,0.002,21,False,400,256,0.078563,0.064356,0.084309,0.763,0.932,1.0,0.08498,0.070196,1.119,0.917,462,0.064356,hst,0.924,1.221,0.757,1.221,1.0,3.1586084160755566e-16,drift,311,4.088,3607,hst,1,3.867,native,0,0.0,0.5
bcspwr10,5300,21842,8,0.002,21,False,400,256,0.080875,0.073254,0.106481,0.688,0.76,1.0,0.095886,0.080537,1.004,0.91,12814,0.073254,hst,0.843,1.104,0.764,1.104,1.0,1.5144730734856298e-16,drift,358,4.147,4014,hst,1,4.329,relabelled,101,9.992226945005398e-17,0.5
bcspwr10,5300,21842,8,0.01,17,False,400,256,0.088287,0.07327,0.127343,0.575,0.693,1.0,0.099453,0.084346,1.047,0.869,1055,0.07327,hst,0.888,1.205,0.737,1.205,1.0,1.871280638170483e-16,drift,396,4.405,3614,hst,1,4.158,native,0,0.0,0.5
bcspwr10,5300,21842,8,0.01,17,False,400,256,0.089615,0.077463,0.154284,0.502,0.581,1.0,0.100539,0.084833,1.056,0.913,950,0.077463,hst,0.891,1.157,0.77,1.157,1.0,2.0137369979970807e-16,drift,399,4.751,4051,hst,1,4.545,relabelled,101,2.0223931954121495e-16,0.5
bcspwr10,5300,21842,8,0.01,18,False,400,256,0.090902,0.075051,0.133432,0.562,0.681,1.0,0.099139,0.083261,1.092,0.901,576,0.075051,hst,0.917,1.211,0.757,1.211,1.0,3.513861746800697e-16,drift,398,4.352,3675,hst,1,4.404,native,0,0.0,0.5
bcspwr10,5300,21842,8,0.01,18,False,400,256,0.092081,0.077297,0.154928,0.499,0.594,1.0,0.10101,0.084891,1.085,0.911,634,0.077297,hst,0.912,1.191,0.765,1.191,1.0,1.5711683150371732e-16,drift,399,4.676,3957,hst,1,4.562,relabelled,101,4.690481496030524e-17,0.5
bcspwr10,5300,21842,8,0.01,19,False,400,256,0.087653,0.072177,0.123335,0.585,0.711,1.0,0.095296,0.079723,1.099,0.905,530,0.072177,hst,0.92,1.214,0.757,1.214,1.0,2.258919437555397e-16,drift,394,3.721,3603,hst,1,4.206,native,0,0.0,0.5
bcspwr10,5300,21842,8,0.01,19,False,400,256,0.088886,0.078324,0.152999,0.512,0.581,1.0,0.102261,0.086196,1.031,0.909,1714,0.078324,hst,0.869,1.135,0.766,1.135,1.0,1.7612178424677689e-16,drift,398,4.608,3939,hst,1,4.61,relabelled,101,2.388093804857165e-16,0.5
bcspwr10,5300,21842,8,0.01,20,False,400,256,0.088453,0.072972,0.124417,0.587,0.711,1.0,0.09615,0.08127,1.088,0.898,562,0.072972,hst,0.92,1.212,0.759,1.212,1.0,1.5260920413345594e-16,drift,396,4.565,3681,hst,1,4.038,native,0,0.0,0.5
bcspwr10,5300,21842,8,0.01,20,False,400,256,0.090641,0.078269,0.151865,0.515,0.597,1.0,0.109872,0.094696,0.957,0.827,,0.078269,hst,0.825,1.158,0.712,1.158,1.0,1.1217787160679448e-16,drift,399,4.436,4018,delta_baseline,0,4.574,relabelled,101,1.6661188518380717e-16,0.5
bcspwr10,5300,21842,8,0.01,21,False,400,256,0.082385,0.072872,0.1237,0.589,0.666,1.0,0.095068,0.080134,1.028,0.909,1831,0.072872,hst,0.867,1.131,0.767,1.131,1.0,3.1586084160755566e-16,drift,393,5.058,3594,hst,1,4.121,native,0,0.0,0.5
bcspwr10,5300,21842,8,0.01,21,False,400,256,0.084911,0.078051,0.148468,0.526,0.572,1.0,0.104716,0.08946,0.949,0.872,,0.078051,hst,0.811,1.088,0.745,1.088,1.0,1.5144730734856298e-16,drift,398,4.84,3957,delta_baseline,0,4.539,relabelled,101,9.992226945005398e-17,0.5
bcspwr10,5300,21842,8,0.05,17,False,400,256,0.097168,0.080906,0.210514,0.384,0.462,1.0,0.104693,0.088864,1.093,0.91,531,0.080906,hst,0.928,1.201,0.773,1.201,1.0,1.871280638170483e-16,drift,399,5.042,3769,hst,1,4.409,native,0,0.0,0.5
bcspwr10,5300,21842,8,0.05,17,False,400,256,0.098218,0.083123,0.239359,0.347,0.41,1.0,0.107322,0.091129,1.078,0.912,663,0.083123,hst,0.915,1.182,0.775,1.182,1.0,2.0137369979970807e-16,drift,399,6.13,3993,hst,1,4.697,relabelled,101,2.0223931954121495e-16,0.5
bcspwr10,5300,21842,8,0.05,18,False,400,256,0.096685,0.082376,0.215736,0.382,0.448,1.0,0.105799,0.090119,1.073,0.914,688,0.082376,hst,0.914,1.174,0.779,1.174,1.0,3.513861746800697e-16,drift,399,4.702,3793,hst,1,4.514,native,0,0.0,0.5
bcspwr10,5300,21842,8,0.05,18,False,400,256,0.098163,0.083302,0.236536,0.352,0.415,1.0,0.108071,0.092087,1.066,0.905,766,0.083302,hst,0.908,1.178,0.771,1.178,1.0,1.5711683150371732e-16,drift,399,5.94,4040,hst,1,4.652,relabelled,101,4.690481496030524e-17,0.5
bcspwr10,5300,21842,8,0.05,19,False,400,256,0.094406,0.081326,0.209089,0.389,0.452,1.0,0.114035,0.099162,0.952,0.82,,0.081326,hst,0.828,1.161,0.713,1.161,1.0,2.258919437555397e-16,drift,399,4.296,3859,hst,1,4.466,native,0,0.0,0.5
bcspwr10,5300,21842,8,0.05,19,False,400,256,0.100181,0.08364,0.23655,0.354,0.424,1.0,0.108016,0.091835,1.091,0.911,563,0.08364,hst,0.927,1.198,0.774,1.198,1.0,1.7612178424677689e-16,drift,399,1.232,4000,hst,1,4.699,relabelled,101,2.388093804857165e-16,0.5
bcspwr10,5300,21842,8,0.05,20,False,400,256,0.094939,0.082158,0.208904,0.393,0.454,1.0,0.103917,0.089171,1.065,0.921,736,0.082158,hst,0.914,1.156,0.791,1.156,1.0,1.5260920413345594e-16,drift,399,4.68,3796,hst,1,4.246,native,0,0.0,0.5
bcspwr10,5300,21842,8,0.05,20,False,400,256,0.096425,0.08295,0.235824,0.352,0.409,1.0,0.107999,0.092157,1.046,0.9,1088,0.08295,hst,0.893,1.162,0.768,1.162,1.0,1.1217787160679448e-16,drift,399,5.82,4060,hst,1,4.645,relabelled,101,1.6661188518380717e-16,0.5
bcspwr10,5300,21842,8,0.05,21,False,400,256,0.090254,0.082662,0.212129,0.39,0.425,1.0,0.104719,0.089789,1.005,0.921,9574,0.082662,hst,0.862,1.092,0.789,1.092,1.0,3.1586084160755566e-16,drift,399,6.014,3826,hst,1,4.449,native,0,0.0,0.5
bcspwr10,5300,21842,8,0.05,21,False,400,256,0.092138,0.083135,0.232617,0.357,0.396,1.0,0.111922,0.096865,0.951,0.858,,0.083135,hst,0.823,1.108,0.743,1.108,1.0,1.5144730734856298e-16,drift,399,6.318,3933,delta_baseline,0,4.613,relabelled,101,9.992226945005398e-17,0.5
bcspwr10,5300,21842,8,0.25,17,False,400,256,0.099422,0.088477,0.461473,0.192,0.215,1.0,0.112479,0.097416,1.021,0.908,2260,0.088477,hst,0.884,1.124,0.787,1.124,1.0,1.871280638170483e-16,drift,399,5.326,3593,hst,1,4.534,native,0,0.0,0.5
bcspwr10,5300,21842,8,0.25,17,False,400,256,0.100218,0.089875,0.524502,0.171,0.191,1.0,0.113903,0.097259,1.03,0.924,1638,0.089875,hst,0.88,1.115,0.789,1.115,1.0,2.0137369979970807e-16,drift,399,6.09,4097,hst,1,4.846,relabelled,101,2.0223931954121495e-16,0.5
bcspwr10,5300,21842,8,0.25,18,False,400,256,0.099736,0.088161,0.456808,0.193,0.218,1.0,0.113589,0.097406,1.024,0.905,2017,0.088161,hst,0.878,1.131,0.776,1.131,1.0,3.513861746800697e-16,drift,399,3.954,3852,hst,1,4.699,native,0,0.0,0.5
bcspwr10,5300,21842,8,0.25,18,False,400,256,0.10139,0.089272,0.520352,0.172,0.195,1.0,0.114071,0.097466,1.04,0.916,1246,0.089272,hst,0.889,1.136,0.783,1.136,1.0,1.5711683150371732e-16,drift,399,1.0,4027,hst,1,4.888,relabelled,101,4.690481496030524e-17,0.5
bcspwr10,5300,21842,8,0.25,19,False,400,256,0.095801,0.0868,0.43852,0.198,0.218,1.0,0.110401,0.094795,1.011,0.916,4517,0.0868,hst,0.868,1.104,0.786,1.104,1.0,2.258919437555397e-16,drift,399,2.675,3871,hst,1,4.546,native,0,0.0,0.5
bcspwr10,5300,21842,8,0.25,19,False,400,256,0.097611,0.090741,0.516052,0.176,0.189,1.0,0.113207,0.09716,1.005,0.934,10696,0.090741,hst,0.862,1.076,0.802,1.076,1.0,1.7612178424677689e-16,drift,399,5.403,3950,hst,1,4.828,relabelled,101,2.388093804857165e-16,0.5
bcspwr10,5300,21842,8,0.25,20,False,400,256,0.098675,0.088304,0.450151,0.196,0.219,1.0,0.112957,0.097225,1.015,0.908,3153,0.088304,hst,0.874,1.117,0.782,1.117,1.0,1.5260920413345594e-16,drift,399,3.996,3816,hst,1,4.571,native,0,0.0,0.5
bcspwr10,5300,21842,8,0.25,20,False,400,256,0.100593,0.089284,0.520917,0.171,0.193,1.0,0.114423,0.098302,1.023,0.908,2084,0.089284,hst,0.879,1.127,0.78,1.127,1.0,1.1217787160679448e-16,drift,399,4.828,4071,hst,1,4.776,relabelled,101,1.6661188518380717e-16,0.5
bcspwr10,5300,21842,8,0.25,21,False,400,256,0.096417,0.088377,0.450358,0.196,0.214,1.0,0.111742,0.096241,1.002,0.918,26038,0.088377,hst,0.863,1.091,0.791,1.091,1.0,3.1586084160755566e-16,drift,399,1.681,3686,hst,1,4.577,native,0,0.0,0.5
bcspwr10,5300,21842,8,0.25,21,False,400,256,0.098151,0.090942,0.515855,0.176,0.19,1.0,0.119199,0.103618,0.947,0.878,,0.090942,hst,0.823,1.079,0.763,1.079,1.0,1.5144730734856298e-16,drift,399,5.687,3989,delta_baseline,0,4.873,relabelled,101,9.992226945005398e-17,0.5
scircuit,170998,958936,8,0.0,17,False,400,256,0.016439,0.049304,0.038063,1.295,0.432,1.0,0.019332,0.018631,0.882,0.882,,0.016439,delta_baseline,0.85,1.0,0.85,1.0,2.999,2.6050372849850016e-16,drift,0,1.0,1855,delta_baseline,0,0.0,native,0,0.0,0.5
scircuit,170998,958936,8,0.0,17,False,400,256,0.017272,0.126777,0.106117,1.195,0.163,1.0,0.020231,0.019452,0.888,0.888,,0.017272,delta_baseline,0.854,1.0,0.854,1.0,7.34,3.260394254609656e-16,drift,0,1.0,10275,delta_baseline,0,0.0,relabelled,101,4.4129975916018005e-16,0.5
scircuit,170998,958936,8,0.0,18,False,400,256,0.013838,0.037759,0.028976,1.303,0.478,1.0,0.016812,0.016306,0.849,0.849,,0.013838,delta_baseline,0.823,1.0,0.823,1.0,2.729,2.0386846321125864e-16,drift,0,1.0,774,delta_baseline,0,0.0,native,0,0.0,0.5
scircuit,170998,958936,8,0.0,18,False,400,256,0.014837,0.113365,0.099385,1.141,0.149,1.0,0.017877,0.017325,0.856,0.856,,0.014837,delta_baseline,0.83,1.0,0.83,1.0,7.64,1.2228875361798988e-16,drift,0,1.0,9854,delta_baseline,0,0.0,relabelled,101,1.5510620711849394e-16,0.5
scircuit,170998,958936,8,0.0,19,False,400,256,0.018707,0.071788,0.054997,1.305,0.34,1.0,0.021874,0.021115,0.886,0.886,,0.018707,delta_baseline,0.855,1.0,0.855,1.0,3.838,1.8803246323926756e-16,drift,0,1.0,3169,delta_baseline,0,0.0,native,0,0.0,0.5
scircuit,170998,958936,8,0.0,19,False,400,256,0.020823,0.125123,0.113196,1.105,0.184,1.0,0.024696,0.023666,0.88,0.88,,0.020823,delta_baseline,0.843,1.0,0.843,1.0,6.009,3.667818709521918e-16,drift,0,1.0,10827,delta_baseline,0,0.0,relabelled,101,1.737027312140004e-16,0.5
scircuit,170998,958936,8,0.0,20,False,400,256,0.01396,0.038267,0.029449,1.299,0.474,1.0,0.017777,0.017232,0.81,0.81,,0.01396,delta_baseline,0.785,1.0,0.785,1.0,2.741,2.757259758035496e-16,drift,0,1.0,772,delta_baseline,0,0.0,native,0,0.0,0.5
scircuit,170998,958936,8,0.0,20,False,400,256,0.014657,0.115894,0.100045,1.158,0.147,1.0,0.017756,0.017151,0.855,0.855,,0.014657,delta_baseline,0.825,1.0,0.825,1.0,7.907,1.0110544173661334e-16,drift,0,1.0,9795,delta_baseline,0,0.0,relabelled,101,1.2110699221203131e-16,0.5
scircuit,170998,958936,8,0.0,21,False,400,256,0.02122,0.061268,0.048202,1.271,0.44,1.0,0.023749,0.022886,0.927,0.927,,0.02122,delta_baseline,0.894,1.0,0.894,1.0,2.887,5.194813152189734e-16,drift,0,1.0,3198,delta_baseline,0,0.0,native,0,0.0,0.5
scircuit,170998,958936,8,0.0,21,False,400,256,0.023319,0.124572,0.108387,1.149,0.215,1.0,0.025656,0.024763,0.942,0.942,,0.023319,delta_baseline,0.909,1.0,0.909,1.0,5.342,4.471553416081914e-16,drift,0,1.0,10956,delta_baseline,0,0.0,relabelled,101,3.539511253370318e-16,0.5
scircuit,170998,958936,8,0.002,17,False,400,256,0.169905,0.113798,0.052229,2.179,3.253,2.179,0.157565,0.08171,2.079,1.393,278,0.113798,hst,1.078,1.493,0.722,1.493,1.0,2.6050372849850016e-16,drift,88,2.857,2060,hst,1,24.478,native,0,0.0,0.5
scircuit,170998,958936,8,0.002,17,False,400,256,0.193511,0.241281,0.284131,0.849,0.681,1.0,0.299038,0.210948,0.917,0.917,,0.193511,delta_baseline,0.647,1.0,0.647,1.0,1.247,3.260394254609656e-16,drift,390,8.51,10565,delta_baseline,0,33.72,relabelled,101,4.4129975916018005e-16,0.5
scircuit,170998,958936,8,0.002,18,False,400,256,0.117032,0.046847,0.035442,1.322,3.302,1.322,0.138922,0.060557,1.933,0.774,512,0.046847,hst,0.842,2.498,0.337,2.498,1.0,2.0386846321125864e-16,drift,39,1.85,883,hst,1,28.901,native,0,0.0,0.5
scircuit,170998,958936,8,0.002,18,False,400,256,0.131461,0.181557,0.2695,0.674,0.488,1.0,0.228054,0.145361,0.904,0.904,,0.131461,delta_baseline,0.576,1.0,0.576,1.0,1.381,1.2228875361798988e-16,drift,396,8.664,10112,delta_baseline,0,32.864,relabelled,101,1.5510620711849394e-16,0.5
scircuit,170998,958936,8,0.002,19,False,400,256,0.207709,0.099118,0.088311,1.122,2.352,1.122,0.202118,0.116038,1.79,0.854,331,0.099118,hst,1.028,2.096,0.49,2.096,1.0,1.8803246323926756e-16,drift,179,3.16,3062,hst,1,30.371,native,0,0.0,0.5
scircuit,170998,958936,8,0.002,19,False,400,256,0.242534,0.227129,0.295924,0.768,0.82,1.0,0.299407,0.210705,1.151,1.078,1058,0.227129,hst,0.81,1.068,0.759,1.068,1.0,3.667818709521918e-16,drift,396,1.322,10638,hst,1,33.67,relabelled,101,1.737027312140004e-16,0.5
scircuit,170998,958936,8,0.002,20,False,400,256,0.113184,0.052269,0.038479,1.358,2.941,1.358,0.14098,0.067105,1.687,0.779,621,0.052269,hst,0.803,2.165,0.371,2.165,1.0,2.757259758035496e-16,drift,59,2.158,852,hst,1,28.614,native,0,0.0,0.5
scircuit,170998,958936,8,0.002,20,False,400,256,0.127664,0.186061,0.269786,0.69,0.473,1.0,0.225254,0.145814,0.876,0.876,,0.127664,delta_baseline,0.567,1.0,0.567,1.0,1.457,1.0110544173661334e-16,drift,391,8.561,10150,delta_baseline,0,32.897,relabelled,101,1.2110699221203131e-16,0.5
scircuit,170998,958936,8,0.002,21,False,400,256,0.215214,0.081804,0.073097,1.119,2.944,1.119,0.1837,0.097188,2.214,0.842,254,0.081804,hst,1.172,2.631,0.445,2.631,1.0,5.194813152189734e-16,drift,133,3.667,3062,hst,1,30.01,native,0,0.0,0.5
scircuit,170998,958936,8,0.002,21,False,400,256,0.243486,0.197447,0.301597,0.655,0.807,1.0,0.303776,0.214158,1.137,0.922,1162,0.197447,hst,0.802,1.233,0.65,1.233,1.0,4.471553416081914e-16,drift,393,8.47,11003,hst,1,34.072,relabelled,101,3.539511253370318e-16,0.5
scircuit,170998,958936,8,0.01,17,False,400,256,0.200773,0.095638,0.088392,1.082,2.271,1.082,0.194024,0.111639,1.798,0.857,334,0.095638,hst,1.035,2.099,0.493,2.099,1.0,2.6050372849850016e-16,drift,243,4.624,2959,hst,1,29.746,native,0,0.0,0.5
scircuit,170998,958936,8,0.01,17,False,400,256,0.228928,0.20433,0.353294,0.578,0.648,1.0,0.33259,0.247911,0.923,0.824,,0.20433,hst,0.688,1.12,0.614,1.12,1.0,3.260394254609656e-16,drift,399,7.967,10669,delta_baseline,0,34.362,relabelled,101,4.4129975916018005e-16,0.5
scircuit,170998,958936,8,0.01,18,False,400,256,0.120803,0.064125,0.050517,1.269,2.391,1.269,0.157412,0.07919,1.525,0.81,699,0.064125,hst,0.767,1.884,0.407,1.884,1.0,2.0386846321125864e-16,drift,160,3.349,954,hst,1,29.106,native,0,0.0,0.5
scircuit,170998,958936,8,0.01,18,False,400,256,0.135468,0.192502,0.319665,0.602,0.424,1.0,0.233191,0.149723,0.905,0.905,,0.135468,delta_baseline,0.581,1.0,0.581,1.0,1.421,1.2228875361798988e-16,drift,399,1.557,9964,delta_baseline,0,33.099,relabelled,101,1.5510620711849394e-16,0.5
scircuit,170998,958936,8,0.01,19,False,400,256,0.220106,0.122919,0.138328,0.889,1.591,1.0,0.223817,0.138842,1.585,0.885,375,0.122919,hst,0.983,1.791,0.549,1.791,1.0,1.8803246323926756e-16,drift,348,3.357,3211,hst,1,30.479,native,0,0.0,0.5
scircuit,170998,958936,8,0.01,19,False,400,256,0.247869,0.20837,0.358084,0.582,0.692,1.0,0.313266,0.224506,1.104,0.928,1463,0.20837,hst,0.791,1.19,0.665,1.19,1.0,3.667818709521918e-16,drift,399,8.202,11117,hst,1,34.188,relabelled,101,1.737027312140004e-16,0.5
scircuit,170998,958936,8,0.01,20,False,400,256,0.120273,0.069391,0.054377,1.276,2.212,1.276,0.163634,0.08545,1.408,0.812,846,0.069391,hst,0.735,1.733,0.424,1.733,1.0,2.757259758035496e-16,drift,190,3.612,1048,hst,1,29.463,native,0,0.0,0.5
scircuit,170998,958936,8,0.01,20,False,400,256,0.132206,0.194653,0.317417,0.613,0.417,1.0,0.230155,0.146106,0.905,0.905,,0.132206,delta_baseline,0.574,1.0,0.574,1.0,1.472,1.0110544173661334e-16,drift,399,8.526,10091,delta_baseline,0,33.164,relabelled,101,1.2110699221203131e-16,0.5
scircuit,170998,958936,8,0.01,21,False,400,256,0.220547,0.10986,0.1183,0.929,1.864,1.0,0.214458,0.127447,1.731,0.862,328,0.10986,hst,1.028,2.008,0.512,2.008,1.0,5.194813152189734e-16,drift,302,4.866,3224,hst,1,30.535,native,0,0.0,0.5
scircuit,170998,958936,8,0.01,21,False,400,256,0.252046,0.209763,0.358321,0.585,0.703,1.0,0.313615,0.223521,1.128,0.938,1196,0.209763,hst,0.804,1.202,0.669,1.202,1.0,4.471553416081914e-16,drift,399,9.043,11050,hst,1,34.11,relabelled,101,3.539511253370318e-16,0.5
scircuit,170998,958936,8,0.05,17,False,400,256,0.230734,0.137707,0.216379,0.636,1.066,1.0,0.233546,0.154077,1.498,0.894,392,0.137707,hst,0.988,1.676,0.59,1.676,1.0,2.6050372849850016e-16,drift,396,5.367,5093,hst,1,30.038,native,0,0.0,0.5
scircuit,170998,958936,8,0.05,17,False,400,256,0.263675,0.240628,0.591948,0.407,0.445,1.0,0.366485,0.284504,0.927,0.846,,0.240628,hst,0.719,1.096,0.657,1.096,1.0,3.260394254609656e-16,drift,399,8.67,11596,delta_baseline,0,34.834,relabelled,101,4.4129975916018005e-16,0.5
scircuit,170998,958936,8,0.05,18,False,400,256,0.129013,0.092559,0.092661,0.999,1.392,1.0,0.188009,0.110363,1.169,0.839,1601,0.092559,hst,0.686,1.394,0.492,1.394,1.0,2.0386846321125864e-16,drift,380,2.726,1275,hst,1,29.849,native,0,0.0,0.5
scircuit,170998,958936,8,0.05,18,False,400,256,0.144183,0.217567,0.52896,0.411,0.273,1.0,0.24423,0.158996,0.907,0.907,,0.144183,delta_baseline,0.59,1.0,0.59,1.0,1.509,1.2228875361798988e-16,drift,399,1.494,10161,delta_baseline,0,33.959,relabelled,101,1.5510620711849394e-16,0.5
scircuit,170998,958936,8,0.05,19,False,400,256,0.218607,0.142269,0.218201,0.652,1.002,1.0,0.237476,0.151896,1.439,0.937,469,0.142269,hst,0.921,1.537,0.599,1.537,1.0,1.8803246323926756e-16,drift,399,4.662,3418,hst,1,31.276,native,0,0.0,0.5
scircuit,170998,958936,8,0.05,19,False,400,256,0.253384,0.239759,0.568514,0.422,0.446,1.0,0.348223,0.260536,0.973,0.92,,0.239759,hst,0.728,1.057,0.689,1.057,1.0,3.667818709521918e-16,drift,399,8.446,11119,delta_baseline,0,34.77,relabelled,101,1.737027312140004e-16,0.5
scircuit,170998,958936,8,0.05,20,False,400,256,0.128511,0.091557,0.088554,1.034,1.451,1.034,0.185587,0.108903,1.18,0.841,1515,0.091557,hst,0.692,1.404,0.493,1.404,1.0,2.757259758035496e-16,drift,375,2.948,1325,hst,1,29.698,native,0,0.0,0.5
scircuit,170998,958936,8,0.05,20,False,400,256,0.143601,0.211481,0.510989,0.414,0.281,1.0,0.244432,0.158896,0.904,0.904,,0.143601,delta_baseline,0.587,1.0,0.587,1.0,1.473,1.0110544173661334e-16,drift,399,7.435,10089,delta_baseline,0,34.243,relabelled,101,1.2110699221203131e-16,0.5
scircuit,170998,958936,8,0.05,21,False,400,256,0.238813,0.151993,0.266903,0.569,0.895,1.0,0.253922,0.167675,1.424,0.906,440,0.151993,hst,0.941,1.571,0.599,1.571,1.0,5.194813152189734e-16,drift,399,5.604,7131,hst,1,31.328,native,0,0.0,0.5
scircuit,170998,958936,8,0.05,21,False,400,256,0.27386,0.249837,0.598011,0.418,0.458,1.0,0.345115,0.253267,1.081,0.986,1709,0.249837,hst,0.794,1.096,0.724,1.096,1.0,4.471553416081914e-16,drift,399,2.54,11366,hst,1,35.195,relabelled,101,3.539511253370318e-16,0.5
scircuit,170998,958936,8,0.25,17,False,400,256,0.23406,0.165349,0.506069,0.327,0.463,1.0,0.264368,0.18052,1.297,0.916,590,0.165349,hst,0.885,1.416,0.625,1.416,1.0,2.6050372849850016e-16,drift,399,3.178,4736,hst,1,31.609,native,0,0.0,0.5
scircuit,170998,958936,8,0.25,17,False,400,256,0.27007,0.305975,1.604234,0.191,0.168,1.0,0.375686,0.287407,0.94,0.94,,0.27007,delta_baseline,0.719,1.0,0.719,1.0,1.133,3.260394254609656e-16,drift,399,8.453,11491,delta_baseline,0,35.857,relabelled,101,4.4129975916018005e-16,0.5
scircuit,170998,958936,8,0.25,18,False,400,256,0.160934,0.115869,0.222472,0.521,0.723,1.0,0.210454,0.133632,1.204,0.867,1101,0.115869,hst,0.765,1.389,0.551,1.389,1.0,2.0386846321125864e-16,drift,399,1.744,2823,hst,1,30.055,native,0,0.0,0.5
scircuit,170998,958936,8,0.25,18,False,400,256,0.193076,0.266939,1.292034,0.207,0.149,1.0,0.285012,0.201314,0.959,0.959,,0.193076,delta_baseline,0.677,1.0,0.677,1.0,1.383,1.2228875361798988e-16,drift,399,8.894,11248,delta_baseline,0,34.653,relabelled,101,1.5510620711849394e-16,0.5
scircuit,170998,958936,8,0.25,19,False,400,256,0.232215,0.158439,0.478387,0.331,0.485,1.0,0.259767,0.172074,1.35,0.921,537,0.158439,hst,0.894,1.466,0.61,1.466,1.0,1.8803246323926756e-16,drift,399,3.197,3728,hst,1,32.276,native,0,0.0,0.5
scircuit,170998,958936,8,0.25,19,False,400,256,0.261533,0.294559,1.567997,0.188,0.167,1.0,0.367919,0.276088,0.947,0.947,,0.261533,delta_baseline,0.711,1.0,0.711,1.0,1.126,3.667818709521918e-16,drift,399,8.492,10763,delta_baseline,0,36.368,relabelled,101,1.737027312140004e-16,0.5
scircuit,170998,958936,8,0.25,20,False,400,256,0.152491,0.113412,0.215282,0.527,0.708,1.0,0.208754,0.130425,1.169,0.87,1380,0.113412,hst,0.73,1.345,0.543,1.345,1.0,2.757259758035496e-16,drift,399,3.948,2775,hst,1,30.441,native,0,0.0,0.5
scircuit,170998,958936,8,0.25,20,False,400,256,0.173169,0.262142,1.290601,0.203,0.134,1.0,0.274989,0.190111,0.911,0.911,,0.173169,delta_baseline,0.63,1.0,0.63,1.0,1.514,1.0110544173661334e-16,drift,399,8.096,10975,delta_baseline,0,35.022,relabelled,101,1.2110699221203131e-16,0.5
scircuit,170998,958936,8,0.25,21,False,400,256,0.236034,0.181261,0.5086,0.356,0.464,1.0,0.268531,0.180873,1.305,1.002,582,0.181261,hst,0.879,1.302,0.675,1.302,1.0,5.194813152189734e-16,drift,399,3.494,4980,hst,1,32.108,native,0,0.0,0.5
