rows_per_block,rows_merged,merge,matrix,rho,seed,motion,steps
4211,1025,4.108292682926829,s3rmt3m3,0.002,17,drift,400
3159,786,4.019083969465649,s3rmt3m3,0.002,18,drift,400
4005,924,4.334415584415584,s3rmt3m3,0.002,19,drift,400
3000,717,4.184100418410042,s3rmt3m3,0.002,20,drift,400
2592,609,4.25615763546798,s3rmt3m3,0.002,21,drift,400
3876,1012,3.8300395256916997,s3rmt3m3,0.01,17,drift,400
3504,876,4.0,s3rmt3m3,0.01,18,drift,400
4902,1266,3.8720379146919433,s3rmt3m3,0.01,19,drift,400
3555,996,3.569277108433735,s3rmt3m3,0.01,20,drift,400
3045,684,4.451754385964913,s3rmt3m3,0.01,21,drift,400
4265,1279,3.334636434714621,s3rmt3m3,0.05,17,drift,400
3701,876,4.224885844748859,s3rmt3m3,0.05,18,drift,400
4758,1440,3.3041666666666667,s3rmt3m3,0.05,19,drift,400
3851,1008,3.820436507936508,s3rmt3m3,0.05,20,drift,400
3519,810,4.344444444444444,s3rmt3m3,0.05,21,drift,400
4362,1260,3.461904761904762,s3rmt3m3,0.25,17,drift,400
3387,924,3.6655844155844157,s3rmt3m3,0.25,18,drift,400
3936,1092,3.6043956043956045,s3rmt3m3,0.25,19,drift,400
3708,960,3.8625,s3rmt3m3,0.25,20,drift,400
4659,1419,3.2832980972515857,s3rmt3m3,0.25,21,drift,400
2699,674,4.0044510385756675,s3rmt3m3,0.0,17,jump,400
2457,597,4.115577889447236,s3rmt3m3,0.0,18,jump,400
2280,498,4.578313253012048,s3rmt3m3,0.0,19,jump,400
2568,612,4.196078431372549,s3rmt3m3,0.0,20,jump,400
2208,471,4.687898089171974,s3rmt3m3,0.0,21,jump,400
11541,4606,2.505644811115936,s3rmt3m3,0.002,17,jump,400
11541,4668,2.4723650385604112,s3rmt3m3,0.002,18,jump,400
11694,4834,2.4191146048820853,s3rmt3m3,0.002,19,jump,400
12496,4800,2.6033333333333335,s3rmt3m3,0.002,20,jump,400
11527,4724,2.4400931414055886,s3rmt3m3,0.002,21,jump,400
12274,5002,2.4538184726109558,s3rmt3m3,0.01,17,jump,400
12380,4907,2.522926431628286,s3rmt3m3,0.01,18,jump,400
12555,5012,2.5049880287310455,s3rmt3m3,0.01,19,jump,400
12512,4948,2.528698464025869,s3rmt3m3,0.01,20,jump,400
12621,4894,2.5788720882713525,s3rmt3m3,0.01,21,jump,400
12348,4873,2.533962651344141,s3rmt3m3,0.05,17,jump,400
12114,4994,2.425710853023628,s3rmt3m3,0.05,18,jump,400
12657,4912,2.5767508143322475,s3rmt3m3,0.05,19,jump,400
12080,4960,2.435483870967742,s3rmt3m3,0.05,20,jump,400
13070,5056,2.5850474683544302,s3rmt3m3,0.05,21,jump,400
12353,5005,2.4681318681318682,s3rmt3m3,0.25,17,jump,400
12207,4951,2.465562512623712,s3rmt3m3,0.25,18,jump,400
12581,4896,2.5696486928104574,s3rmt3m3,0.25,19,jump,400
12583,5000,2.5166,s3rmt3m3,0.25,20,jump,400
12440,4906,2.5356706074194864,s3rmt3m3,0.25,21,jump,400
13904,8170,1.7018359853121174,memplus,0.0,17,drift,400
13933,8169,1.7055943199902068,memplus,0.0,18,drift,400
11177,7075,1.5797879858657244,memplus,0.0,19,drift,400
13941,8190,1.7021978021978021,memplus,0.0,20,drift,400
13860,8145,1.701657458563536,memplus,0.0,21,drift,400
15196,8823,1.7223166723336734,memplus,0.002,17,drift,400
14786,8690,1.7014959723820484,memplus,0.002,18,drift,400
14136,8429,1.6770672677660459,memplus,0.002,19,drift,400
14830,8779,1.6892584576831073,memplus,0.002,20,drift,400
14137,8408,1.6813748810656517,memplus,0.002,21,drift,400
14572,8486,1.7171812396888995,memplus,0.01,17,drift,400
14131,8348,1.6927407762338285,memplus,0.01,18,drift,400
14358,8451,1.6989705360312388,memplus,0.01,19,drift,400
14273,8250,1.730060606060606,memplus,0.01,20,drift,400
14164,8418,1.6825849370396768,memplus,0.01,21,drift,400
14243,8468,1.6819792158715163,memplus,0.05,17,drift,400
14397,8598,1.6744591765526866,memplus,0.05,18,drift,400
14272,8424,1.694207027540361,memplus,0.05,19,drift,400
15626,9040,1.7285398230088496,memplus,0.05,20,drift,400
14728,8768,1.6797445255474452,memplus,0.05,21,drift,400
15227,9251,1.6459842179223867,memplus,0.25,17,drift,400
15861,9483,1.6725719708952862,memplus,0.25,18,drift,400
15238,9249,1.6475294626446102,memplus,0.25,19,drift,400
15195,9274,1.6384515850765582,memplus,0.25,20,drift,400
14907,8974,1.6611321595720971,memplus,0.25,21,drift,400
13904,8170,1.7018359853121174,memplus,0.0,17,jump,400
13933,8169,1.7055943199902068,memplus,0.0,18,jump,400
11177,7075,1.5797879858657244,memplus,0.0,19,jump,400
13941,8190,1.7021978021978021,memplus,0.0,20,jump,400
13860,8145,1.701657458563536,memplus,0.0,21,jump,400
11853,8220,1.441970802919708,memplus,0.002,17,jump,400
11686,7763,1.5053458714414532,memplus,0.002,18,jump,400
11438,7700,1.4854545454545454,memplus,0.002,19,jump,400
12092,7895,1.5316022799240026,memplus,0.002,20,jump,400
10434,7420,1.406199460916442,memplus,0.002,21,jump,400
6755,5219,1.294309254646484,memplus,0.01,17,jump,400
6857,5242,1.3080885158336513,memplus,0.01,18,jump,400
7390,5470,1.3510054844606947,memplus,0.01,19,jump,400
7288,5531,1.317664075212439,memplus,0.01,20,jump,400
5535,4434,1.2483085250338295,memplus,0.01,21,jump,400
5946,4624,1.2858996539792387,memplus,0.05,17,jump,400
5344,4362,1.2251260889500228,memplus,0.05,18,jump,400
6029,4800,1.2560416666666667,memplus,0.05,19,jump,400
6678,5043,1.3242117787031529,memplus,0.05,20,jump,400
4967,3976,1.2492454728370221,memplus,0.05,21,jump,400
6089,4818,1.263802407638024,memplus,0.25,17,jump,400
6623,5055,1.3101879327398616,memplus,0.25,18,jump,400
6218,4971,1.2508549587608127,memplus,0.25,19,jump,400
6568,5173,1.269669437463754,memplus,0.25,20,jump,400
5150,4250,1.2117647058823529,memplus,0.25,21,jump,400
6632,858,7.729603729603729,olafu,0.0,17,drift,400
4691,942,4.979830148619958,olafu,0.0,18,drift,400
7808,1014,7.700197238658777,olafu,0.0,19,drift,400
4665,794,5.875314861460957,olafu,0.0,20,drift,400
4121,629,6.5516693163751984,olafu,0.0,21,drift,400
9241,1314,7.032724505327245,olafu,0.002,17,drift,400
6967,1456,4.785027472527473,olafu,0.002,18,drift,400
10807,1497,7.219104876419506,olafu,0.002,19,drift,400
8089,1277,6.334377447141739,olafu,0.002,20,drift,400
5885,828,7.107487922705314,olafu,0.002,21,drift,400
10273,1379,7.449601160261059,olafu,0.01,17,drift,400
10246,1758,5.828213879408419,olafu,0.01,18,drift,400
10497,1866,5.62540192926045,olafu,0.01,19,drift,400
11212,1998,5.611611611611612,olafu,0.01,20,drift,400
5214,828,6.297101449275362,olafu,0.01,21,drift,400
10694,1980,5.401010101010101,olafu,0.05,17,drift,400
10739,2331,4.607035607035607,olafu,0.05,18,drift,400
9895,1623,6.096734442390635,olafu,0.05,19,drift,400
12476,2210,5.645248868778281,olafu,0.05,20,drift,400
5272,1288,4.093167701863354,olafu,0.05,21,drift,400
7531,1415,5.32226148409894,olafu,0.25,17,drift,400
9179,1398,6.565808297567954,olafu,0.25,18,drift,400
6736,1037,6.49566055930569,olafu,0.25,19,drift,400
9208,1751,5.258709308966305,olafu,0.25,20,drift,400
6506,913,7.125958378970427,olafu,0.25,21,drift,400
6632,858,7.729603729603729,olafu,0.0,17,jump,400
4691,942,4.979830148619958,olafu,0.0,18,jump,400
7808,1014,7.700197238658777,olafu,0.0,19,jump,400
4665,794,5.875314861460957,olafu,0.0,20,jump,400
4121,629,6.5516693163751984,olafu,0.0,21,jump,400
23107,11414,2.024443665673734,olafu,0.002,17,jump,400
21838,11596,1.8832355984822353,olafu,0.002,18,jump,400
24316,11820,2.0571912013536378,olafu,0.002,19,jump,400
23255,11714,1.985231347106027,olafu,0.002,20,jump,400
22320,11620,1.9208261617900173,olafu,0.002,21,jump,400
24765,12757,1.9412871364740927,olafu,0.01,17,jump,400
23205,12420,1.8683574879227054,olafu,0.01,18,jump,400
23707,12974,1.8272699244643131,olafu,0.01,19,jump,400
25297,12402,2.0397516529592,olafu,0.01,20,jump,400
25181,13054,1.9289872835912365,olafu,0.01,21,jump,400
23852,12705,1.8773711137347502,olafu,0.05,17,jump,400
24187,12687,1.9064396626468039,olafu,0.05,18,jump,400
24481,12582,1.9457161023684628,olafu,0.05,19,jump,400
23866,12428,1.9203411651110396,olafu,0.05,20,jump,400
24332,12537,1.9408151870463428,olafu,0.05,21,jump,400
24350,12859,1.8936153666692588,olafu,0.25,17,jump,400
23585,12419,1.899106208229326,olafu,0.25,18,jump,400
23488,12785,1.8371529135705906,olafu,0.25,19,jump,400
24013,12455,1.927980730630269,olafu,0.25,20,jump,400
23775,12672,1.8761837121212122,olafu,0.25,21,jump,400
3233,978,3.3057259713701432,bcsstk25,0.0,17,drift,400
2770,729,3.7997256515775035,bcsstk25,0.0,18,drift,400
4521,1204,3.754983388704319,bcsstk25,0.0,19,drift,400
2632,742,3.547169811320755,bcsstk25,0.0,20,drift,400
3990,1192,3.347315436241611,bcsstk25,0.0,21,drift,400
4591,1439,3.1904100069492705,bcsstk25,0.002,17,drift,400
4381,1233,3.553122465531225,bcsstk25,0.002,18,drift,400
6272,1666,3.764705882352941,bcsstk25,0.002,19,drift,400
4632,1078,4.296846011131725,bcsstk25,0.002,20,drift,400
5562,1708,3.256440281030445,bcsstk25,0.002,21,drift,400
5586,1640,3.40609756097561,bcsstk25,0.01,17,drift,400
5386,1549,3.4770819883795996,bcsstk25,0.01,18,drift,400
7058,2004,3.521956087824351,bcsstk25,0.01,19,drift,400
4712,1412,3.3371104815864023,bcsstk25,0.01,20,drift,400
6022,1762,3.4177071509648127,bcsstk25,0.01,21,drift,400
5297,1604,3.302369077306733,bcsstk25,0.05,17,drift,400
4975,1499,3.3188792528352233,bcsstk25,0.05,18,drift,400
6323,2120,2.982547169811321,bcsstk25,0.05,19,drift,400
6098,2118,2.879131255901794,bcsstk25,0.05,20,drift,400
6774,2514,2.694510739856802,bcsstk25,0.05,21,drift,400
5777,2319,2.491159982751186,bcsstk25,0.25,17,drift,400
4934,1794,2.750278706800446,bcsstk25,0.25,18,drift,400
5722,1862,3.0730397422126745,bcsstk25,0.25,19,drift,400
4999,1694,2.951003541912633,bcsstk25,0.25,20,drift,400
5957,2087,2.8543363679923335,bcsstk25,0.25,21,drift,400
3233,978,3.3057259713701432,bcsstk25,0.0,17,jump,400
2770,729,3.7997256515775035,bcsstk25,0.0,18,jump,400
4521,1204,3.754983388704319,bcsstk25,0.0,19,jump,400
2632,742,3.547169811320755,bcsstk25,0.0,20,jump,400
3990,1192,3.347315436241611,bcsstk25,0.0,21,jump,400
12475,8145,1.5316144874155924,bcsstk25,0.002,17,jump,400
12503,8051,1.5529747857409018,bcsstk25,0.002,18,jump,400
12954,8454,1.532292405961675,bcsstk25,0.002,19,jump,400
12534,8320,1.5064903846153845,bcsstk25,0.002,20,jump,400
12470,8186,1.5233325189347666,bcsstk25,0.002,21,jump,400
13293,9256,1.4361495246326708,bcsstk25,0.01,17,jump,400
13389,9146,1.463918652963044,bcsstk25,0.01,18,jump,400
13393,9046,1.4805438868007958,bcsstk25,0.01,19,jump,400
13402,9127,1.4683904897556699,bcsstk25,0.01,20,jump,400
13320,9054,1.47117296222664,bcsstk25,0.01,21,jump,400
13532,8868,1.525935949481281,bcsstk25,0.05,17,jump,400
12862,8800,1.4615909090909092,bcsstk25,0.05,18,jump,400
13178,9073,1.4524413093794775,bcsstk25,0.05,19,jump,400
12859,8962,1.4348359741129213,bcsstk25,0.05,20,jump,400
13122,8977,1.4617355463963462,bcsstk25,0.05,21,jump,400
13255,9179,1.4440570868286307,bcsstk25,0.25,17,jump,400
13243,9229,1.4349333622277602,bcsstk25,0.25,18,jump,400
12801,8924,1.4344464365755267,bcsstk25,0.25,19,jump,400
13348,9226,1.4467808367656623,bcsstk25,0.25,20,jump,400
13141,9170,1.433042529989095,bcsstk25,0.25,21,jump,400
7598,6334,1.19955794126934,circuit_3,0.0,17,drift,400
7619,6359,1.1981443623211196,circuit_3,0.0,18,drift,400
8088,6690,1.2089686098654708,circuit_3,0.0,19,drift,400
7619,6362,1.1975793775542283,circuit_3,0.0,20,drift,400
8381,6968,1.2027841561423651,circuit_3,0.0,21,drift,400
7724,6448,1.1978908188585609,circuit_3,0.002,17,drift,400
7928,6569,1.2068808037753083,circuit_3,0.002,18,drift,400
8403,6823,1.2315696907518687,circuit_3,0.002,19,drift,400
7901,6547,1.2068122804337864,circuit_3,0.002,20,drift,400
8545,7065,1.2094833687190376,circuit_3,0.002,21,drift,400
8067,6721,1.200267817289094,circuit_3,0.01,17,drift,400
7763,6531,1.1886387995712755,circuit_3,0.01,18,drift,400
8441,6969,1.2112211221122111,circuit_3,0.01,19,drift,400
8000,6596,1.212856276531231,circuit_3,0.01,20,drift,400
8885,7330,1.2121418826739427,circuit_3,0.01,21,drift,400
8994,7260,1.2388429752066115,circuit_3,0.05,17,drift,400
8977,7202,1.2464593168564289,circuit_3,0.05,18,drift,400
8690,7155,1.2145352900069881,circuit_3,0.05,19,drift,400
8572,7126,1.2029188885770419,circuit_3,0.05,20,drift,400
9174,7392,1.2410714285714286,circuit_3,0.05,21,drift,400
9188,7274,1.2631289524333242,circuit_3,0.25,17,drift,400
9057,7325,1.2364505119453926,circuit_3,0.25,18,drift,400
8995,7214,1.2468810645966177,circuit_3,0.25,19,drift,400
8929,7172,1.2449804796430564,circuit_3,0.25,20,drift,400
9566,7394,1.2937516905599133,circuit_3,0.25,21,drift,400
7598,6334,1.19955794126934,circuit_3,0.0,17,jump,400
7619,6359,1.1981443623211196,circuit_3,0.0,18,jump,400
8088,6690,1.2089686098654708,circuit_3,0.0,19,jump,400
7619,6362,1.1975793775542283,circuit_3,0.0,20,jump,400
8381,6968,1.2027841561423651,circuit_3,0.0,21,jump,400
4286,3458,1.2394447657605552,circuit_3,0.002,17,jump,400
4033,3255,1.2390168970814133,circuit_3,0.002,18,jump,400
10062,7685,1.3093038386467144,circuit_3,0.002,19,jump,400
3677,3055,1.2036006546644844,circuit_3,0.002,20,jump,400
9533,7428,1.2833871836295099,circuit_3,0.002,21,jump,400
4062,3440,1.1808139534883721,circuit_3,0.01,17,jump,400
4235,3486,1.214859437751004,circuit_3,0.01,18,jump,400
4031,3364,1.1982758620689655,circuit_3,0.01,19,jump,400
3947,3326,1.1867107636800962,circuit_3,0.01,20,jump,400
10030,7720,1.299222797927461,circuit_3,0.01,21,jump,400
4072,3387,1.2022438736344847,circuit_3,0.05,17,jump,400
4067,3397,1.1972328525169267,circuit_3,0.05,18,jump,400
4075,3489,1.1679564345084552,circuit_3,0.05,19,jump,400
4029,3427,1.1756638459293842,circuit_3,0.05,20,jump,400
9686,7635,1.2686313032089063,circuit_3,0.05,21,jump,400
9845,7742,1.2716352363730303,circuit_3,0.25,17,jump,400
3920,3314,1.1828605914302956,circuit_3,0.25,18,jump,400
3941,3299,1.1946044255835102,circuit_3,0.25,19,jump,400
9821,7873,1.247427918201448,circuit_3,0.25,20,jump,400
4177,3528,1.1839569160997732,circuit_3,0.25,21,jump,400
3818,1010,3.78019801980198,bcsstk18,0.0,17,drift,400
3871,1131,3.4226348364279398,bcsstk18,0.0,18,drift,400
3099,1151,2.69244135534318,bcsstk18,0.0,19,drift,400
3263,1194,2.7328308207705194,bcsstk18,0.0,20,drift,400
3278,918,3.570806100217865,bcsstk18,0.0,21,drift,400
6252,1498,4.173564753004006,bcsstk18,0.002,17,drift,400
5463,1614,3.3847583643122676,bcsstk18,0.002,18,drift,400
4688,1843,2.543678784590342,bcsstk18,0.002,19,drift,400
5695,1988,2.864688128772636,bcsstk18,0.002,20,drift,400
5118,1393,3.6740847092605886,bcsstk18,0.002,21,drift,400
7019,1735,4.045533141210375,bcsstk18,0.01,17,drift,400
4979,1502,3.31491344873502,bcsstk18,0.01,18,drift,400
4956,1700,2.915294117647059,bcsstk18,0.01,19,drift,400
7433,2600,2.858846153846154,bcsstk18,0.01,20,drift,400
5987,1656,3.6153381642512077,bcsstk18,0.01,21,drift,400
8559,2086,4.103068072866731,bcsstk18,0.05,17,drift,400
6305,1747,3.6090440755580997,bcsstk18,0.05,18,drift,400
7599,2750,2.763272727272727,bcsstk18,0.05,19,drift,400
8414,2810,2.994306049822064,bcsstk18,0.05,20,drift,400
6885,2103,3.2738944365192584,bcsstk18,0.05,21,drift,400
6991,1829,3.8223072717331874,bcsstk18,0.25,17,drift,400
7498,1970,3.8060913705583754,bcsstk18,0.25,18,drift,400
7917,2405,3.291891891891892,bcsstk18,0.25,19,drift,400
7413,1764,4.2023809523809526,bcsstk18,0.25,20,drift,400
7514,2256,3.3306737588652484,bcsstk18,0.25,21,drift,400
3818,1010,3.78019801980198,bcsstk18,0.0,17,jump,400
3871,1131,3.4226348364279398,bcsstk18,0.0,18,jump,400
3099,1151,2.69244135534318,bcsstk18,0.0,19,jump,400
3263,1194,2.7328308207705194,bcsstk18,0.0,20,jump,400
3278,918,3.570806100217865,bcsstk18,0.0,21,jump,400
12118,6908,1.754198031268095,bcsstk18,0.002,17,jump,400
11806,6690,1.7647234678624812,bcsstk18,0.002,18,jump,400
11885,7048,1.686293984108967,bcsstk18,0.002,19,jump,400
12180,7051,1.7274145511274996,bcsstk18,0.002,20,jump,400
11851,6839,1.7328556806550666,bcsstk18,0.002,21,jump,400
12154,7383,1.6462142760395504,bcsstk18,0.01,17,jump,400
12189,7182,1.6971595655806182,bcsstk18,0.01,18,jump,400
12268,7294,1.6819303537153825,bcsstk18,0.01,19,jump,400
12554,7426,1.6905467277134392,bcsstk18,0.01,20,jump,400
12309,7379,1.6681122103266026,bcsstk18,0.01,21,jump,400
12365,7518,1.6447193402500666,bcsstk18,0.05,17,jump,400
11988,7249,1.6537453441854049,bcsstk18,0.05,18,jump,400
12805,7602,1.68442515127598,bcsstk18,0.05,19,jump,400
12209,7514,1.6248336438647857,bcsstk18,0.05,20,jump,400
12662,7510,1.6860186418109189,bcsstk18,0.05,21,jump,400
12191,7338,1.6613518669937313,bcsstk18,0.25,17,jump,400
12457,7740,1.6094315245478037,bcsstk18,0.25,18,jump,400
12469,7536,1.6545912951167727,bcsstk18,0.25,19,jump,400
12626,7576,1.6665786694825766,bcsstk18,0.25,20,jump,400
12129,7474,1.6228257960931227,bcsstk18,0.25,21,jump,400
1185,595,1.9915966386554622,add32,0.0,17,drift,400
1114,531,2.097928436911488,add32,0.0,18,drift,400
864,390,2.2153846153846155,add32,0.0,19,drift,400
1020,516,1.9767441860465116,add32,0.0,20,drift,400
975,447,2.1812080536912752,add32,0.0,21,drift,400
1228,602,2.0398671096345513,add32,0.002,17,drift,400
1197,556,2.152877697841727,add32,0.002,18,drift,400
985,471,2.091295116772824,add32,0.002,19,drift,400
1201,565,2.1256637168141594,add32,0.002,20,drift,400
1157,545,2.1229357798165136,add32,0.002,21,drift,400
1393,659,2.1138088012139606,add32,0.01,17,drift,400
1502,714,2.103641456582633,add32,0.01,18,drift,400
1294,574,2.254355400696864,add32,0.01,19,drift,400
1354,632,2.142405063291139,add32,0.01,20,drift,400
1408,683,2.061493411420205,add32,0.01,21,drift,400
1676,763,2.196592398427261,add32,0.05,17,drift,400
1627,747,2.178045515394913,add32,0.05,18,drift,400
1609,751,2.1424766977363516,add32,0.05,19,drift,400
1837,841,2.184304399524376,add32,0.05,20,drift,400
1770,826,2.142857142857143,add32,0.05,21,drift,400
2151,1047,2.054441260744986,add32,0.25,17,drift,400
1878,931,2.0171858216970997,add32,0.25,18,drift,400
1649,764,2.1583769633507854,add32,0.25,19,drift,400
2033,981,2.072375127420999,add32,0.25,20,drift,400
1974,937,2.1067235859124867,add32,0.25,21,drift,400
1185,595,1.9915966386554622,add32,0.0,17,jump,400
1114,531,2.097928436911488,add32,0.0,18,jump,400
864,390,2.2153846153846155,add32,0.0,19,jump,400
1020,516,1.9767441860465116,add32,0.0,20,jump,400
975,447,2.1812080536912752,add32,0.0,21,jump,400
4056,2792,1.4527220630372493,add32,0.002,17,jump,400
4288,2994,1.4321977287909151,add32,0.002,18,jump,400
3811,2772,1.3748196248196247,add32,0.002,19,jump,400
3674,2644,1.3895612708018155,add32,0.002,20,jump,400
4075,2938,1.386997957794418,add32,0.002,21,jump,400
4233,3041,1.3919763235777705,add32,0.01,17,jump,400
4288,3053,1.4045201441205373,add32,0.01,18,jump,400
4280,3047,1.4046603216278306,add32,0.01,19,jump,400
4079,3011,1.3546994354035204,add32,0.01,20,jump,400
4111,2992,1.3739973262032086,add32,0.01,21,jump,400
4455,3207,1.3891487371375117,add32,0.05,17,jump,400
3990,2969,1.3438868305826879,add32,0.05,18,jump,400
4392,3093,1.419980601357905,add32,0.05,19,jump,400
4348,3069,1.4167481264255457,add32,0.05,20,jump,400
4108,2955,1.390186125211506,add32,0.05,21,jump,400
4072,3009,1.3532735127949485,add32,0.25,17,jump,400
4139,3022,1.3696227663798808,add32,0.25,18,jump,400
4291,3199,1.3413566739606126,add32,0.25,19,jump,400
4275,3033,1.4094955489614243,add32,0.25,20,jump,400
4326,3106,1.3927881519639407,add32,0.25,21,jump,400
3531,1078,3.2755102040816326,epb2,0.0,17,drift,400
1104,468,2.358974358974359,epb2,0.0,18,drift,400
1104,468,2.358974358974359,epb2,0.0,19,drift,400
1157,495,2.3373737373737375,epb2,0.0,20,drift,400
1478,584,2.530821917808219,epb2,0.0,21,drift,400
4095,1277,3.206734534064213,epb2,0.002,17,drift,400
1612,669,2.4095665171898357,epb2,0.002,18,drift,400
1608,656,2.451219512195122,epb2,0.002,19,drift,400
1515,636,2.3820754716981134,epb2,0.002,20,drift,400
1979,730,2.710958904109589,epb2,0.002,21,drift,400
4286,1484,2.8881401617250675,epb2,0.01,17,drift,400
1907,782,2.438618925831202,epb2,0.01,18,drift,400
2139,997,2.1454363089267803,epb2,0.01,19,drift,400
1990,939,2.119275825346113,epb2,0.01,20,drift,400
2471,973,2.539568345323741,epb2,0.01,21,drift,400
4014,1431,2.8050314465408803,epb2,0.05,17,drift,400
2789,1202,2.320299500831947,epb2,0.05,18,drift,400
3172,1363,2.3272193690388847,epb2,0.05,19,drift,400
2790,1276,2.1865203761755487,epb2,0.05,20,drift,400
2882,1440,2.001388888888889,epb2,0.05,21,drift,400
3423,1397,2.45025053686471,epb2,0.25,17,drift,400
3758,1445,2.6006920415224912,epb2,0.25,18,drift,400
4852,1664,2.9158653846153846,epb2,0.25,19,drift,400
5132,1729,2.9681897050318105,epb2,0.25,20,drift,400
3673,1497,2.453573814295257,epb2,0.25,21,drift,400
3531,1078,3.2755102040816326,epb2,0.0,17,jump,400
1104,468,2.358974358974359,epb2,0.0,18,jump,400
1104,468,2.358974358974359,epb2,0.0,19,jump,400
1157,495,2.3373737373737375,epb2,0.0,20,jump,400
1478,584,2.530821917808219,epb2,0.0,21,jump,400
6294,4942,1.273573452043707,epb2,0.002,17,jump,400
5996,4775,1.2557068062827226,epb2,0.002,18,jump,400
5989,4924,1.2162875710804224,epb2,0.002,19,jump,400
5966,4956,1.2037933817594835,epb2,0.002,20,jump,400
6043,5060,1.1942687747035574,epb2,0.002,21,jump,400
6825,5603,1.2180974477958237,epb2,0.01,17,jump,400
6145,5574,1.1024398995335487,epb2,0.01,18,jump,400
6378,5552,1.1487752161383284,epb2,0.01,19,jump,400
6539,5660,1.1553003533568904,epb2,0.01,20,jump,400
6592,5664,1.1638418079096045,epb2,0.01,21,jump,400
6606,5685,1.1620052770448548,epb2,0.05,17,jump,400
6446,5549,1.1616507478825013,epb2,0.05,18,jump,400
6735,5705,1.1805433829973708,epb2,0.05,19,jump,400
6352,5534,1.147813516443802,epb2,0.05,20,jump,400
6708,5518,1.215657847046031,epb2,0.05,21,jump,400
6335,5635,1.124223602484472,epb2,0.25,17,jump,400
6232,5608,1.1112696148359487,epb2,0.25,18,jump,400
6562,5675,1.1562995594713656,epb2,0.25,19,jump,400
6491,5624,1.1541607396870555,epb2,0.25,20,jump,400
6133,5668,1.0820395201129147,epb2,0.25,21,jump,400
2165,1007,2.1499503475670307,rajat03,0.0,17,drift,400
1771,821,2.1571254567600486,rajat03,0.0,18,drift,400
1525,655,2.3282442748091605,rajat03,0.0,19,drift,400
1956,911,2.1470911086717894,rajat03,0.0,20,drift,400
1894,850,2.228235294117647,rajat03,0.0,21,drift,400
2434,1101,2.2107175295186194,rajat03,0.002,17,drift,400
2173,1043,2.0834132310642377,rajat03,0.002,18,drift,400
2044,936,2.1837606837606836,rajat03,0.002,19,drift,400
2142,996,2.1506024096385543,rajat03,0.002,20,drift,400
2302,1142,2.0157618213660244,rajat03,0.002,21,drift,400
2622,1191,2.2015113350125946,rajat03,0.01,17,drift,400
2638,1221,2.1605241605241607,rajat03,0.01,18,drift,400
2345,1021,2.296767874632713,rajat03,0.01,19,drift,400
2672,1180,2.2644067796610168,rajat03,0.01,20,drift,400
2632,1187,2.2173546756529063,rajat03,0.01,21,drift,400
2986,1431,2.086652690426275,rajat03,0.05,17,drift,400
3028,1374,2.2037845705967976,rajat03,0.05,18,drift,400
3028,1360,2.226470588235294,rajat03,0.05,19,drift,400
2930,1389,2.10943124550036,rajat03,0.05,20,drift,400
3692,1769,2.0870548332391183,rajat03,0.05,21,drift,400
3504,1890,1.853968253968254,rajat03,0.25,17,drift,400
3505,1955,1.792838874680307,rajat03,0.25,18,drift,400
3488,1723,2.024376088218224,rajat03,0.25,19,drift,400
3700,1942,1.905252317198764,rajat03,0.25,20,drift,400
3341,1477,2.2620176032498307,rajat03,0.25,21,drift,400
2165,1007,2.1499503475670307,rajat03,0.0,17,jump,400
1771,821,2.1571254567600486,rajat03,0.0,18,jump,400
1525,655,2.3282442748091605,rajat03,0.0,19,jump,400
1956,911,2.1470911086717894,rajat03,0.0,20,jump,400
1894,850,2.228235294117647,rajat03,0.0,21,jump,400
5614,4136,1.3573500967117988,rajat03,0.002,17,jump,400
5878,4301,1.3666589165310392,rajat03,0.002,18,jump,400
5560,4007,1.3875717494384827,rajat03,0.002,19,jump,400
5620,4127,1.3617639932154106,rajat03,0.002,20,jump,400
5440,4031,1.3495410568097246,rajat03,0.002,21,jump,400
6109,4726,1.2926364790520524,rajat03,0.01,17,jump,400
6094,4611,1.3216222077640425,rajat03,0.01,18,jump,400
5955,4453,1.337300696159892,rajat03,0.01,19,jump,400
5894,4412,1.3359020852221215,rajat03,0.01,20,jump,400
5860,4473,1.3100827185334227,rajat03,0.01,21,jump,400
6092,4445,1.3705286839145108,rajat03,0.05,17,jump,400
6015,4467,1.3465413028878441,rajat03,0.05,18,jump,400
6007,4379,1.3717743777118063,rajat03,0.05,19,jump,400
6023,4431,1.3592868426991649,rajat03,0.05,20,jump,400
5894,4418,1.3340878225441377,rajat03,0.05,21,jump,400
6041,4465,1.3529675251959687,rajat03,0.25,17,jump,400
5876,4415,1.3309173272933181,rajat03,0.25,18,jump,400
5926,4423,1.3398146054713995,rajat03,0.25,19,jump,400
6001,4371,1.372912377030428,rajat03,0.25,20,jump,400
5910,4403,1.3422666363842835,rajat03,0.25,21,jump,400
3890,1445,2.6920415224913494,wang3,0.0,17,drift,400
3371,1212,2.7813531353135312,wang3,0.0,18,drift,400
3212,1150,2.7930434782608695,wang3,0.0,19,drift,400
3645,1305,2.793103448275862,wang3,0.0,20,drift,400
3888,1461,2.6611909650924024,wang3,0.0,21,drift,400
4937,1934,2.5527404343329887,wang3,0.002,17,drift,400
4511,1728,2.6105324074074074,wang3,0.002,18,drift,400
3805,1412,2.694759206798867,wang3,0.002,19,drift,400
