matrix,N,nnz,B,rho,seed,churn_model,churn_alpha,steps,step,is_last,dirty_cols,rows_merged,rows_per_block,rows_patchable,merge
bcspwr10,5300,21842,8,0.002,17,jump,0.5,200,50,False,256,3785,6486,,1.7136
bcspwr10,5300,21842,8,0.002,17,jump,0.5,200,75,False,256,3814,6607,,1.7323
bcspwr10,5300,21842,8,0.002,17,jump,0.5,200,100,False,256,3809,6621,,1.7383
bcspwr10,5300,21842,8,0.002,17,jump,0.5,200,125,False,256,3834,6656,,1.736
bcspwr10,5300,21842,8,0.002,17,jump,0.5,200,150,False,256,3882,6861,,1.7674
bcspwr10,5300,21842,8,0.002,17,jump,0.5,200,175,False,256,3894,6854,,1.7601
bcspwr10,5300,21842,8,0.002,17,jump,0.5,200,199,True,256,3926,6865,3926,1.7486
bcspwr10,5300,21842,8,0.002,18,jump,0.5,200,0,False,256,3653,6544,,1.7914
bcspwr10,5300,21842,8,0.002,18,jump,0.5,200,25,False,256,3669,6543,,1.7833
bcspwr10,5300,21842,8,0.002,18,jump,0.5,200,50,False,256,3785,6579,,1.7382
bcspwr10,5300,21842,8,0.002,18,jump,0.5,200,75,False,256,3854,6755,,1.7527
bcspwr10,5300,21842,8,0.002,18,jump,0.5,200,100,False,256,3925,6862,,1.7483
bcspwr10,5300,21842,8,0.002,18,jump,0.5,200,125,False,256,3923,6859,,1.7484
bcspwr10,5300,21842,8,0.002,18,jump,0.5,200,150,False,256,3996,7054,,1.7653
bcspwr10,5300,21842,8,0.002,18,jump,0.5,200,175,False,256,4030,7076,,1.7558
bcspwr10,5300,21842,8,0.002,18,jump,0.5,200,199,True,256,4056,7217,4056,1.7793
bcspwr10,5300,21842,8,0.002,19,jump,0.5,200,0,False,256,3393,5871,,1.7303
bcspwr10,5300,21842,8,0.002,19,jump,0.5,200,25,False,256,3497,6109,,1.7469
bcspwr10,5300,21842,8,0.002,19,jump,0.5,200,50,False,256,3590,6191,,1.7245
bcspwr10,5300,21842,8,0.002,19,jump,0.5,200,75,False,256,3661,6422,,1.7542
bcspwr10,5300,21842,8,0.002,19,jump,0.5,200,100,False,256,3800,6683,,1.7587
bcspwr10,5300,21842,8,0.002,19,jump,0.5,200,125,False,256,3755,6558,,1.7465
bcspwr10,5300,21842,8,0.002,19,jump,0.5,200,150,False,256,3783,6655,,1.7592
bcspwr10,5300,21842,8,0.002,19,jump,0.5,200,175,False,256,3854,6705,,1.7398
bcspwr10,5300,21842,8,0.002,19,jump,0.5,200,199,True,256,3896,6738,3896,1.7295
bcspwr10,5300,21842,8,0.002,20,jump,0.5,200,0,False,256,3187,5262,,1.6511
bcspwr10,5300,21842,8,0.002,20,jump,0.5,200,25,False,256,3242,5308,,1.6373
bcspwr10,5300,21842,8,0.002,20,jump,0.5,200,50,False,256,3359,5489,,1.6341
bcspwr10,5300,21842,8,0.002,20,jump,0.5,200,75,False,256,3540,5855,,1.654
bcspwr10,5300,21842,8,0.002,20,jump,0.5,200,100,False,256,3548,5750,,1.6206
bcspwr10,5300,21842,8,0.002,20,jump,0.5,200,125,False,256,3648,6032,,1.6535
bcspwr10,5300,21842,8,0.002,20,jump,0.5,200,150,False,256,3734,6177,,1.6543
bcspwr10,5300,21842,8,0.002,20,jump,0.5,200,175,False,256,3763,6259,,1.6633
bcspwr10,5300,21842,8,0.002,20,jump,0.5,200,199,True,256,3777,6337,3777,1.6778
bcspwr10,5300,21842,8,0.002,21,jump,0.5,200,0,False,256,3363,5602,,1.6658
bcspwr10,5300,21842,8,0.002,21,jump,0.5,200,25,False,256,3499,5873,,1.6785
bcspwr10,5300,21842,8,0.002,21,jump,0.5,200,50,False,256,3607,6045,,1.6759
bcspwr10,5300,21842,8,0.002,21,jump,0.5,200,75,False,256,3707,6237,,1.6825
bcspwr10,5300,21842,8,0.002,21,jump,0.5,200,100,False,256,3788,6407,,1.6914
bcspwr10,5300,21842,8,0.002,21,jump,0.5,200,125,False,256,3815,6441,,1.6883
bcspwr10,5300,21842,8,0.002,21,jump,0.5,200,150,False,256,3891,6654,,1.7101
bcspwr10,5300,21842,8,0.002,21,jump,0.5,200,175,False,256,3863,6525,,1.6891
bcspwr10,5300,21842,8,0.002,21,jump,0.5,200,199,True,256,3838,6326,3838,1.6483
bcspwr10,5300,21842,8,0.01,17,jump,0.5,200,0,False,256,3622,6298,,1.7388
bcspwr10,5300,21842,8,0.01,17,jump,0.5,200,25,False,256,3830,6596,,1.7222
bcspwr10,5300,21842,8,0.01,17,jump,0.5,200,50,False,256,3940,6644,,1.6863
bcspwr10,5300,21842,8,0.01,17,jump,0.5,200,75,False,256,3936,6584,,1.6728
bcspwr10,5300,21842,8,0.01,17,jump,0.5,200,100,False,256,4014,6955,,1.7327
bcspwr10,5300,21842,8,0.01,17,jump,0.5,200,125,False,256,4014,6915,,1.7227
bcspwr10,5300,21842,8,0.01,17,jump,0.5,200,150,False,256,4016,6854,,1.7067
bcspwr10,5300,21842,8,0.01,17,jump,0.5,200,175,False,256,4074,7055,,1.7317
bcspwr10,5300,21842,8,0.01,17,jump,0.5,200,199,True,256,4106,7147,4106,1.7406
bcspwr10,5300,21842,8,0.01,18,jump,0.5,200,0,False,256,3653,6544,,1.7914
bcspwr10,5300,21842,8,0.01,18,jump,0.5,200,25,False,256,3830,6779,,1.77
bcspwr10,5300,21842,8,0.01,18,jump,0.5,200,50,False,256,3931,6742,,1.7151
bcspwr10,5300,21842,8,0.01,18,jump,0.5,200,75,False,256,3986,6857,,1.7203
bcspwr10,5300,21842,8,0.01,18,jump,0.5,200,100,False,256,4078,6952,,1.7048
bcspwr10,5300,21842,8,0.01,18,jump,0.5,200,125,False,256,4172,7273,,1.7433
bcspwr10,5300,21842,8,0.01,18,jump,0.5,200,150,False,256,4135,7021,,1.6979
bcspwr10,5300,21842,8,0.01,18,jump,0.5,200,175,False,256,4165,7060,,1.6951
bcspwr10,5300,21842,8,0.01,18,jump,0.5,200,199,True,256,4040,6807,4040,1.6849
bcspwr10,5300,21842,8,0.01,19,jump,0.5,200,0,False,256,3393,5871,,1.7303
bcspwr10,5300,21842,8,0.01,19,jump,0.5,200,25,False,256,3751,6482,,1.7281
bcspwr10,5300,21842,8,0.01,19,jump,0.5,200,50,False,256,3860,6772,,1.7544
bcspwr10,5300,21842,8,0.01,19,jump,0.5,200,75,False,256,3932,6795,,1.7281
bcspwr10,5300,21842,8,0.01,19,jump,0.5,200,100,False,256,3982,6806,,1.7092
bcspwr10,5300,21842,8,0.01,19,jump,0.5,200,125,False,256,4043,6972,,1.7245
bcspwr10,5300,21842,8,0.01,19,jump,0.5,200,150,False,256,4052,6918,,1.7073
bcspwr10,5300,21842,8,0.01,19,jump,0.5,200,175,False,256,3965,6700,,1.6898
bcspwr10,5300,21842,8,0.01,19,jump,0.5,200,199,True,256,3972,6603,3972,1.6624
bcspwr10,5300,21842,8,0.01,20,jump,0.5,200,0,False,256,3187,5262,,1.6511
bcspwr10,5300,21842,8,0.01,20,jump,0.5,200,25,False,256,3445,5709,,1.6572
bcspwr10,5300,21842,8,0.01,20,jump,0.5,200,50,False,256,3748,6366,,1.6985
bcspwr10,5300,21842,8,0.01,20,jump,0.5,200,75,False,256,3803,6397,,1.6821
bcspwr10,5300,21842,8,0.01,20,jump,0.5,200,100,False,256,3964,6843,,1.7263
bcspwr10,5300,21842,8,0.01,20,jump,0.5,200,125,False,256,4030,7055,,1.7506
bcspwr10,5300,21842,8,0.01,20,jump,0.5,200,150,False,256,4053,7077,,1.7461
bcspwr10,5300,21842,8,0.01,20,jump,0.5,200,175,False,256,4029,6898,,1.7121
bcspwr10,5300,21842,8,0.01,20,jump,0.5,200,199,True,256,4035,7060,4035,1.7497
bcspwr10,5300,21842,8,0.01,21,jump,0.5,200,0,False,256,3363,5602,,1.6658
bcspwr10,5300,21842,8,0.01,21,jump,0.5,200,25,False,256,3618,5968,,1.6495
bcspwr10,5300,21842,8,0.01,21,jump,0.5,200,50,False,256,3763,6224,,1.654
bcspwr10,5300,21842,8,0.01,21,jump,0.5,200,75,False,256,3821,6104,,1.5975
bcspwr10,5300,21842,8,0.01,21,jump,0.5,200,100,False,256,3894,6312,,1.621
bcspwr10,5300,21842,8,0.01,21,jump,0.5,200,125,False,256,3945,6446,,1.634
bcspwr10,5300,21842,8,0.01,21,jump,0.5,200,150,False,256,3970,6510,,1.6398
bcspwr10,5300,21842,8,0.01,21,jump,0.5,200,175,False,256,4050,6842,,1.6894
bcspwr10,5300,21842,8,0.01,21,jump,0.5,200,199,True,256,4042,6983,4042,1.7276
bcspwr10,5300,21842,8,0.05,17,jump,0.5,200,0,False,256,3622,6298,,1.7388
bcspwr10,5300,21842,8,0.05,17,jump,0.5,200,25,False,256,4094,7050,,1.722
bcspwr10,5300,21842,8,0.05,17,jump,0.5,200,50,False,256,3915,6401,,1.635
bcspwr10,5300,21842,8,0.05,17,jump,0.5,200,75,False,256,3879,6519,,1.6806
bcspwr10,5300,21842,8,0.05,17,jump,0.5,200,100,False,256,4047,6725,,1.6617
bcspwr10,5300,21842,8,0.05,17,jump,0.5,200,125,False,256,4121,7003,,1.6993
bcspwr10,5300,21842,8,0.05,17,jump,0.5,200,150,False,256,4003,6578,,1.6433
bcspwr10,5300,21842,8,0.05,17,jump,0.5,200,175,False,256,3985,6655,,1.67
bcspwr10,5300,21842,8,0.05,17,jump,0.5,200,199,True,256,4007,6711,4007,1.6748
bcspwr10,5300,21842,8,0.05,18,jump,0.5,200,0,False,256,3653,6544,,1.7914
bcspwr10,5300,21842,8,0.05,18,jump,0.5,200,25,False,256,4110,7121,,1.7326
bcspwr10,5300,21842,8,0.05,18,jump,0.5,200,50,False,256,4149,7177,,1.7298
bcspwr10,5300,21842,8,0.05,18,jump,0.5,200,75,False,256,3993,6605,,1.6541
bcspwr10,5300,21842,8,0.05,18,jump,0.5,200,100,False,256,4056,6876,,1.6953
bcspwr10,5300,21842,8,0.05,18,jump,0.5,200,125,False,256,4037,6842,,1.6948
bcspwr10,5300,21842,8,0.05,18,jump,0.5,200,150,False,256,4067,6897,,1.6958
bcspwr10,5300,21842,8,0.05,18,jump,0.5,200,175,False,256,4061,6811,,1.6772
bcspwr10,5300,21842,8,0.05,18,jump,0.5,200,199,True,256,3982,6571,3982,1.6502
bcspwr10,5300,21842,8,0.05,19,jump,0.5,200,0,False,256,3393,5871,,1.7303
bcspwr10,5300,21842,8,0.05,19,jump,0.5,200,25,False,256,3899,6535,,1.6761
bcspwr10,5300,21842,8,0.05,19,jump,0.5,200,50,False,256,4045,6638,,1.641
bcspwr10,5300,21842,8,0.05,19,jump,0.5,200,75,False,256,4036,6677,,1.6544
bcspwr10,5300,21842,8,0.05,19,jump,0.5,200,100,False,256,4081,6808,,1.6682
bcspwr10,5300,21842,8,0.05,19,jump,0.5,200,125,False,256,4052,6825,,1.6844
bcspwr10,5300,21842,8,0.05,19,jump,0.5,200,150,False,256,4055,6813,,1.6801
bcspwr10,5300,21842,8,0.05,19,jump,0.5,200,175,False,256,3994,6593,,1.6507
bcspwr10,5300,21842,8,0.05,19,jump,0.5,200,199,True,256,4156,6838,4156,1.6453
bcspwr10,5300,21842,8,0.05,20,jump,0.5,200,0,False,256,3187,5262,,1.6511
bcspwr10,5300,21842,8,0.05,20,jump,0.5,200,25,False,256,3930,6714,,1.7084
bcspwr10,5300,21842,8,0.05,20,jump,0.5,200,50,False,256,4063,6933,,1.7064
bcspwr10,5300,21842,8,0.05,20,jump,0.5,200,75,False,256,4094,6936,,1.6942
bcspwr10,5300,21842,8,0.05,20,jump,0.5,200,100,False,256,4055,6871,,1.6945
bcspwr10,5300,21842,8,0.05,20,jump,0.5,200,125,False,256,4130,7136,,1.7278
bcspwr10,5300,21842,8,0.05,20,jump,0.5,200,150,False,256,4025,6754,,1.678
bcspwr10,5300,21842,8,0.05,20,jump,0.5,200,175,False,256,3905,6374,,1.6323
bcspwr10,5300,21842,8,0.05,20,jump,0.5,200,199,True,256,4034,6815,4034,1.6894
bcspwr10,5300,21842,8,0.05,21,jump,0.5,200,0,False,256,3363,5602,,1.6658
bcspwr10,5300,21842,8,0.05,21,jump,0.5,200,25,False,256,3986,6708,,1.6829
bcspwr10,5300,21842,8,0.05,21,jump,0.5,200,50,False,256,4057,6741,,1.6616
bcspwr10,5300,21842,8,0.05,21,jump,0.5,200,75,False,256,4113,7062,,1.717
bcspwr10,5300,21842,8,0.05,21,jump,0.5,200,100,False,256,4075,7064,,1.7335
bcspwr10,5300,21842,8,0.05,21,jump,0.5,200,125,False,256,4209,7313,,1.7375
bcspwr10,5300,21842,8,0.05,21,jump,0.5,200,150,False,256,4134,7143,,1.7279
bcspwr10,5300,21842,8,0.05,21,jump,0.5,200,175,False,256,4168,6991,,1.6773
bcspwr10,5300,21842,8,0.05,21,jump,0.5,200,199,True,256,4036,6952,4036,1.7225
bcspwr10,5300,21842,8,0.25,17,jump,0.5,200,0,False,256,3622,6298,,1.7388
bcspwr10,5300,21842,8,0.25,17,jump,0.5,200,25,False,256,4114,6725,,1.6347
bcspwr10,5300,21842,8,0.25,17,jump,0.5,200,50,False,256,4089,7119,,1.741
bcspwr10,5300,21842,8,0.25,17,jump,0.5,200,75,False,256,4088,6855,,1.6769
bcspwr10,5300,21842,8,0.25,17,jump,0.5,200,100,False,256,4054,6828,,1.6843
bcspwr10,5300,21842,8,0.25,17,jump,0.5,200,125,False,256,4034,6910,,1.7129
bcspwr10,5300,21842,8,0.25,17,jump,0.5,200,150,False,256,4116,6924,,1.6822
bcspwr10,5300,21842,8,0.25,17,jump,0.5,200,175,False,256,3983,6638,,1.6666
bcspwr10,5300,21842,8,0.25,17,jump,0.5,200,199,True,256,4079,6880,4079,1.6867
bcspwr10,5300,21842,8,0.25,18,jump,0.5,200,0,False,256,3653,6544,,1.7914
bcspwr10,5300,21842,8,0.25,18,jump,0.5,200,25,False,256,4087,7131,,1.7448
bcspwr10,5300,21842,8,0.25,18,jump,0.5,200,50,False,256,4039,6874,,1.7019
bcspwr10,5300,21842,8,0.25,18,jump,0.5,200,75,False,256,4051,6724,,1.6598
bcspwr10,5300,21842,8,0.25,18,jump,0.5,200,100,False,256,4052,6959,,1.7174
bcspwr10,5300,21842,8,0.25,18,jump,0.5,200,125,False,256,4070,6876,,1.6894
bcspwr10,5300,21842,8,0.25,18,jump,0.5,200,150,False,256,3976,6627,,1.6668
bcspwr10,5300,21842,8,0.25,18,jump,0.5,200,175,False,256,3998,6685,,1.6721
bcspwr10,5300,21842,8,0.25,18,jump,0.5,200,199,True,256,4053,6889,4053,1.6997
bcspwr10,5300,21842,8,0.25,19,jump,0.5,200,0,False,256,3393,5871,,1.7303
bcspwr10,5300,21842,8,0.25,19,jump,0.5,200,25,False,256,4076,6784,,1.6644
bcspwr10,5300,21842,8,0.25,19,jump,0.5,200,50,False,256,4010,6631,,1.6536
bcspwr10,5300,21842,8,0.25,19,jump,0.5,200,75,False,256,3986,6477,,1.6249
bcspwr10,5300,21842,8,0.25,19,jump,0.5,200,100,False,256,4026,6808,,1.691
bcspwr10,5300,21842,8,0.25,19,jump,0.5,200,125,False,256,4064,6779,,1.6681
bcspwr10,5300,21842,8,0.25,19,jump,0.5,200,150,False,256,3990,6523,,1.6348
bcspwr10,5300,21842,8,0.25,19,jump,0.5,200,175,False,256,4046,6768,,1.6728
bcspwr10,5300,21842,8,0.25,19,jump,0.5,200,199,True,256,4079,6885,4079,1.6879
bcspwr10,5300,21842,8,0.25,20,jump,0.5,200,0,False,256,3187,5262,,1.6511
bcspwr10,5300,21842,8,0.25,20,jump,0.5,200,25,False,256,3952,6434,,1.628
bcspwr10,5300,21842,8,0.25,20,jump,0.5,200,50,False,256,4127,7069,,1.7129
bcspwr10,5300,21842,8,0.25,20,jump,0.5,200,75,False,256,3964,6713,,1.6935
bcspwr10,5300,21842,8,0.25,20,jump,0.5,200,100,False,256,3977,6418,,1.6138
bcspwr10,5300,21842,8,0.25,20,jump,0.5,200,125,False,256,4001,6735,,1.6833
bcspwr10,5300,21842,8,0.25,20,jump,0.5,200,150,False,256,4103,6894,,1.6802
bcspwr10,5300,21842,8,0.25,20,jump,0.5,200,175,False,256,4011,6918,,1.7248
bcspwr10,5300,21842,8,0.25,20,jump,0.5,200,199,True,256,4099,6947,4099,1.6948
bcspwr10,5300,21842,8,0.25,21,jump,0.5,200,0,False,256,3363,5602,,1.6658
bcspwr10,5300,21842,8,0.25,21,jump,0.5,200,25,False,256,4046,6729,,1.6631
bcspwr10,5300,21842,8,0.25,21,jump,0.5,200,50,False,256,4027,6891,,1.7112
bcspwr10,5300,21842,8,0.25,21,jump,0.5,200,75,False,256,4067,6902,,1.6971
bcspwr10,5300,21842,8,0.25,21,jump,0.5,200,100,False,256,4071,6961,,1.7099
bcspwr10,5300,21842,8,0.25,21,jump,0.5,200,125,False,256,4030,6740,,1.6725
bcspwr10,5300,21842,8,0.25,21,jump,0.5,200,150,False,256,4067,6866,,1.6882
bcspwr10,5300,21842,8,0.25,21,jump,0.5,200,175,False,256,3993,6531,,1.6356
bcspwr10,5300,21842,8,0.25,21,jump,0.5,200,199,True,256,3964,6657,3964,1.6794
scircuit,170998,958936,8,0.0,17,drift,0.5,200,0,False,256,1855,3376,,1.8199
scircuit,170998,958936,8,0.0,17,drift,0.5,200,25,False,256,1855,3376,,1.8199
scircuit,170998,958936,8,0.0,17,drift,0.5,200,50,False,256,1855,3376,,1.8199
scircuit,170998,958936,8,0.0,17,drift,0.5,200,75,False,256,1855,3376,,1.8199
scircuit,170998,958936,8,0.0,17,drift,0.5,200,100,False,256,1855,3376,,1.8199
scircuit,170998,958936,8,0.0,17,drift,0.5,200,125,False,256,1855,3376,,1.8199
scircuit,170998,958936,8,0.0,17,drift,0.5,200,150,False,256,1855,3376,,1.8199
scircuit,170998,958936,8,0.0,17,drift,0.5,200,175,False,256,1855,3376,,1.8199
scircuit,170998,958936,8,0.0,17,drift,0.5,200,199,True,256,1855,3376,1855,1.8199
scircuit,170998,958936,8,0.0,18,drift,0.5,200,0,False,256,774,1869,,2.4147
scircuit,170998,958936,8,0.0,18,drift,0.5,200,25,False,256,774,1869,,2.4147
scircuit,170998,958936,8,0.0,18,drift,0.5,200,50,False,256,774,1869,,2.4147
scircuit,170998,958936,8,0.0,18,drift,0.5,200,75,False,256,774,1869,,2.4147
scircuit,170998,958936,8,0.0,18,drift,0.5,200,100,False,256,774,1869,,2.4147
scircuit,170998,958936,8,0.0,18,drift,0.5,200,125,False,256,774,1869,,2.4147
scircuit,170998,958936,8,0.0,18,drift,0.5,200,150,False,256,774,1869,,2.4147
scircuit,170998,958936,8,0.0,18,drift,0.5,200,175,False,256,774,1869,,2.4147
scircuit,170998,958936,8,0.0,18,drift,0.5,200,199,True,256,774,1869,774,2.4147
scircuit,170998,958936,8,0.0,19,drift,0.5,200,0,False,256,3169,6769,,2.136
scircuit,170998,958936,8,0.0,19,drift,0.5,200,25,False,256,3169,6769,,2.136
scircuit,170998,958936,8,0.0,19,drift,0.5,200,50,False,256,3169,6769,,2.136
scircuit,170998,958936,8,0.0,19,drift,0.5,200,75,False,256,3169,6769,,2.136
scircuit,170998,958936,8,0.0,19,drift,0.5,200,100,False,256,3169,6769,,2.136
scircuit,170998,958936,8,0.0,19,drift,0.5,200,125,False,256,3169,6769,,2.136
scircuit,170998,958936,8,0.0,19,drift,0.5,200,150,False,256,3169,6769,,2.136
scircuit,170998,958936,8,0.0,19,drift,0.5,200,175,False,256,3169,6769,,2.136
scircuit,170998,958936,8,0.0,19,drift,0.5,200,199,True,256,3169,6769,3169,2.136
scircuit,170998,958936,8,0.0,20,drift,0.5,200,0,False,256,772,1820,,2.3575
scircuit,170998,958936,8,0.0,20,drift,0.5,200,25,False,256,772,1820,,2.3575
scircuit,170998,958936,8,0.0,20,drift,0.5,200,50,False,256,772,1820,,2.3575
scircuit,170998,958936,8,0.0,20,drift,0.5,200,75,False,256,772,1820,,2.3575
scircuit,170998,958936,8,0.0,20,drift,0.5,200,100,False,256,772,1820,,2.3575
scircuit,170998,958936,8,0.0,20,drift,0.5,200,125,False,256,772,1820,,2.3575
scircuit,170998,958936,8,0.0,20,drift,0.5,200,150,False,256,772,1820,,2.3575
scircuit,170998,958936,8,0.0,20,drift,0.5,200,175,False,256,772,1820,,2.3575
scircuit,170998,958936,8,0.0,20,drift,0.5,200,199,True,256,772,1820,772,2.3575
scircuit,170998,958936,8,0.0,21,drift,0.5,200,0,False,256,3198,5460,,1.7073
scircuit,170998,958936,8,0.0,21,drift,0.5,200,25,False,256,3198,5460,,1.7073
scircuit,170998,958936,8,0.0,21,drift,0.5,200,50,False,256,3198,5460,,1.7073
scircuit,170998,958936,8,0.0,21,drift,0.5,200,75,False,256,3198,5460,,1.7073
scircuit,170998,958936,8,0.0,21,drift,0.5,200,100,False,256,3198,5460,,1.7073
scircuit,170998,958936,8,0.0,21,drift,0.5,200,125,False,256,3198,5460,,1.7073
scircuit,170998,958936,8,0.0,21,drift,0.5,200,150,False,256,3198,5460,,1.7073
scircuit,170998,958936,8,0.0,21,drift,0.5,200,175,False,256,3198,5460,,1.7073
scircuit,170998,958936,8,0.0,21,drift,0.5,200,199,True,256,3198,5460,3198,1.7073
scircuit,170998,958936,8,0.002,17,drift,0.5,200,0,False,256,1855,3376,,1.8199
scircuit,170998,958936,8,0.002,17,drift,0.5,200,25,False,256,1875,3381,,1.8032
scircuit,170998,958936,8,0.002,17,drift,0.5,200,50,False,256,2106,3856,,1.831
scircuit,170998,958936,8,0.002,17,drift,0.5,200,75,False,256,2095,3767,,1.7981
scircuit,170998,958936,8,0.002,17,drift,0.5,200,100,False,256,1994,3636,,1.8235
scircuit,170998,958936,8,0.002,17,drift,0.5,200,125,False,256,1825,3504,,1.92
scircuit,170998,958936,8,0.002,17,drift,0.5,200,150,False,256,1801,3464,,1.9234
scircuit,170998,958936,8,0.002,17,drift,0.5,200,175,False,256,1994,3741,,1.8761
scircuit,170998,958936,8,0.002,17,drift,0.5,200,199,True,256,2183,3998,2183,1.8314
scircuit,170998,958936,8,0.002,18,drift,0.5,200,0,False,256,774,1869,,2.4147
scircuit,170998,958936,8,0.002,18,drift,0.5,200,25,False,256,773,1890,,2.445
scircuit,170998,958936,8,0.002,18,drift,0.5,200,50,False,256,807,1983,,2.4572
scircuit,170998,958936,8,0.002,18,drift,0.5,200,75,False,256,825,2055,,2.4909
scircuit,170998,958936,8,0.002,18,drift,0.5,200,100,False,256,827,2055,,2.4849
scircuit,170998,958936,8,0.002,18,drift,0.5,200,125,False,256,833,2067,,2.4814
scircuit,170998,958936,8,0.002,18,drift,0.5,200,150,False,256,842,2051,,2.4359
scircuit,170998,958936,8,0.002,18,drift,0.5,200,175,False,256,892,2192,,2.4574
scircuit,170998,958936,8,0.002,18,drift,0.5,200,199,True,256,892,2192,892,2.4574
scircuit,170998,958936,8,0.002,19,drift,0.5,200,0,False,256,3169,6769,,2.136
scircuit,170998,958936,8,0.002,19,drift,0.5,200,25,False,256,3047,6445,,2.1152
scircuit,170998,958936,8,0.002,19,drift,0.5,200,50,False,256,2908,6049,,2.0801
scircuit,170998,958936,8,0.002,19,drift,0.5,200,75,False,256,2811,5727,,2.0374
scircuit,170998,958936,8,0.002,19,drift,0.5,200,100,False,256,2768,5618,,2.0296
scircuit,170998,958936,8,0.002,19,drift,0.5,200,125,False,256,2851,5608,,1.967
scircuit,170998,958936,8,0.002,19,drift,0.5,200,150,False,256,2786,5406,,1.9404
scircuit,170998,958936,8,0.002,19,drift,0.5,200,175,False,256,2756,5413,,1.9641
scircuit,170998,958936,8,0.002,19,drift,0.5,200,199,True,256,2833,5620,2833,1.9838
scircuit,170998,958936,8,0.002,20,drift,0.5,200,0,False,256,772,1820,,2.3575
scircuit,170998,958936,8,0.002,20,drift,0.5,200,25,False,256,798,1907,,2.3897
scircuit,170998,958936,8,0.002,20,drift,0.5,200,50,False,256,838,2006,,2.3938
scircuit,170998,958936,8,0.002,20,drift,0.5,200,75,False,256,846,2040,,2.4113
scircuit,170998,958936,8,0.002,20,drift,0.5,200,100,False,256,837,2017,,2.4098
scircuit,170998,958936,8,0.002,20,drift,0.5,200,125,False,256,868,2102,,2.4217
scircuit,170998,958936,8,0.002,20,drift,0.5,200,150,False,256,881,2118,,2.4041
scircuit,170998,958936,8,0.002,20,drift,0.5,200,175,False,256,881,2118,,2.4041
scircuit,170998,958936,8,0.002,20,drift,0.5,200,199,True,256,879,2086,879,2.3732
scircuit,170998,958936,8,0.002,21,drift,0.5,200,0,False,256,3198,5460,,1.7073
scircuit,170998,958936,8,0.002,21,drift,0.5,200,25,False,256,3417,5821,,1.7035
scircuit,170998,958936,8,0.002,21,drift,0.5,200,50,False,256,3549,5904,,1.6636
scircuit,170998,958936,8,0.002,21,drift,0.5,200,75,False,256,3747,6256,,1.6696
scircuit,170998,958936,8,0.002,21,drift,0.5,200,100,False,256,3714,6191,,1.6669
scircuit,170998,958936,8,0.002,21,drift,0.5,200,125,False,256,3427,5743,,1.6758
scircuit,170998,958936,8,0.002,21,drift,0.5,200,150,False,256,3596,5949,,1.6543
scircuit,170998,958936,8,0.002,21,drift,0.5,200,175,False,256,3675,6106,,1.6615
scircuit,170998,958936,8,0.002,21,drift,0.5,200,199,True,256,3778,6299,3778,1.6673
scircuit,170998,958936,8,0.01,17,drift,0.5,200,0,False,256,1855,3376,,1.8199
scircuit,170998,958936,8,0.01,17,drift,0.5,200,25,False,256,1975,3669,,1.8577
scircuit,170998,958936,8,0.01,17,drift,0.5,200,50,False,256,2000,3753,,1.8765
scircuit,170998,958936,8,0.01,17,drift,0.5,200,75,False,256,1984,3798,,1.9143
scircuit,170998,958936,8,0.01,17,drift,0.5,200,100,False,256,2020,3873,,1.9173
scircuit,170998,958936,8,0.01,17,drift,0.5,200,125,False,256,1992,3754,,1.8845
scircuit,170998,958936,8,0.01,17,drift,0.5,200,150,False,256,2684,4747,,1.7686
scircuit,170998,958936,8,0.01,17,drift,0.5,200,175,False,256,2603,4610,,1.771
scircuit,170998,958936,8,0.01,17,drift,0.5,200,199,True,256,2580,4538,2580,1.7589
scircuit,170998,958936,8,0.01,18,drift,0.5,200,0,False,256,774,1869,,2.4147
scircuit,170998,958936,8,0.01,18,drift,0.5,200,25,False,256,820,2001,,2.4402
scircuit,170998,958936,8,0.01,18,drift,0.5,200,50,False,256,823,1980,,2.4058
scircuit,170998,958936,8,0.01,18,drift,0.5,200,75,False,256,834,2073,,2.4856
scircuit,170998,958936,8,0.01,18,drift,0.5,200,100,False,256,832,2026,,2.4351
scircuit,170998,958936,8,0.01,18,drift,0.5,200,125,False,256,843,2054,,2.4365
scircuit,170998,958936,8,0.01,18,drift,0.5,200,150,False,256,819,2042,,2.4933
scircuit,170998,958936,8,0.01,18,drift,0.5,200,175,False,256,869,2144,,2.4672
scircuit,170998,958936,8,0.01,18,drift,0.5,200,199,True,256,910,2197,910,2.4143
scircuit,170998,958936,8,0.01,19,drift,0.5,200,0,False,256,3169,6769,,2.136
scircuit,170998,958936,8,0.01,19,drift,0.5,200,25,False,256,3091,6244,,2.0201
scircuit,170998,958936,8,0.01,19,drift,0.5,200,50,False,256,3004,5989,,1.9937
scircuit,170998,958936,8,0.01,19,drift,0.5,200,75,False,256,3167,6046,,1.9091
scircuit,170998,958936,8,0.01,19,drift,0.5,200,100,False,256,3114,5979,,1.92
scircuit,170998,958936,8,0.01,19,drift,0.5,200,125,False,256,3195,6151,,1.9252
scircuit,170998,958936,8,0.01,19,drift,0.5,200,150,False,256,3432,6661,,1.9409
scircuit,170998,958936,8,0.01,19,drift,0.5,200,175,False,256,3270,6260,,1.9144
scircuit,170998,958936,8,0.01,19,drift,0.5,200,199,True,256,3398,6570,3398,1.9335
