matrix,N,nnz,B,rho,seed,motion,lane_order,key_impl,steps,dirty_cols,slice_nnz_mean,slice_nnz_first,slice_nnz_last,rows_per_block,rows_merged,merge_ratio,maxrelerr,delta_baseline_rebuilds,block_open_prepares,block_open_compiles,block_open_merged_prepares,delta_baseline_ms,delta_baseline_exec_ms,block_open_ms,block_open_exec_ms,block_open_merged_ms,block_open_merged_exec_ms,block_open_vs_delta_baseline,block_open_merged_vs_delta_baseline,hst_vs_delta_baseline,hst_vs_block_open,block_open_merged_vs_block_open
msc10848,10848,1229776,8,0.05,17,jump_nnz,rotate,fast,400,256,31990.4,32070,32073,12327,3609,3.4156,2.6482700535265756e-16,403,403,77,403,1.795444,0.076271,0.509795,0.458292,26.566358,0.300031,3.5219,0.0676,2.6806,0.7611,0.0192
msc10848,10848,1229776,8,0.05,18,jump_nnz,rotate,fast,400,256,35804.3,35592,35847,10407,2700,3.8544,4.52701546055652e-16,403,403,12,403,2.003269,0.082119,0.518835,0.470745,28.786955,0.31296,3.8611,0.0696,2.957,0.7658,0.018
msc10848,10848,1229776,8,0.05,19,jump_nnz,rotate,fast,400,256,34828.8,34683,34863,12117,3738,3.2416,7.550691841062536e-16,403,403,5,403,1.943623,0.081326,0.499515,0.452419,25.518655,0.294232,3.891,0.0762,2.9783,0.7654,0.0196
msc10848,10848,1229776,8,0.25,17,jump_nnz,rotate,fast,400,256,31995.0,32070,31992,12327,3609,3.4156,2.6482700535265756e-16,403,403,0,403,1.809211,0.079505,0.517877,0.470116,27.465969,0.305489,3.4935,0.0659,2.6544,0.7598,0.0189
msc10848,10848,1229776,8,0.25,18,jump_nnz,rotate,fast,400,256,35807.5,35592,35736,10407,2700,3.8544,4.52701546055652e-16,403,403,0,403,2.010354,0.083102,0.53302,0.484573,29.771745,0.31926,3.7716,0.0675,2.8749,0.7622,0.0179
msc10848,10848,1229776,8,0.25,19,jump_nnz,rotate,fast,400,256,34869.4,34683,34839,12117,3738,3.2416,7.550691841062536e-16,403,403,0,403,1.958585,0.081859,0.511268,0.463238,26.370468,0.299788,3.8308,0.0743,2.9136,0.7606,0.0194
ct20stif,52329,2600295,8,0.01,17,jump_nnz,rotate,fast,400,256,15144.5,15163,15146,5557,1371,4.0532,7.566626045264742e-16,403,403,899,403,0.826937,0.049811,0.356692,0.278514,13.116552,0.262838,2.3184,0.063,1.6675,0.7193,0.0272
ct20stif,52329,2600295,8,0.01,18,jump_nnz,rotate,fast,400,256,10284.9,10286,10296,3050,708,4.3079,1.812364814294958e-16,403,403,772,403,0.557938,0.035092,0.310083,0.241809,9.343201,0.222995,1.7993,0.0597,1.1849,0.6585,0.0332
ct20stif,52329,2600295,8,0.01,19,jump_nnz,rotate,fast,400,256,12580.6,12619,12560,3944,1065,3.7033,6.374068419303422e-16,403,403,643,403,0.657392,0.041601,0.330968,0.264097,10.882517,0.242758,1.9863,0.0604,1.2981,0.6535,0.0304
ct20stif,52329,2600295,8,0.05,17,jump_nnz,rotate,fast,400,256,15140.8,15163,15125,5557,1371,4.0532,7.566626045264742e-16,403,403,1495,403,0.795635,0.055436,0.417326,0.318959,14.934789,0.291664,1.9065,0.0533,1.2573,0.6595,0.0279
ct20stif,52329,2600295,8,0.05,18,jump_nnz,rotate,fast,400,256,10290.2,10286,10289,3050,708,4.3079,1.812364814294958e-16,403,403,832,403,0.550989,0.03946,0.353338,0.283348,10.973782,0.248917,1.5594,0.0502,0.96,0.6156,0.0322
ct20stif,52329,2600295,8,0.05,19,jump_nnz,rotate,fast,400,256,12587.2,12619,12580,3944,1065,3.7033,6.374068419303422e-16,403,403,334,403,0.660628,0.046399,0.361526,0.304462,12.711581,0.267001,1.8273,0.052,1.124,0.6151,0.0284
ct20stif,52329,2600295,8,0.25,17,jump_nnz,rotate,fast,400,256,15142.4,15163,15176,5557,1371,4.0532,7.566626045264742e-16,403,403,253,403,0.797534,0.057864,0.384192,0.329942,15.185157,0.294234,2.0759,0.0525,1.2737,0.6136,0.0253
ct20stif,52329,2600295,8,0.25,18,jump_nnz,rotate,fast,400,256,10284.3,10286,10300,3050,708,4.3079,1.812364814294958e-16,403,403,42,403,0.56004,0.041619,0.339336,0.294651,11.421796,0.262685,1.6504,0.049,0.9724,0.5892,0.0297
ct20stif,52329,2600295,8,0.25,19,jump_nnz,rotate,fast,400,256,12586.1,12619,12552,3944,1065,3.7033,6.374068419303422e-16,403,403,3,403,0.670487,0.05029,0.359503,0.315149,13.320566,0.282602,1.865,0.0503,1.1239,0.6026,0.027
s3rmt3m3,5357,207123,8,0.01,17,jump_nnz,rotate,fast,400,256,10704.8,10696,10712,2699,674,4.0045,4.108056607708272e-16,403,401,375,401,0.590828,0.027832,0.21208,0.165112,6.643644,0.114039,2.7859,0.0889,1.8807,0.6751,0.0319
s3rmt3m3,5357,207123,8,0.01,18,jump_nnz,rotate,fast,400,256,10042.7,10037,10040,2457,597,4.1156,3.4368077204610596e-16,403,402,73,402,0.549162,0.026587,0.206081,0.166969,6.356202,0.111853,2.6648,0.0864,1.7372,0.6519,0.0324
s3rmt3m3,5357,207123,8,0.01,19,jump_nnz,rotate,fast,400,256,10718.3,10716,10716,2280,498,4.5783,6.99368803943494e-16,403,403,5,403,0.597623,0.028036,0.207634,0.169251,6.700029,0.116262,2.8783,0.0892,1.8601,0.6463,0.031
s3rmt3m3,5357,207123,8,0.05,17,jump_nnz,rotate,fast,400,256,10706.0,10696,10702,2699,674,4.0045,4.108056607708272e-16,403,403,2,403,0.603428,0.028625,0.221017,0.182432,7.503269,0.123885,2.7302,0.0804,1.7627,0.6456,0.0295
s3rmt3m3,5357,207123,8,0.05,18,jump_nnz,rotate,fast,400,256,10044.2,10037,10047,2457,597,4.1156,3.4368077204610596e-16,403,403,20,403,0.562714,0.028225,0.223697,0.185484,7.464865,0.122718,2.5155,0.0754,1.6173,0.6429,0.03
s3rmt3m3,5357,207123,8,0.05,19,jump_nnz,rotate,fast,400,256,10721.9,10716,10726,2280,498,4.5783,6.99368803943494e-16,403,403,0,403,0.604077,0.028745,0.222043,0.183829,7.541394,0.123394,2.7205,0.0801,1.7682,0.6499,0.0294
s3rmt3m3,5357,207123,8,0.25,17,jump_nnz,rotate,fast,400,256,10707.3,10696,10706,2699,674,4.0045,4.108056607708272e-16,403,403,0,403,0.610343,0.029446,0.229364,0.190544,7.828746,0.126075,2.661,0.078,1.7186,0.6458,0.0293
s3rmt3m3,5357,207123,8,0.25,18,jump_nnz,rotate,fast,400,256,10044.8,10037,10035,2457,597,4.1156,3.4368077204610596e-16,403,403,25,403,0.572689,0.028837,0.232531,0.193317,7.733691,0.125415,2.4629,0.0741,1.5832,0.6429,0.0301
s3rmt3m3,5357,207123,8,0.25,19,jump_nnz,rotate,fast,400,256,10721.2,10716,10724,2280,498,4.5783,6.99368803943494e-16,403,403,0,403,0.613398,0.029094,0.228869,0.189724,7.742566,0.125602,2.6801,0.0792,1.7398,0.6491,0.0296
memplus,17758,99147,8,0.01,17,jump_nnz,rotate,fast,400,256,16620.2,16619,16623,13904,8170,1.7018,6.046806929964919e-16,380,375,537,375,0.927978,0.039726,0.140696,0.102908,2.544882,0.086042,6.5956,0.3646,4.9351,0.7482,0.0553
memplus,17758,99147,8,0.01,18,jump_nnz,rotate,fast,400,256,16634.9,16636,16637,13933,8169,1.7056,7.763655027222254e-16,378,375,319,375,0.92179,0.039699,0.139487,0.103201,2.601452,0.084883,6.6084,0.3543,4.6934,0.7102,0.0536
memplus,17758,99147,8,0.01,19,jump_nnz,rotate,fast,400,256,14878.2,14908,14893,11177,7075,1.5798,4.240905494222866e-16,395,391,271,391,0.880347,0.037328,0.131669,0.096012,2.381777,0.078334,6.6861,0.3696,4.5664,0.683,0.0553
memplus,17758,99147,8,0.05,17,jump_nnz,rotate,fast,400,256,16621.9,16619,16621,13904,8170,1.7018,6.046806929964919e-16,403,403,419,403,0.984493,0.040162,0.148661,0.110999,2.94866,0.085983,6.6224,0.3339,4.3954,0.6637,0.0504
memplus,17758,99147,8,0.05,18,jump_nnz,rotate,fast,400,256,16634.2,16636,16635,13933,8169,1.7056,7.763655027222254e-16,403,403,168,403,0.986118,0.040405,0.146952,0.111344,2.951422,0.085852,6.7105,0.3341,4.402,0.656,0.0498
memplus,17758,99147,8,0.05,19,jump_nnz,rotate,fast,400,256,14872.4,14908,14874,11177,7075,1.5798,2.9846608723827406e-16,403,403,79,403,0.898267,0.037805,0.137669,0.103587,2.701388,0.081538,6.5248,0.3325,4.2013,0.6439,0.051
memplus,17758,99147,8,0.25,17,jump_nnz,rotate,fast,400,256,16622.0,16619,16625,13904,8170,1.7018,6.046806929964919e-16,403,403,22,403,0.990718,0.041455,0.155571,0.12085,2.994883,0.087932,6.3683,0.3308,4.168,0.6545,0.0519
memplus,17758,99147,8,0.25,18,jump_nnz,rotate,fast,400,256,16634.2,16636,16636,13933,8169,1.7056,7.763655027222254e-16,403,403,1,403,0.991993,0.04125,0.153747,0.119246,2.983529,0.086992,6.4521,0.3325,4.2147,0.6532,0.0515
memplus,17758,99147,8,0.25,19,jump_nnz,rotate,fast,400,256,14872.6,14908,14874,11177,7075,1.5798,7.598671402428172e-16,403,403,0,403,0.902452,0.038847,0.147682,0.11377,2.800443,0.084066,6.1108,0.3223,3.951,0.6466,0.0527
olafu,16146,1015156,8,0.01,17,jump_nnz,rotate,fast,400,256,14930.3,14917,14933,6632,858,7.7296,5.225793278951962e-16,403,403,745,403,0.781247,0.04457,0.331427,0.259201,13.520747,0.204927,2.3572,0.0578,1.6934,0.7184,0.0245
olafu,16146,1015156,8,0.01,18,jump_nnz,rotate,fast,400,256,13252.2,13194,13267,4691,942,4.9798,3.164865758572024e-16,403,403,290,403,0.683049,0.03786,0.291122,0.238049,11.274394,0.181852,2.3463,0.0606,1.5553,0.6629,0.0258
olafu,16146,1015156,8,0.01,19,jump_nnz,rotate,fast,400,256,14065.2,14037,14052,7808,1014,7.7002,4.789690255022619e-16,403,403,152,403,0.739485,0.047092,0.305771,0.256427,12.168011,0.194759,2.4184,0.0608,1.6023,0.6625,0.0251
olafu,16146,1015156,8,0.05,17,jump_nnz,rotate,fast,400,256,14938.6,14917,14920,6632,858,7.7296,5.225793278951962e-16,403,403,326,403,0.784552,0.047147,0.349222,0.291146,15.123844,0.221981,2.2466,0.0519,1.4872,0.662,0.0231
olafu,16146,1015156,8,0.05,18,jump_nnz,rotate,fast,400,256,13266.5,13194,13255,4691,942,4.9798,3.164865758572024e-16,403,403,37,403,0.681822,0.039512,0.311772,0.267393,13.007528,0.20076,2.1869,0.0524,1.4077,0.6437,0.024
